,date,policy
24,"April 13, 2020", The Governor announced the expansion of the Department of Educations online learning system to enable all teachers to host virtual classes. 
25,"April 13, 2020"," The Governor, researchers from the University of Virginia, and RAND Corporation, released infectious disease modeling on the impact of COVID-19 mitigation in Virginia."
26,"April 14, 2020"," The Governor announced March revenue results, and warned that future reports may reflect significant economic impacts of COVID-19.  "
27,"April 15, 2020"," The Governor extended Executive Order 53, banning crowds of more than 10 people, closes certain businesses, and limits restaurants to takeout and delivery services until May 8. "
28,"April 15, 2020"," The Governor announced an additional $70 million in Child Care and Development Block Grant funding through the CARES Act, to support the provision of childcare for essential personnel. "
29,"April 16, 2020"," The Governor sent a letter to the Virginia congressional delegation outlining the following additional requests for federal support:Additional flexible state funding;Investments in public health infrastructure;Support for Virginia families, including SNAP benefits;Support for Virginia workers, including expanded unemployment benefits, health insurance, and hazard pay;Small business relief, including federal recovery loans and expansion of the Paycheck Protection Program; andInfrastructure investment including universal broadband. "
30,"April 17, 2020", The Governor signed an Executive Order implementing new policies to bolster the healthcare workforce. 
31,"April 20, 2020", The Governor appointed former Health Commissioner Dr. Karen Remley and State Epidemiologist Dr. Lilian Peake to lead a COVID-19 testing working group. 
32,"April 23, 2020", The Governor signed Executive Order Fifty-Eight to grant flexibility to the Department of Medical Assistance Services in the provision of critical services and to make it easier for Medicaid recipients to access medical care.
33,"April 23, 2020", The Governor extended the states existing ban on elective surgeries to May 1 and the closure of Department of Motor Vehicles public offices to May 11. 
34,"April 23, 2020"," The Governor joined Maryland Governor Hogan and D.C. Mayor Bowser in sending a letter to the White House, urging the Trump administration to continue telework policies for federal workers. "
35,"April 24, 2020"," The Governor announced community leaders to participate in the Commonwealths COVID-19 Business Task Force, responsible for providing guidance to the Cabinet on strategy to ease restrictions. "
36,"April 24, 2020", The Governor invoked his statutory authority to postpone the States May General and Special Elections from May 5 to May 19. 
37,"April 24, 2020"," The Governor presented the Forward Virginia blueprint, guiding the easing of public health restrictions in the state. The blueprint includes the following priorities:Testing and tracing;Personal Protective Equipment;Hospital Capacity and staff; andPhase One of easing restrictions."
38,"April 28, 2020"," The Governor signed Executive Order Sixty, reinforcing certain statutory liability protections for Virginia healthcare workers."
39,"April 29, 2020", The Governor announced that hospitals and dentists will be permitted to resume non-emergency procedures beginning at midnight on April 30. 
40,"April 29, 2020"," The Governor announced relief options for more than 200,000 Virginians with privately held student loans, secured by coordination with major private student loan servicers."
41,"May 2, 2020"," The Governor announced FEMAs approval for Virginia to receive three Battelle      Critical Care Decontamination Systems, to be used to sterilize PPE. "
42,"May 4, 2020"," The Governor outlined a three-phase plan to ease restrictions in Virginia. The first phase will ease restrictions while maintaining social distancing, teleworking, recommendations for face coverings, and prohibition of gatherings of 10 or more. "
43,"May 8, 2020"," The Governor signed Executive Order Sixty-One, detailing the framework for Phase One of the Forward Virginia plan."
44,"May 11, 2020"," The Governor announced a health equity pilot program with the City of Richmond, to increase equitable access to PPE in underserved communities most affected by COVID-19. The Virginia Health Equity Leadership Task Force is leveraging data to identify disproportionately affected communities and establish policies and programs accordingly."
45,"May 12, 2020"," The Governor issued Executive Order Sixty-Two, allowing specific localities in Northern Virginia to delay Phase One of the Forward Virginia plan, originally set to begin for all of Virginia on May 15, until May 28."
46,"May 13, 2020"," The Governor announced that most Virginia will begin Phase One of the Forward Virginia plan on May 15, while localities in Northern Virginia will delay Phase One for an additional two weeks."
47,"May 13, 2020", The Virginia Alcoholic Beverage Control Authority (ABC) announced that the Commonwealth will allow eateries to expand outside dining areas. The ABC outlined steps for businesses to temporarily expand outdoor dining options when it comes to the sale of alcohol.
48,"May 14, 2020", The Governor called on the federal government to implement additional screening and testing in two federally-run detention centers in Virginia.
49,"May 14, 2020", The Governor announced that Accomack County and the City of Richmond would delay Phase One of the Forward Virginia plan until at least May 28.
50,"May 18, 2020"," The Governor announced a group of stakeholders to participate in Virginias COVID-19 Education Work Group, charged with charting a path to determine how schools can safely reopen later this year. Stakeholders include representatives of public and private early childhood education, K-12, higher education, and public sector officials."
51,"May 18, 2020"," The Governor announced that he will allow Virginia Beach to reopen with restrictions, beginning May 22."
52,"May 19, 2020"," The Governor shared new resources to protect Virginians from eviction and support individuals who have lost their job or income due to COVID-19. One such resource is StayHomeVirginia.com, a website to help Virginians navigate housing programs, services, guidance, and other resources."
53,"May 22, 2020"," The Governor announced the launch of COVIDCheck, an online risk-assessment tool to check their symptoms and connect with the appropriate health care resource, including COVID-19 testing locations."
54,"May 22, 2020"," The Governor announced that more than 740,000 Virginians who receive Supplemental Nutrition Assistance Program (SNAP) benefits will be able to pay for their groceries online and have them delivered."
55,"May 26, 2020"," The Governor signed Executive Order Sixty-Three, requiring Virginians to wear face coverings in public indoor settings."
56,"May 26, 2020"," The Governor amended Executive Order Fifty-One, extending the states Emergency Declaration."
57,"June 2, 2020"," The Governor signed Executive Order Sixty-Five, modifying existing public health guidance, and announced that Phase 2 of the Forward Virginia plan will begin on June 5. Phase 2 maintains recommendations for social distancing, teleworking, and requiring face coverings in indoor public settings, while permitting restaurant and beverage establishments to offer indoor dining at 50% occupancy and fitness centers to open indoor areas at 30% occupancy."
58,"June 8, 2020"," The Governor announced a temporary statewide moratorium on all eviction proceedings in the state. The order will remain in effect through June 28, as the administration implements a rent relief program for Virginians facing housing insecurity."
59,"June 9, 2020"," The Governor announced a phased approach to allow Virginia schools to resume in-person classes for summer school and for the 2020-2021 academic school year. The plan was developed by the Office of the Secretary of Education, the Virginia Department of Health, and the Virginia Department of Education, and requires all PreK-12 schools to deliver new instruction to students for the 2020-2021 academic year, regardless of the operational status of school buildings."
60,"June 10, 2020"," The Governor announced that Virginia schools will received $66.8 million through the federal Governors Emergency Education Relief (GEER) Fund to expand distance learning, fund services for students disproportionately impacted by loss of class time, and provide financial assistance to higher education students and institutions impacted by COVID-19."
61,"June 10, 2020"," The Governor extended Executive Orders Fifty-Seven and Fifty-Eight, allowing for expanded use of telehealth services and authorizing out-of-state licenses to health-care providers; and ensuring Medicaid and Family Access to Medical Insurance Security (FAMIS) members have continued access to care."
62,"June 11, 2020"," The Governor issued guidance to public and private higher education institutions, requiring that institutions meet certain public health conditions in order to reopen campuses and to develop plans that consider:Repopulation of the campus;Monitoring health conditions;Containment; andShutdown considerations if necessary."
63,"June 12, 2020"," The Governor announced the Governors Agriculture and Forestry Industries Development Fund Planning Grant program, intended to support agriculture and forestry-based businesses through the COVID-19 emergency."
64,"June 12, 2020"," The Governor announced the expansion of the Framework for Addiction Analysis and Community Transformation (FAACT). The platform is being used to support the states response, mitigate spread, and maintain an adequate supply of resources."
65,"June 15, 2020", The Governor announced more than $14.66 million for a new Economic Resilience and Recovery Program to address the short and long term impacts of COVID-19. The initiative was created through a restructuring of the Growth and Opportunity for Virginia (GO Virginia) funding.
66,"June 16, 2020"," The Governor, First Lady, and Virginia Museum of Fine Arts Director announced the Virginia Artist Relief Program  a program to assist visual artists impacted by COVID-19. Under the program, 40 visual artists from the Commonwealth will be selected to receive a $5,000 grant."
67,"June 18, 2020"," The Governor presented the third phase of the Forward Virginia plan, which continues to ease public health restrictions."
68,"June 19, 2020", The Governor announced new guidelines and testing requirements for reopening long-term care facilities. The Governor also outlined how the Commonwealth will direct $246 million to support long-term care facilities in their COVID-19 response.
69,"June 29, 2020"," The Governor launched the Virginia Rent and Mortgage Relief Program (RMRP), which will provide $50 million in federal CARES Act funding for households facing eviction or foreclosure due to COVID-19."
70,"June 30, 2020"," The Governor announced that bar seating and congregating areas in restaurants will remain prohibited except for those passing through. Restaurants may use non-bar seating in the bar area, if a minimum of six feet between tables is provided."
71,"July 27, 2020"," The Governor announced $70 million, in grants of up to $10,000 through Rebuild VA, a new economic recovery fund, for small businesses and nonprofit organizations whose normal operations were disrupted by COVID-19."
72,"July 28, 2020", The Governor announced that the Commonwealth will distribute $644.6 million in federal COVID-19 relief funding to local governments in its second and final round of allocations.
73,"July 28, 2020"," The Governor outlined new actions to mitigate the spread of COVID-19 in the Hampton Roads region, which has seen a recent increase in new cases, hospitalizations, and positive tests."
