,date,policy
29,"April 3, 2020", Lt. Governor Jon Husted announced that Battelle and JobsOhio have partnered to provide free N95 masks sanitizing for hospitals for the next two weeks. 
30,"April 3, 2020"," The Governor announced that he recommended the early release of 38 prison inmates. To this end, the Governor will send a letter to the judges who presided over these cases and encourage them to grant early release. "
31,"April 3, 2020"," The Ohio Department of Education released a special guide to assist schools, educators, students, parents, and caregivers as they navigate remote learning. "
32,"April 4, 2020"," The Governor, Lt. Governor, and the Director of the Ohio Department of Health urged Ohioans to begin wearing cloth masks while in public."
33,"April 4, 2020"," The Governor signed an executive order allowing Ohioans to more easily access telehealth services from individual counselors, social workers, and marriage and family counselors. "
34,"April 4, 2020", Lt. Governor Husted announced that BroadbandOhio has been working with providers to find public WiFi locations for Ohioans who may not otherwise have access to internet from home. A list of hotspot finders and locations by provider can be found here.
35,"April 4, 2020"," The JobsOhio Innovation Fund will make loans available to eligible businesses during the COVID-19 crisis. They will use convertible loans, side by side with cash co-invested from existing investors, toward Ohios most promising and innovative companies. "
36,"April 6, 2020", The Governor announced six sites have been selected as      alternative care facilities to increase medical surge. 
37,"April 6, 2020", The Governor authorized the Ohio National Guard to assist      in the Elkton Federal Correctional Institutions infirmary with      non-COVID-19 cases and with patients who are showing symptoms of the      disease. 
38,"April 7, 2020"," The Ohio Liquor Control Commission passed an emergency rule, allowing establishments with an existing on-premises liquor permit to sell and deliver alcohol for off-premises consumption."
39,"April 7, 2020"," The Ohio Development Services Agency established the Office of Small Business Relief, that will:Serve as the lead state agency for administering federal recovery funds for small business support and recovery;Work with federal, state, and local partners to evaluate and determine possible regulatory reforms that encourage employment and job creation; and, Coordinate efforts of Ohios Small Business Development Centers and Minority Business Assistance Centers. "
40,"April 7, 2020", The Ohio Department of Rehabilitation and Corrections recommended that certain inmates scheduled to be released in the next 90 days be released sooner to allow for increased social distancing between prison staff and inmates. 
41,"April 7, 2020", The Ohio Department of Job and Family Services announced that those who did not already receive the maximum monthly allotment for their household size from the Supplemental Nutrition Assistance Program in March will be issued an additional payment beginning this week. 
42,"April 8, 2020"," The Governor requested the Ohio Bureau of Workers Compensation      to provide $1.6 billion to Ohio employers, equal to 100 percent of the      premium employers paid in policy year 2018. "
43,"April 9, 2020"," The Governor announced that through the Ohio Manufacturing Alliance, 19 manufacturers have partnered with three hospital groups to begin large scale production of face shields. "
44,"April 9, 2020"," The Lt. Governor announced that The Christ Hospital Linder Research Center in Cincinnati received approval from the U.S. Food and Drug Administration to begin treating high-risk patients with convalescent plasma, an approach that holds potential for reducing a patients risk of dying. "
45,"April 9, 2020"," In partnership with the Ohio Manufacturing Alliance, JobsOhio is connecting and aligning resources through its network partners to help companies accelerate their ability to produce PPE. "
46,"April 10, 2020"," JobsOhio is subsidizing up to $250,000 toward the first two-week supply of PPE for health care workers and first responders at no cost through a partnership with Battelle. "
47,"April 10, 2020", The Governor announced that Medicaid managed care plans and MyCare Ohio plans have reached an agreement to ease several pharmacy benefit restrictions. 
48,"April 10, 2020", The Lt. Governor announced that the U.S. Food and Drug Administration granted STERIS Healthcare in Mentor a temporary Emergency Use Authorization for contaminating compatible N95 and N95-equivalent respirators. 
49,"April 10, 2020"," The Governor announced that JobsOhio has procured more than 1 million ounces of Ohio distillery made hand sanitizer, to be distributed to the Ohio Association foodbanks. "
50,"April 10, 2020", The Governor announced a temporary permit from the Ohio Department of Transportation that will allow food vendors to sell food to truck drivers and other essential personnel who stop at any of the states 86 rest areas.  
51,"April 13, 2020", The Department of Health issued an order requiring long-term care facilities to notify residents and families within 24 hours of a resident or staff member testing positive for the virus. 
52,"April 13, 2020", The Department of Health issued an order restricted the sale of in-person liquor in six border counties to Ohio residents. 
53,"April 13, 2020", The Governor authorized members of the Ohio National Guard to support the Department of Rehabilitation and Correction (ODRC) medical staff at the Pickaway Correctional Institution. 
54,"April 14, 2020", The Department of Health issued an order requiring local health departments to provide to their jurisdictions dispatch agency or agencies the names and address of COVID-19 positive individuals. 
55,"April 14, 2020"," The Lt. Governor announced that 667 critical employers  including Amazon, Walmart, and CVS Health  have listed roughly 41,000 essential job openings on the states job search portal. "
56,"April 15, 2020", The Governor asked the Ohio Hospital Association to begin developing a plan to begin treating patients whose non-COVID-19 elective procedures were delayed or deferred during the emergency. 
57,"April 15, 2020", The Governor announced the expansion of Ohios partnership with Battelle to extend their sterilization services to law enforcement agencies and EMS providers. 
58,"April 15, 2020"," The Governor announced the Ohio State University will be creating viral transport media, such as sterile solution needed to transport the swabs. "
59,"April 15, 2020", The Governor announced the early release of 105 prison inmates who had been scheduled to be released in the next 90 days. 
60,"April 16, 2020"," The Governor announced they are working closely with the governors of Illinois, Indiana, Kentucky, Michigan, Minnesota and Wisconsin to reopen the regions economy in a coordinated way. "
61,"April 16, 2020", The Governor announced the state will begin a phased reopening of the state economy on May 1. 
62,"April 17, 2020"," The Governor announced comprehensive testing of inmates has begun at Marion Correctional Institution, Pickaway Correctional Institution and Franklin Medical Center. "
63,"April 20, 2020", The Governor announced that K-12 schools will remain closed for the remainder of the 2019  2020 academic year. 
64,"April 20, 2020", The Governor formed the Minority Health Strike Force to examine the disproportionate impacts of COVID-19 on minority groups in Ohio and across the country. 
65,"April 20, 2020"," The Governor directed the Ohio Department of Health to collect more specific information regarding cases of COVID-19 in nursing homes, assisted living facilities and hospitals. "
66,"April 20, 2020", The Governor announced LabCorp and Quest no longer have a backlog of samples and have added more testing capacity to process testing samples received from hospitals. 
67,"April 21, 2020", The Governor announced the formation of a testing strike team that will work to secure reliable sources of reagents and testing supplies for COVID-19. 
68,"April 21, 2020"," The Governor announced the Ohio Department of Agriculture has waived the required $50,000 local match for the Agriculture Society Facilities Grant Program to assist local budgets and businesses bottom lines. "
69,"April 21, 2020", JobsOhio announced a new partnership to support Peoples Bank and First Federal-Home Savings Banks existing small business clients in Ohio. The partnership will help small businesses maintain operations and payroll during the COVID-19 pandemic. JobsOhio has committed up to $50 million in assistance.
70,"April 21, 2020"," The Governor announced the Ohio Bureau of Workers Compensation board of directors approved the distribution of 170,000 dividend checks over the next five days to private employers and local governments. "
71,"April 22, 2020", The Director of the Ohio Department of Health issued an order that directs healthcare providers in hospitals and outpatient surgery centers to reassess procedures and surgeries that were postponed. 
72,"April 22, 2020", The Ohio Department of Mental Health and Addiction Services launched a mental health COVID CareLine.
73,"April 24, 2020", The Governor announced the Testing Strike Team reached an agreement with Thermo Fisher to substantially expand testing capacity throughout the state. 
74,"April 24, 2020", The Governor announced ROE Dental Laboratory in Cleveland will manufacture up to 1 million testing swabs to support the states testing efforts. 
75,"April 24, 2020", The Governor announced the state partnered with Massachusetts-based Partners in Health to bring needed resources to increase the states ability to trace contact exposure to the virus. 
76,"April 24, 2020", The Governor announced the state will cover the costs to keep more than 200 youth who are aging out of foster care in the foster care system until the pandemic ends. 
77,"April 24, 2020","- The Centers for Medicare & Medicaid Services (CMS) approved Ohios request for a Section 1135 Medicaid waiver. The approved waiver enables Ohio to provide flexibilities in Medicaid provider screening and enrollment, lift prior authorization requirements, allow for reimbursement facility services in alternative settings, and waive public comment and tribal consultation requirements for certain changes to the Medicaid state plan"
78,"April 28, 2020"," The Governor announced the state will not require customers entering retail establishments to wear face coverings; however, wearing face masks in public is still strongly recommended. "
79,"April 28, 2020"," The Governor established two separate advisory groups to develop best practices for reopening dine-in restaurants, barbershops, and salons. "
80,"April 29, 2020"," The Governor announced the state has shipped 4.1 million pieces of personal protective equipment (PPE) to local emergency management agencies (EMAs) across Ohio, the largest one-time distribution of PPE from the state to local EMAs in Ohios history."
81,"April 29, 2020"," The Governor announced at least $16 million in grant funding is available for local law enforcement agencies to support:Taking measures to help prevent the spread of COVID-19 such as purchasing cleaning supplies and personal protective equipment;Taking measures to prepare for COVID-19 such as supporting proper planning, staffing, and communications to ensure effective operations and maintain the safety of criminal justice employees, citizens, and correctional populations; and,Taking measures to respond to the spread of COVID-19 such as medical visits, hospitalizations, purchasing medical supplies, and securing alternative housing. "
82,"April 29, 2020"," The Department of Education and Department of Health issued the following suggestions for local schools and health departments:Virtual graduation ceremonies (preferred);Drive-in ceremonies where students drive to a designated location at a designated time to get their diplomas; and, Outdoor ceremonies with 10 people or less who are socially distanced. "
83,"May 1, 2020","2  The Governor issued a Stay Safe Ohio Order, which incorporates the reopening of businesses and services announced as part of the Responsible Restart Ohio plan. "
84,"May 4, 2020"," The Governor outlined three priority testing categories made possible through a steady supply of testing reagent and swabs through a partnership with Ohio, Thermo Fisher, and ROE Dental Scientific. "
85,"May 4, 2020", The Lt. Governor announced that Ohio Bureau of Motor Vehicle deputy registrars around the state may begin reopening as early as the end of the month. 
86,"May 7, 2020"," The Governor announced the next phase of the Responsible RestartOhio plan as it relates to restaurants, bars, and personal care services. These entities in Ohio will be permitted to reopen as follows:May 15: Outdoor dining and personal care servicesMay 21: Dine-in service"
87,"May 15: Outdoor dining and personal care services, 2020",May 15: Outdoor dining and personal care services
88,"May 21: Dine, 2020",May 21: Dine-in service
89,"May 15: Outdoor dining and personal care services, 2020",May 15: Outdoor dining and personal care services
90,"May 21: Dine, 2020",May 21: Dine-in service
91,"May 12, 2020"," The Governor announced the Ohio Department of Job and Family Services received federal approval for its Pandemic EBT Plan, which will allow the agency to distribute SNAP benefits to 850,000 students across Ohio who relied on free or reduced-price meal programs when school was in session to have access to a hot, nutritious meal."
92,"May 12, 2020"," The Lt. Governor announced that sectors licensed by the State Medical Board of Ohio, including massage therapy, acupuncture, and cosmetic therapy will be permitted to reopen on May 15 with the implementation of proper safety measures."
93,"May 12, 2020", The Governor announced tattoo and body piercing services will be permitted to reopen on May 15 with the implementation of proper safety measures.
94,"May 12, 2020"," The Governor announced the Staying Connected Program, which will provide a daily check-in by phone for Ohioans age 60 or older."
95,"May 14, 2020", The Governor announced campgrounds will be permitted to reopen with required safety protocols beginning May 21.
96,"May 14, 2020", The Governor announced horse racing (no spectators) will be permitted to open with required safety protocols beginning May 22.
97,"May 14, 2020"," The Governor announced Ohio Bureau of Motor Vehicles (BMV) locations, gyms and fitness centers, adult and youth sports leagues (non-contact, limited contact), and public/club pools will be permitted to reopen with required safety protocols beginning May 26."
98,"May 14, 2020", The Governor announced childcare providers will be permitted to reopen with required safety protocols beginning May 31.
99,"May 18, 2020", The Governor announced that the state is assembling an enforcement team to ensure that bars and restaurants are operating safely under the Responsible RestartOhio plan.
100,"May 18, 2020", The Governor ordered mass testing to take place at Ohios two state nursing home facilities for veterans.
101,"May 21, 2020", The Governor announced the following health orders have been signed:Camp Safe Ohio Order to reopen campgrounds with exceptions;Directors Order rescinding and maintaining portions of the Stay Safe Ohio Order; andUrgent Health Advisory: Ohioans Protecting Ohioans advising elderly people and those who are vulnerable because of illness to take additional precautions.
102,"May 26, 2020", The Governor announced the formation of Congregate Care Unified Response Teams to test residents and staff members in Ohios nursing homes.
103,"May 28, 2020", The Governor announced the State of Ohio Board of Pharmacy has clarified rules that allow pharmacists to order and administer tests for COVID-19.
104,"May 28, 2020","0  The Governor announced the state expanded testing prioritization to allow partners and communities to test Ohioans in Priority Group 4 which includes testing individuals in the community to decrease community spread, including individuals with symptoms who do not meet any of first three priority groups."
105,"May 28, 2020"," The Governor announced a plan to lift restrictions on visitation at assisted living homes in Ohio on June 8 to allow for outdoor visitations. At a minimum, all facilities must develop a policy that includes:Screening for temperatures and symptom-reporting for visitors;Scheduled hours and time limits for visits;Proper social distancing measures;Face coverings;Resident, family, and friend education about the risks of the spread of COVID-19"
106,"May 28, 2020"," The Ohio Bureau of Workers Compensation is deferring Ohio employers premium installments for the months of June, July, and August designed to help employers focus financial resources on re-opening their businesses under the Responsible RestartOhio Plan."
107,"May 28, 2020", The Governors Fair Advisory Group released guidelines for how county fair boards and agricultural societies can work with county health departments to safely operate junior fairs for kids.
108,"May 29, 2020", The Governor announced an order signed by the Ohio Department of Health Director which revises business guidance and social distancing.
109,"May 29, 2020", The Governor announced an order signed by the Ohio Department of Health Director which rescinds a previous order restricting the sale of spirituous liquor in certain instances in certain counties.
110,"May 30, 2020"," The Governor announced an order signed by the Ohio Department of Health Director which provides for the reopening of child care services, with exceptions."
111,"June 2, 2020"," The Governor announced the state intends to reopen schools in the fall, but individual starting dates will be up to each local school board."
112,"June 2, 2020"," The Governor announced health care providers, including dentists, may resume all surgeries and procedures that had previously been delayed if they meet safety criteria, including:Maintaining adequate inventories of PPE, supplies, equipment, and medicine;Creating a plan for the conservation and monitoring use of PPE, as well as other supplies and equipment that could include decontamination and reuse;Maintaining a reliable supply chain to support non-COVID-19 cases and to respond to an unexpected surge in COVID-19 cases, if needed;Defining processes for timely COVID-19 testing of patients and staff; and,Continuing the use of telehealth whenever possible."
113,"June 5, 2020"," The Governor announced that a multitude of sectors, such as casinos and amusement parks, could reopening. An amended order was also signed that allows properly prepared assisted living facilities andintermediate care facilities for individuals with developmental disabilities to begin to allow outdoor visitation on June 8."
114,"June 9, 2020"," The Governor announced the state has delivered over 30 million pieces of PPE, whereby 27.8 million pieces have been shipped to county EMAs for local distribution."
115,"June 9, 2020"," The Governor announced that GOJO, an Akron-based manufacturer of hand sanitizer, and part of the Ohio Manufacturing Alliance, is expanding in Navarre and Maple Heights to meet the demand for their products."
116,"June 11, 2020", The Governor announced the state is expanding testing and encourage those who want a COVID-19 test including those who are low-risk or asymptomaticto talk with their health care provider or contact a testing location to arrange a test.
117,"June 11, 2020"," The Governor announced a series of pop-up testing locations, beginning with six locations in Columbus."
118,"June 11, 2020"," The Governor released the latest basic reproduction number or R0 for eight regions of Ohio. With the states interventions, the R0 for the state measured slightly lower than 1.0 on June 1. However, the state is beginning to see a slight increase in the R0 measurements in certain parts of Ohio, such as the Dayton region."
119,"June 11, 2020", The Governor sent a letter to the ministerial community in Ohio to update them on the status of COVID-19 and provide suggested best practices for resuming in-person services.
120,"June 11, 2020", The Lt. Governor announced the Ohio Department of Job and Family Services will receive an $8.5 million federal Employment Recovery National Dislocated Worker Grant to help reemploy individuals who lost their jobs as a result of the pandemic and to help employers rebuild their workforces.
121,"June 18, 2020"," The Governor announced that pop-up testing sites will surge in Montgomery County, Greene County, Clark County, Warren County, and Hamilton County, zip codes with the highest number of cases."
122,"June 18, 2020"," The Governor announced the creation of the Hospital PPE Readiness Stockpile, which will be compiled and stored by Ohio hospitals throughout the state."
123,"June 18, 2020", The Governor issued an executive order that expands the definition of good cause for filing an unemployment claim through the state of emergency.
124,"June 18, 2020", The Lt. Governor announced that Phase II of the Responsible RestartOhio plan for sports activities will allow contact practice for all sports to resume on June 22.
125,"June 23, 2020", The Governor announced two public awareness campaigns aimed at spreading awareness of COVID-19 prevention measures that impact the well-being of Ohioans and the Ohio economy.
126,"June 23, 2020"," The Governor announced the first round of funding, approximately $2.1 million, is being distributed to 65 local criminal justice agencies as part of the Coronavirus Emergency Supplemental Funding Grant."
127,"June 25, 2020", The Governor announced the reproductive rate of COVID-19 has doubled over the last 10 days in the Cincinnati region.
128,"June 25, 2020", The Governor announced that the Ohio Department of Health will continue funding for the 2-1-1 service as Ohio enters into the next phase of the pandemic.
129,"June 29, 2020", The Governor announced last week was the first week of increasing COVID-19 hospital utilization in Ohio after over two months of decreasing utilization since late April.
130,"June 29, 2020"," The Governor explained that the increase in positive COVID-19 cases is not fully due to Ohios increase in testing, rather it is a sign of broader community spread."
131,"June 29, 2020"," The Governor announced that beginning on July 20, nursing homes are permitted to begin outdoor visitation as long as all safety standards are met. When assessing their readiness to permit outdoor visitation, nursing homes should consider:Case status in the surrounding community;Case status in the nursing home;Staffing levels;Access to adequate testing for residents and staff;Personal protective equipment supplies; andLocal hospital capacity ."
132,"June 29, 2020", The Governor announced the extension of existing health orders through this week as his administration finalizes plans to help local schools safely reopen.
133,"July 2, 2020", The Governor issued guidance for schools to safely reopen in the fall.
134,"July 2, 2020"," The Governor announced that going forward, Ohio will implement a new alert system that will provide health departments and community leaders data and information to combat flare-ups as they occur in different parts of the state."
135,"July 2, 2020", The Governor announced the Ohio Department of Commerces Division Control has granted over 300 expansion requests to bars and restaurants to allow patrons more opportunities to enjoy dinner or drinks in a safe environment.
136,"July 2, 2020", The Lt. Governor announced the state will now be publicly reporting Presumed Recovered as a data point.
137,"July 8, 2020", The Governorsigneda health order requiring face coverings in public in all counties that are designated as a red Alert Level 3 Public Health Emergency or a Purple Alert Level 4 Public Health Emergency.
138,"July 9, 2020", The Governor announced that new public health data has led the Ohio Department of Health to designate 12 counties as being in a Red Alert Level 3 Public Emergency as defined by the Ohio Public Health Advisory System.
139,"July 9, 2020", The Governor announced that the Ohio Department of Education developed guidance and best practices to help campuses safely reopen.
140,"July 9, 2020", The Governor and leaders of the Ohio General Assembly requested that the Ohio Controlling Board approve an initial request to allocate $200 million for higher education and $100 million for K-12 schools to address increasing costs associated with the COVID-19 safety measures.
141,"July 9, 2020"," The Governor announced he is awarding an additional grant of $15 million to the Coalition on Homelessness and Housing. The grant supports efforts to rehouse individuals and families that could be at greater risk of contracting COVID-19, especially those in congregate facilities such as homeless shelters."
142,"July 16, 2020", The Governor announced that new public health data has led the Ohio Department of Health to designate 19 counties as being in a Red Alert Level 3 Public Health Emergency as defined by the Ohio Public Health Advisory System.
143,"July 16, 2020", The Governor signed an executive order to extend and improve emergency rules that will provide additional flexibilities to allow health care professionals to deliver services via telehealth.
144,"July 16, 2020", The Lt. Governor announced that Ohio Development Services Agency awarded $20 million in grants to 68 Ohio manufacturers to produce personal protective equipment (PPE) and help ensure the safety of Ohioans during the coronavirus pandemic.
