date,policy
"March 19, 2020", The Governor announced an administrative order that mandates the indefinite closure of all personal care businesses and social clubs.
"March 19, 2020", The Governor signed legislation expanding to telehealth services and allowing professional and occupation licensing boards to expedite licensure of out-of-state professionals.
"March 20, 2020", The Governor announced the waiving of fees for COVID-19 testing for the uninsured.
"March 20, 2020", The Governor urged the federal government to consider a fiscal stimulus in the form of a direct cash assistance program to combat this public health emergency.
"March 20, 2020", The Governor announced a new private sector partnership to increase the availability of testing.
"March 20, 2020", The Department of Banking and Insurance issued a bulletin encouraging entities regulated by the department to work with and assist customers who have been adversely affected by this public health emergency.
"March 20, 2020"," The Governor signed Assembly Bill 3848, which prohibits an employer, during the ongoing public health emergency, from terminating or refusing to reinstate an employee who has, or is likely to have, an infectious disease which requires the employee to miss time at work."
"March 20, 2020"," The Governor signed close to a dozen bills and resolutions, which include but are not limited to, requiring school districts to provide meals to students eligible for free or reduced meals, providing extension deadline adoption of county or municipal budgets, and urging the FCC to take temporary measures to secure broadband access."
"March 21, 2020"," The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice."
"March 22, 2020", The Governor announced the opening of a Community-Based Testing Site at the PNC Bank Arts Center in Holmdel.
"March 22, 2020"," The Governor announced departmental actions from the Department of Human Services, Department of Banking and Insurance, Department of Treasury, Department of Health, Department of Children and Family Services and the New Jersey Division of Consumer Affairs to ensure residents have access to telehealth and tele-mental health services to the greatest extent possible."
"March 23, 2020"," The Governor signed Executive Order No. 109, suspending all elective surgeries and invasive procedures performed on adults."
"March 23, 2020", The Governors administration sent a letter to commercial laboratory operators directing them to send the reporting of all COVID-19 test results to the Department of Health.
"March 23, 2020", The Governors announced that the Department of Health issued guidance to health care professionals statewide on how to safely evaluate patients who may have COVID-19 and how to care for them.
"March 23, 2020","- The Centers for Medicare & Medicaid Services (CMS) approved New Jerseys request for a Section 1135 Medicaid waiver. The approved waiver enables New Jersey to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements, allow for reimbursement facility services in alternative settings, and extend fair hearing and appeals timelines."
"March 24, 2020", The Governor announced the launch of a new online portal to connect New Jersey residents with jobs in critical industries responding to this public health emergency.
"March 24, 2020"," The Governor announced an Administrative Order, permitting additional retail businesses, such as mobile phone retailers, livestock feed stores, and garden centers, to operate during their normal business hours."
"March 25, 2020", The Governor signed Executive Order No. 110 directing all child care centers in New Jersey to solely serve as emergency child care centers for the children of essential workers.
"March 25, 2020"," The Governor signed S2304, which expands the States Temporary Disability Insurance and Family Leave Insurance programs to provide more workers with access to paid leave benefits during public health emergencies."
"March 26, 2020", The Governor announced that the President has issued a Major Disaster Declaration for the state which will provide federal assistance to supplement statewide recovery efforts.
"March 26, 2020"," The Governor and New Jersey Economic Development Authority approved a suite of new programs designed to support businesses and workers facing economic hardship, such as a grant program for small businesses, a zero-interest loan program for mid-size companies, support for private-sector lenders and Community Development Finance Institutions, funding for entrepreneurs, and a variety of resources providing technical support and marketplace information."
"March 26, 2020", The Governor announced a new state website for reporting personal protective equipment as well as the donation process.
"March 27, 2020", The Governor and Human Services Department announced a $70 million supplemental payment that allows residents who receive food assistance through SNAP to receive extra benefit payments.
"March 28, 2020"," The Governor announced a $140 million pre-payment to health care providers to support preparations for the public health emergency, and announced that the New Jersey Health Care Facilities Financing Authority has launched a $6 million emergency loan program to assist New Jerseys health care organizations."
"March 28, 2020"," The Governor announced that financial institutions will provide mortgage forbearance, such as a 90-day grace period for mortgage payments, and financial protections, such as a moratorium on initiating foreclosure sales or evictions, for residents facing economic hardship."
"March 28, 2020"," The Governor signed Executive Order No. 111, directing health care facilities to report daily data concerning their capacity and supplies to the New Jersey Office of Emergency Management."
"March 30, 2020"," The Governors Administration announced the formation of a joint federal-state task force to investigate and prosecute a wide range of misconduct arising from the pandemic, including the unlawful hoarding of medical supplies, price gouging, charity scams, procurement fraud, insurance fraud, phishing schemes, and false and misleading investment opportunities."
"March 30, 2020"," In an effort to address concerns of potential drug shortages caused by the inappropriate prescribing and hoarding of drugs that have touted as potential treatments, the Governors Administration announced a statewide restriction for prescribing and dispensing those medications."
"March 30, 2020", The Division of Consumer Affairs announced that they are allowing supervising nurses to conduct required plan-of-care evaluations by phone or video-chat instead of in person for the elderly and fragile populations.
"March 31, 2020"," The Department of Labor and Workforce Development urged employers to keep employees on the payroll throughout the pandemic and to take advantage of a 100 percent, dollar for dollar, payroll tax credit provided under the Families First Coronavirus Response Act."
"April 1, 2020"," The Governor signed Executive Order No. 112, which authorizes the Division of Consumer Affairs to temporarily reactivate the licenses of recently retired health care professionals and grant temporary licenses to doctors licensed in foreign countries. The order also temporarily permits certain health care professionals to perform acts outside of their ordinary scope of practice and grants broad civil immunity to health care professionals and facilities providing services."
"April 2, 2020", The Governors Administration issued guidance for the Emergency Child Care Assistance Program for children of workers designated as essential under Governor Murphys Executive Order 110.
"April 2, 2020"," The Governor signed Executive Order No. 113, authorizing the New Jersey State Director of Emergency Management to use the Governors full authority under the Disaster Control Act to commandeer personal services and/or real or personal property, including personal protective equipment from private companies and institutions."
"April 4, 2020", The Governor announced an Administrative Order allowing municipalities and counties to impose additional restrictions on short-term rentals. 
"April 6, 2020"," The Governor signed Executive Order No. 115, which      allows retirees to return to state and local government employment without      impacting their retirement pensions and removes restrictions on law      enforcements ability to temporarily supplement their ranks. "
"April 6, 2020",      The Governor signed an executive      order to temporarily allow certain retired public employees to return to      employment in order to support the states response to the coronavirus      pandemic.
"April 7, 2020"," The Governor signed Executive Order No. 117, which waives 2019-2020 statutory school year assessment requirements for eighth grade students and twelfth grade students who have not yet met the graduation assessment requirement due to this public health emergency. "
"April 7, 2020"," The Governor announced Executive Order 118, closing all state parks and forests and county parks to further social distancing measures."
"April 7, 2020"," The Governor signed Executive Order No. 119, which extends the Public Health Emergency for another 30 days. "
"April 8, 2020"," The Governor signed Executive Order No. 120,      postponing primary elections on June 2nd to July 7th.      "
"April 8, 2020"," The Governor signed Executive Order No. 121, allowing an      increase in the maximum weight limit on certain interstate highways and      toll roads for vehicles transporting relief supplies. "
"April 8, 2020"," The Governor signed Executive Order No. 122, ceasing      all non-essential construction projects and imposing additional mitigation      requirements on essential retail businesses and essential industries to      limit the spread. The order also outlines specific protections and      policies for all essential retail, manufacturing, and warehousing      businesses, as well as businesses engaged in essential construction      projects. "
"April 9, 2020"," The Governor signed Executive Order No. 123, which extends grace periods during which certain insurance companies, including health insurers, life insurers, and property and casualty insurers, will not be able to cancel policies for nonpayment of premiums. "
"April 10, 2020"," The Governor signed Executive Order No. 124, establishing a process by which the Department of Corrections may grant temporary reprieve to certain at-risk inmates during the public health emergency"
"April 11, 2020","- The Governor announced that FEMA has approved the states request to use emergency, non-congregate sheltering for individuals impacted by COVID-19 that do not have the means or ability to isolate themselves."
"April 11, 2020"," The Governor signed Executive Order No. 125, imposing additional mitigation requirements on NJ TRANSIT and all private carriers to limit the spread. "
"April 13, 2020"," The Governor, along with Governors from Massachusetts, New York, Connecticut, Pennsylvania, Delaware and Rhode Island announced the creation of a multi-state council to restore the economy and get people back to work. "
"April 13, 2020"," The Governor signed Executive Order No. 126, prohibiting cable and telecommunications providers from terminating Internet and voice service due to nonpayment until 30 days after the current public health emergency has ended. "
"April 13, 2020"," In an effort to increase blood donations during the public health emergency, the Governors Administration signed on with a national coalition of lieutenant governors urging the U.S. Food and Drug Administration to lift the discriminatory 3-month waiting period that gay, bisexual, queer and transgender men must adhere to before donating blood."
"April 14, 2020", The Department of Labor and Workforce Development announced that they havemade a series of moves  from upgradingcomputertechnology to adding personnelandboostingphone capacity toget unemployment claims processed faster. 
"April 14, 2020", The Governor signed legislation which expands protections of the Family Leave Act to allow employees forced to take time off to care for a family member during the COVID-19 outbreak with up to 12 weeks of unpaid family leave in a 24-month period without losing their jobs
"April 14, 2020"," The Governor signed the following bills into law which: Permits professional and occupational licensing boards to reactivate licensure of certain individuals during state of emergency or public health emergency. Allows remote notarial acts during Public Health Emergency and State of Emergency declared by Governor in Executive Order 103 of 2020. Permits use of virtual or remote instruction to meet minimum 180-day school year requirement under certain circumstances. Provides civil and criminal immunity to certain health care professionals and health care facilities during public health emergency and state of emergency.Permits nonprofit corporations to allow members to participate in meetings by means of remote communication, and permits nonprofit corporations to hold meetings in part or solely by means of remote communication during state of emergency. Changes date of 2020 primary election from June 2 to July 7. "
"April 16, 2020", The Governor announced that the Housing and Mortgage Finance Agency has unanimously voted to suspend rent increases at all eligible properties. 
"April 17, 2020", The Governor announced that physicians who are licensed in another country but living in the United States can now apply for a temporary emergency license to practice medicine in New Jersey. 
"April 18, 2020"," The Governor, along with New York Governor Cuomo and Connecticut Governor Lamont, announced that marinas, boatyards and marine manufacturers will be allowed open for personal use as long as strict social distancing and sanitization protocols are followed. "
"April 19, 2020","  The Governor, along with the governors of Connecticut, New York, Massachusetts, Rhode Island, Pennsylvania and Delaware, announced their appointees that will serve on the multi-state, regional council to restore the economy and get people back to work. The appointees include a health expert, an economic development expert and the respective chief of staff from each state."
"April 20, 2020"," The Governor announced that United Airlines and Delta Airlines, in conjunction with the New Jersey Department of Health, are offering free round-trip flights to health care workers traveling to New Jersey to help the states efforts to fight the virus."
"April 21, 2020", The Governor announced that the state has secured relief options with private student loan servicers to expand on the protections the federal government granted to federal student loan borrowers. 
"April 21, 2020", The Governors administration and New Jersey Infrastructure Bank implemented a backstop municipal bond note program designed to help mitigate financial impacts to municipalities during the state of emergency. 
"April 22, 2020"," The      Governor signed legislation which      requires hospitals to report demographic data to the Department of Health.      In conjunction with this signing, theCOVID-19 Information Hubhas been updated with preliminary racial data that has      already been collected."
"April 24, 2020"," The Governors Administration reported on how the New Jersey Office of Homeland Security and Preparedness is leading the states efforts to combat COVID-19 disinformation, rumors, and scams. "
"April 24, 2020"," The Governor signed Executive Order No. 128, allowing tenants to direct their landlords to use their security deposits to offset rent or back rent."
"April 24, 2020"," The Governor announced an Administrative Order protecting access to hotels and motels for individuals without safe, permanent housing."
"April 27, 2020"," The Governor announced his vision,The Road Back: Restoring Economic Health Through Public Health,to restart New Jersey and put the state on the road to recovery."
"April 27, 2020"," The Governor signed Executive Order No. 129, which extends Retired Officer Carry Permits by a period of 90 days until after the ongoing Public Health Emergency ends. "
"April 27, 2020", The Governor announced an Administrative Order clarifying which businesses are permitted to operate and ways in which certain businesses may operate in accordance with Executive Order 107. 
"April 28, 2020"," The Governor signed Executive Order No. 130, which allows municipalities to extend the grace period for property tax payments. "
"April 28, 2020", The Governor signed an executive order creating the Governors Restart and Recovery Commission charged with advising the administration on the timing and preparation for the states recovery plan. 
"April 29, 2020"," The Governor signedExecutive Order No. 132, allowing county and municipal clerks to accept initiative and referendum petitions electronically, and allowing signatures for these petitions to be collected electronically"
"April 29, 2020"," The Governor signedExecutive Order No. 133, reopening state parks and golf courses, and restoring the authority of county governments to determine whether county parks will be open or closed."
"April 30, 2020", The Governor announced that the New Jersey Office of Emergency Management has secured the Battelle Critical Care Decontamination System to decontaminate N95 respirators. 
"April 30, 2020", The Governors Administration announced testing will be available for NJ TRANSIT employees in East Rutherford. 
"May 1, 2020"," The Governor announced plans to provide COVID-19 tests to      staff, inmates, and residents on-site at each of NJDOCs facilities and      halfway houses."
"May 1, 2020"," The Governors      Administration announced new funding to help support residents health and      well-being through funding for food assistance, emergency childcare      services, and support to individuals with intellectual and development      disabilities. "
"May 1, 2020"," The Governor signed Executive Order No. 135, suspending in-person      requirements for receipt of a marriage license and marriage ceremonies,      and for the receipt of working papers for minors."
"May 2, 2020", The Governor announced an Administrative Order declaring construction of new      religious facilities or involving existing religious facilities to be      essential construction projects.
"May 2, 2020"," The Governor signed Executive Order No. 136, extending statutory deadlines      required under environmental laws during a public health emergency, which      suspends timeframes for certain permit decisions and reporting, and will      ensure greater opportunities for public engagement. "
"May 3, 2020"," The Governor, in      partnership with other states in the Northeast Pact, announced a joint multi-state agreement      to develop a regional supply chain for personal protective equipment,      other medical equipment and testing."
"May 4, 2020", The Governor announced that statewide school closures will be extended through the end of the 2019-2020 academic year. 
"May 4, 2020"," The Governor signed Executive Order No. 137, rescinding Executive Order No. 73, created in 2019, which directed the Department of the Treasury to achieve a $1.276 billion surplus by the end of this current fiscal year."
"May 4, 2020"," The Governor signed A1104, the Hunger Free Students Bill of Rights Act, which seeks to prevent school districts from taking adverse action, such as denial of meals or public identification measures, against students who have school meal bills that are in arrears."
"May 5, 2020"," The Governor announced      that recent graduates of nursing, physician assistant, pharmacy, and respiratory      care therapy programs who have not yet been able to take and pass their      licensing exams will be granted temporary emergency licenses."
"May 6, 2020", The Governor announced that New Jersey has engaged a team of experts to conduct a rapid review of the states 575 long-term care facilities to mitigate the impact of COVID-19 and reduce impacts of future outbreaks.
"May 6, 2020", The Governor signed Executive Order No. 138 which extends the Public Health Emergency for 30 days unless renewed.
"May 6, 2020", The Governor announced an Administrative Order clarifying recreational and entertainment activities.
"May 8, 2020", The Governor announced expanded testing at two current testing centers.
"May 8, 2020"," The Governor announced the formation of the Restart and Recovery Advisory Council, a statewide council of leaders to advise on New Jerseys restart and recovery from the pandemic."
"May 9, 2020", The Governor announced two new American Red Cross convalescent plasma collection sites.
"May 11, 2020"," The Governors Administration announced that the state received $31 million from the second round of Community Development Block Grant funding, allowing the state torespond to public health, housing, and economic disruption needs that have arisen as a result of the pandemic."
"May 12, 2020"," The Governor announced a comprehensive strategy to expand testing capacity, to increase capacity to 20,000 tests per day, and implement a robust contact tracing program."
"May 13, 2020"," The Governor announced departmental actions from the Department of Banking and Insurance, Department of Health, Department of Human Services, and Department of Treasury to increase insurance coverage to cover expanded testing access and related services for COVID-19."
"May 13, 2020"," The Governors Administration announced that the Casino Reinvestment Development Authority approved an additional $300,000 in funding support for various food services in Atlantic Cityin response to the pandemic."
"May 14, 2020"," The Governor signed Executive Order No. 143, allowing beaches, boardwalks, lakes, and lakeshores to remain open with social distancing measures in place."
"May 15, 2020", The Governor signed legislation to provide relief for students enrolled in various state higher education financial aid programs and address the unique circumstances brought on by the COVID-19 pandemic.
"May 15, 2020", The Governor signed legislation authorizing the sale and delivery of alcoholic beverages by certain license and permit holders for takeout and delivery.
"May 15, 2020", The Governor signed an Executive Order to create a modified vote-by-mail election for the July 7th Primary.
"May 15, 2020"," The Governor signed Executive Order No. 145, allowing elective surgeries and invasive procedures, both medical and dental, to resume on May 26."
"May 16, 2020"," The Governor signed Executive Order No. 146, which allows charter fishing services and for-hire vessel activities, as well as watercraft rental businesses, to open with required social distancing measures."
"May 16, 2020", The Governor announced that NJ TRANSIT has been awarded $1.4 billion in federal aid through the CARES Act funding.
"May 18, 2020"," The Governor unveiled a multi-stage approach to execute a responsible and strategic economic reopening for the state of New Jersey. The plan is methodical, assessing the reopening of businesses and activities based on the level of disease transmission and essential classification."
"May 18, 2020"," The Governor signed Executive Order No. 147, allowing certain outdoor activities at recreational businesses, including archery ranges, batting cages, golf driving ranges, horseback riding, shooting ranges, and tennis clubs as well as community gardens to open with required social distancing measures in place."
"May 19, 2020", The Governors Administration announced that the Division of Consumer Affairs has authorized licensed New Jersey pharmacists to widely administer COVID-19 tests to customers.
"May 19, 2020", The Department of Health issued guidelines on the conditions for hospitals and ambulatory surgery centers to begin resuming elective surgeries.
"May 19, 2020"," The Governor announced an Administrative Order authorizing in-person sales to resume at car dealerships, motorcycle dealerships, boat dealerships, and bike shops, by appointment only and with social distancing measures in place."
"May 20, 2020"," The Governor announced that seven Walmart stores across New Jersey will open COVID-19 drive-thru testing sites beginning on May 22. The testing sites will test adults who meet federal guidelines and state and local criteria on who should be tested, including first responders, health care providers, and others with symptoms."
"May 20, 2020", The Governor announced that residents enrolled in the states Supplemental Nutrition Assistance Program will be able to use their benefits to order groceries online starting next week.
"May 21, 2020"," The Departments of Health, Agriculture, and Labor and Workforce Development issued guidance on working conditions as well as testing/treatment procedures to assist agricultural businesses and farm workers in minimizing the risk and potential exposureto COVID-19."
"May 22, 2020"," The Governor signedExecutive Order No. 148, increasing the limit on outdoor gatherings from 10 to 25 people and allowing recreational campgrounds to reopen with social distancing measures in place."
"May 22, 2020"," The Department of the Treasury delivered a budget update to the Legislature, providing a detailed revenue report that illustrates the devastating impact the pandemic has had on New Jerseys finances, and laid out plans to close the looming gap for the remainder of the extended fiscal year through a series of deep cuts and spending deferrals."
"May 22, 2020", The Governors Administration launched thePPE Supplier Registryto connect suppliers of personal protective equipment that can prevent the spread of COVID-19 with potential buyers.
"May 22, 2020"," Through funding from the U.S. Department of Educations Governors Emergency Education Relief, the Governor announced that a total of $68.8 million will be available to the states public colleges and universities to help them continue providing education services to students during the pandemic."
"May 26, 2020", The Governor announced that the New Jersey Department of Education and the Office of the Secretary of Higher Education will issue updated guidance allowing school districts and colleges/universities to hold modified in-person graduation ceremonies beginning on July 6.
"May 27, 2020", The Governor Office of the Secretary of Higher Education published graduation guidance for institutions of higher education that outline considerations for drive-in/drive-through and modified in-person graduation ceremonies beginning on July 6.
"May 28, 2020", The Governor signed legislation which temporarily extends the deadline to file a property tax appeal to July 1 and the deadline for county boards of taxation to render decisions in tax appeal cases to September 30.
"June 1, 2020"," The Governor announced that New Jersey will enter Stage Two on June 15 which include outdoor dining for restaurants and indoor, non-essential retail."
"June 3, 2020", The Governor announced a series of recommendations and actions from Manatt Healths rapid review of New Jerseys long-term care facilities to address systemic challenges in long-term care and mitigate the impact of COVID-19 and reduce impacts of future outbreaks.
"June 3, 2020"," The Governor signed Executive Order No. 150, permitting outdoor dining starting on Monday, June 15th, with an accompanying Executive Directive from the New Jersey Department of Health that lays out health and safety standards that food or beverage establishments are required to follow. He also announced a special ruling by the New Jersey Division of Alcoholic Beverage Control creating a pathway for liquor license holders to expand the premises on which they may serve alcohol."
"June 8, 2020", The Department of Health issued COVID-19 health and safety guidelines for summer youth camps.
"June 9, 2020", The Governor signed two executive orders 1) raising limits on outdoor and indoor gatherings and 2) opening pools effective June 22 and additional outdoor recreational businesses effective immediately.
"June 13, 2020"," The Governor signed Executive Order No. 154, allowing personal care service facilities to reopen to the public on June 22."
"June 14, 2020", The Governor announced an Administrative Order which permits libraries to allow curbside pickup.
"June 15, 2020", The Department of Health issued guidance on health and safety protocols for outdoor organized sports activities.
"June 19, 2020", The Governors Administration announced that residents of long-term care facilities will be able to have outdoor visits with loved ones in designated outdoor spaces starting June 21.
"June 22, 2020"," First Lady Tammy Murphy announced her plans to continue supporting New Jerseys COVID-19 volunteer efforts, by traveling throughout New Jersey to provide support and highlight critical non-profits in communities across the state."
"June 22, 2020"," The Governor announced that indoor gatherings are now limited to 25% capacity of the rooms in which they will take place, with a maximum of 100 persons. Outdoor gatherings are now limited to 250 persons, with no limits on outdoor religious services or political activities."
"June 24, 2020"," The Governor, along with those from Connecticut and New York announced joint incoming travel advisory that all individuals traveling from states with significant community spread to quarantine for a 14-day period from the time of last contact within the identified state."
"June 29, 2020"," The Governor signed Executive Order No. 158, temporarily pausing the resumption of indoor dining and prohibits the consumption of food or beverages and smoking in the indoor premises of any retail, recreational, or entertainment business, including casinos, where masks are strictly required."
"July 2, 2020", The Governor signed Executive Order No. 162. The Order extends the Public Health Emergency.
"July 7, 2020"," The Governoradvisedindividualstraveling to New Jersey fromthreeadditional states(Delaware, Kansas, and Oklahoma)with significant community spread of COVID-19 to quarantine for a 14-day period from the time of last contact within the identified state."
"July 8, 2020"," The GovernorsignedExecutive Order No. 163, which requires individuals to wear face coverings in outdoor public spaces when it is not practicable to socially distance and keep a six-foot distance from others."
"July 13, 2020"," The Governor signed Executive Order No. 165, which lifts 50 percent capacity limits on NJ TRANSIT and private-carrier buses, trains, light rail vehicles, and now requires that NJ TRANSIT and private-carriers limit vehicles to the maximum seated capacity."
"July 9, 2020", The Governor announced that he will direct $20 million from the Coronavirus Relief Fund to support New Jersey food banks.
"July 14, 2020"," The Governor advised individuals traveling to New Jersey from states with significant community spread to quarantine for a 14-day period from the time of last contact within the identified state. The updated advisory includes four more states  Minnesota, New Mexico, Ohio, and Wisconsin  and removed Delaware from the list."
"July 14, 2020"," The Governor convened the first meeting of the Atlantic City Restart and Recovery Working Group which will examine the post-COVID-19 recovery of Atlantic City, including continued efforts for citywide economic diversification, workforce development, and improved public health."
"July 17, 2020"," The Governor signed Executive Order No. 166, which establishes the Governors Disaster Recovery Office and COVID-19 Compliance and Oversight Task Force, to ensure greater oversight and accountability in the states administration of federal COVID-19 resources."
"July 20, 2020"," The Governor signed Executive Order No. 168, allowing the resumption of contact practices and competitions in outdoor settings for organized sports defined as high risk by the New Jersey Department of Healths Guidance for Sports Activities."
"July 24, 2020", The New Jersey Department of Education issued clarifying guidance to allow parents to select fulltime remote learning for their children in the 2020-2021 school year.
