date,policy
"May 6, 2020", The Governor announced the resumption of elective medical procedures and the broadening of permitted outdoor activities.
"May 7, 2020","- The Centers for Medicare and Medicaid Services (CMS) approved Marylands second request for a Medicaid 1135 waiver. The waiver allows Maryland to waive consent requirements for Home and Community-Based Services (HCBS),to allow for HCBS in additional settings, and to reimburse for personal care provided by legally responsible individuals, including family caregivers."
"May 13, 2020"," The Governor announced the beginning of Stage One of the Maryland Strong: Roadmap to Recovery, which includes moving from a Stay at Home order to a Safer at Home public health advisory and the gradual reopenings of retail, manufacturing, houses of worship, and some personal services."
"May 18, 2020"," The Governor announced the launch of the Caregiver Services Corps, a program to support Maryland seniors who have been affected by the pandemic. The program will deploy volunteers and other resources to the homes of seniors who need urgent assistance with everyday tasks when their typical caregiver becomes unable to help."
"May 19, 2020"," The Governor announced that the state has reached a critical milestone in its long-term COVID-19 testing strategy, surpassing 200,000 tests and completing testing of 3.5 percent of the states population, and now has the capacity and supplies to offer testing to Marylanders who may have been exposed to the disease even if they do not have symptoms."
"May 20, 2020"," The Governor announced that, as part of the states long-term testing strategy, Maryland will begin universal COVID-19 testing at all state-run correctional and juvenile facilities.He also announced that thestate is delivering more than 20,000 tests per week to nursing homes, that the states Public Health Laboratory is producing up to 10,000 tubes of viral transport media on a weekly basis to overcome supply chain challenges and boost testing resources and that the state is distributing more than 33,000 additional swabs to local jurisdictions to help boost local testing capacity."
"May 26, 2020"," The Governor announced that Adventist HealthCare Fort Washington Medical Center became the first hospital in the nation to install STAAT Mod TM (Strategic, Temporary, Acuity-Adaptable Treatment) modular units to care for COVID-19 and other critically ill patients."
"May 27, 2020", The Governor announced a new free testing site at Six Flags America on May 29.
"May 27, 2020"," The Governor announced that due to successful Stage One reopenings across the state and improvements in key data and metrics, the State of Maryland can now safely move forward with the completion of Stage One of the Maryland Strong: Roadmap to Recovery, which includes the resumption of outdoor dining and outdoor activities such as youth sports and youth day camps, and the reopening of outdoor pools and drive-in movie theaters."
"May 29, 2020"," The Governorissued two additional COVID-19 emergency orders, extending a prohibition on utility shutoffs and residential late fees, and allowing breweries, wineries, and distilleries to provide service in outdoor seating areas."
"May 31, 2020"," The Governor announced that Marylands COVID-19 positivity rate has dropped to 10.9%, and current total hospitalizations have fallen to their lowest level since April 15."
"June 3, 2020", The Governor announced that Marylands COVID-19 positivity rate has dropped to 9.5%below 10% for the first time since late Marchand total current hospitalizations have fallen to their lowest level since April 14.
"June 3, 2020"," The Governor announced that Maryland will begin to move into Stage Two of the Maryland Strong: Roadmap to Recovery, with a safe and gradual reopening of workplaces and businesses, along with additional personal services."
"June 10, 2020"," The Governor announced additional safe and phased reopenings through Stage Two of the Maryland Strong: Roadmap to Recovery, such as reopening indoor dining and outdoor amusement parks."
"June 15, 2020"," The Governor announced that key health metrics continue to trend in a positive direction, with the positivity rate dropping to 6.55%and now in single digits in all 24 jurisdictionsand ICU bed metrics falling below 300 for the first time since April 6."
"June 16, 2020", The Governor announced that the Department of Health will begin operating a free COVID-19 testing site at the Baltimore Convention Center.
"July 14, 2020", The Governor directed local leaders to step up enforcement of public health requirements in bars and restaurants across the state. The Governors letter to county leaders can be found here.
"July 15, 2020"," The Governor announced that the State of Maryland has uncovered a massive and sophisticated criminal enterprise involving more than 47,500 fraudulent unemployment insurance claims in Maryland and totaling over $501 million."
"July 17, 2020"," The Governor announced that, unlike many states across the nation, Marylands key COVID-19 health metrics continue to decline or plateau."
"July 26, 2020"," The Governor and other state officials reported a statewide drop in the positivity rate, and stressed the importance of heeding all local public health guidance."
