,date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
20,"March 27, 2020"," The Governor signed an executive order relaxing the approval process schools would need to adjust their school term, suspending the method of the calculation for pupil school attendance, granting the Illinois State Board of Education the ability to define Remote Learning Days, allowing schools that receive grant funds around early-childhood education to provide childcare services to essential employees, and other provisions.",,,,,,,,,,,Y
21,"March 28, 2020", The Governor suspended the repossession of vehicles and in-person training for private security personnel during the ongoing COVID-19 outbreak.,,,,,,,,,,,Y
22,"March 29, 2020"," The Governor signed an executive order extending the deadline for various cannabis grower, transporter, and infuser licenses due to the impacts of COVID-19.",,,,,,,,,,,Y
23,"March 30, 2020"," The Governor announced plans for 3,000-bed alternate care setting at McCormick Place to treat COVID-19 patients with mild symptoms.",,,,,,,,,,,Y
24,"March 30, 2020"," The Governor announced a series of actions in the area of consumer borrowing, servicing, and collections. The governor also provided guidance to its regulated entities, state banks, credit unions, installment lenders, payday lenders, title loan lenders, sales finance lenders including auto loans, currency exchanges, student loan servicers, mortgage servicers, and collection agencies concerning their lending, servicing, and collection during the COVID-19 pandemic.",,,,,,,,,,,Y
25,"April 1, 2020", The Governor signed a proclamation extending the stay-at-home order in the state to April 30th.,Y,,,,,,,,,,
26,"April 3, 2020", The Governor recommended that individuals wear masks for the duration of the pandemic. ,,,,,,,,,,Y,
27,"April 5, 2020",- The Governor announced the expansion of emergency childcare and additional financial support for emergency childcare centers.,,,,,,,,,,,Y
28,"April 8, 2020", The Governor expanded how real-time electronic technologies may be utilized. Remote notarization can be used for the duration of governors stay at home order. ,,,,,,,,,,,Y
29,"April 14, 2020", The Illinois Emergency Management Agency (IEMA) and the Illinois Department of Public Health launched a new public service campaign to remind Illinois residents to continue to follow the Stay at Home order enacted by the governors executive order. ,,,,,,,,,,,Y
30,"April 16, 2020"," The Governor has joined a partnership with 6 other states in the region (Michigan, Ohio, Wisconsin, Minnesota, Indiana, and Kentucky) to develop a plan for reopening the region economy. ",Y,,,,,,,,,,
31,"April 17, 2020", The Governor announced that all Illinois schools will remain closed for the remainder of the school year. ,,Y,,,,,,,,,
32,"April 22, 2020"," The Governor announced that given that new modeling data suggests the states peak may be mid-May, there will likely be changes to the states stay-at-home orders. ",Y,,,,Y,,,,,,
33,"April 23, 2020"," The Governor announced that he would sign a modified version of the states stay-at-home order that will go into effect May 1. The order will strengthen the states social distancing requirements while allowing residents additional flexibility and provide measured relief to non-essential businesses. Its provisions include:  State parks will begin a phased re-opening under guidance from the Department of Natural Resources.Greenhouses, garden centers and nurseries may re-open as essential businesses.Retail stores not designated as non-essential businesses and operations may re-open to fulfill telephone and online orders through pick-up outside the store and delivery.Individuals will be required to wear a face-covering or a mask when in public places where they are unable to maintain six-feet of social distancing.Essential businesses and manufacturers will be required to provide face-coverings to all employees who are not able to maintain six-feet of social distancing.Educational institutions may allow and establish procedures for pick-up of necessary supplies or student belongings.",,,,,,,,,,,Y
34,"April 27, 2020", The Governor announced that the Attorney General will appeal a judges recent ruling that the governor does not have the authority to extend his stay-at-home executive order beyond 30 days. ,,Y,,,,,,,,,
35,"May 1, 2020"," The Governor proposed an $80 million program to hire       nearly 4,000 state workers to track anyone who came into contact with       people who test positive for COVID-19.",,,,,,,,,,,Y
36,"May 1, 2020", The Illinois Department of Professional       and Financial Regulation (IDFPR) announced new options for unbanked       Illinoisans seeking to cash their stimulus checks without incurring check       cashing fees.,,,,,,,,,,,Y
37,"May 2, 2020", The Governor announced increasing COVID-19 testing       capabilities in the State of Illinois continues to be an operational       priority during the states response to this ongoing pandemic. The state       is announcing a new drive-thru COVID-19 testing facility will be open to       the public in the coming days.,,,,,,,,,,,Y
38,"May 3, 2020", A U.S. district judge issued a ruling upholding the Governors       stay-at-home order for Illinois as constitutional.,,,,,,,,,,,Y
39,"May 5, 2020", The      Governor announced a five-part tentative plan for      reopening businesses and institutions in the state. ,,,,,,,,,,,Y
40,"May 6, 2020"," The Governor highlighted significant efforts taken to mitigate the spread of COVID-19 in vulnerable Latino communities, focusing on:Testing site availability and medical accessHousing SupportUsing Illinois Welcome Centers as a hub for free resourcesWorkers Rights",,,,,,,,,,,Y
41,"May 11, 2020","The Governor and several employees in his office will self-quarantine for an appropriate isolation period after a staffer tested positive for COVID-19, the disease caused by the novel coronavirus.",,,,,,,,,,,Y
42,"May 11, 2020", The Governor stated that the peak for Illinois will no longer be in mid-June but has been pushed back by a month.,,,,,,,,,,,Y
43,"May 12, 2020", The Governor and the Department of Healthcare and Family Services (HFS) announced that they will be providing $75 million to hospitals to continue the fight against COVID-19.,,,,,,,,,,,Y
44,"May 12, 2020"," The Governor and the Illinois Department of Commerce and Economic Opportunity (DCEO) today announced Fast-Track Public Infrastructure Grants, an initiative to accelerate work on planned public infrastructure projects around the state. The State is expediting $25 million of existing Rebuild Illinois funding to local public infrastructure projects that are ready to begin work this summer.",,,,,,,,,,,Y
45,"May 13, 2020", The Illinois Department of Veterans Affairs announced that all state veterans home residents and employees have received COVID-19 testing.,,,,,,,,,,,Y
46,"May 14, 2020"," The Governor, the Illinois Department of Commerce and Economic Opportunity (DCEO), and the Illinois Department of Employment Services (IDES) launched Get Hired Illinois  a new portal designed to connect workers with available job and career training opportunities across the state of Illinois.",,,,,,,,,,,Y
47,"May 15, 2020"," The Governor stated that the state is focused on expanding tests performed each day, stating that the expansion of testing is critical to reopening the economy in Illinois.",,,,,,,,,,,Y
48,"May 15, 2020", The Illinois Board of Higher Education (IBHE) has convened a committee to shape guidance on how campuses across the state can open safely in the fall semester.,,,,,,,,,,,Y
49,"May 18, 2020"," The Governor filed an emergency rule making it a class A misdemeanor for owners of restaurants, bars and other establishments in Illinois to open too soon.",,,,,,,,,,,Y
50,"May 20, 2020", The Governor announced that he was withdrawing his rule that charges business owners with a misdemeanor if they disregard regulations amid COVID-19.,,,,,,,,,,,Y
51,"May 21, 2020"," The Illinois Department of Employment Security (IDES) announced that the unemployment rate jumped 12.2 percentage points to 16.4 percent, as the COVID-19 pandemic continued to impact Illinois businesses and households, based on preliminary data provided by the U.S. Bureau of Labor Statistics and released by IDES.",,,,,,,,,,,Y
52,"May 22, 2020", The Governor and the Illinois Department of Human Services (IDHS) announced the states plan to enable 1.8 million SNAP recipients to purchase food from participating grocery retailers online has been approved by the federal government.,,,,,,,,,,,Y
53,"May 24, 2020"," The Governor has released guidelines for businesses and workplaces to reopen in the state after the stay-at-home executive order set to expire on May 29, paving the way for an estimated 700,000 Illinoisans to return to work. The guidelines came with a set of industry-specific toolkits.",,,,,,,,,,,Y
54,"May 27, 2020"," The Governor announced that the statewide positivity rate for COVID-19 has now averaged 9.2% for the past 7 days, COVID hospitalizations are at a 6 week low, and hospital bed and ICU bed availability is above 30%.",,Y,,,,,,,,,
55,"May 27, 2020"," The Illinois Department of Commerce and Economic Opportunity (DCEO) announced a new $7.3 million investment from the U.S. Small Business Administration (SBA) for the Illinois Small Business Development Center (SBDC) program  a statewide network focused solely on supporting Illinois businesses and entrepreneurs in starting, growing and maintaining their businesses at no cost.",,,,,,,,,,,Y
56,"May 28, 2020", The Governor has lifted the ban related to worship services.,,,,,,,,,,,Y
57,"May 29, 2020", The Illinois Department on Aging (IDoA) and Illinois Department of Human Services (IDHS) received $1.7 million from the federal Administration for Community Living to provide services to older adults and persons with disabilities who are disproportionally affected by the ongoing COVID-19 pandemic.,,Y,,,,,,,,,
58,"June 5, 2020", The Governor announced that more than 1 million tests have been performed in Illinois.,,,,,,,,,,,Y
59,"June 9, 2020"," The Illinois Department of Human Services (IDHS) announced two COVID-19 response programsA summer youth program for more than 2,000 at-risk youthAn Immigrant Family Support Project for more than 3,600 families who have been generally excluded from or ineligible for federal COVID-19 relief and unemployment insurance.",,,,,,,,,,,Y
60,"June 15, 2020", The Governor stated that he is not yet ready to allow hotels to operate and reopen ballrooms at half-capacity.,,,,,,,,,,,Y
61,"June 15, 2020"," The Governor announced $275 million in funding for the Low-Income Home Energy Assistance Program (LIHEAP) and Community Services Block Grant (CSBG) programs. This funding includes an additional $90 million allocated via the CARES Act, allowing the state to increase eligibility for these programs to 1 million income-qualified Illinoisans.",,,,,,,,,,,Y
62,"June 18, 2020"," The Illinois Commerce Commission voted unanimously in favor of a stipulated agreement negotiated by Commission Staff, the Attorney Generals Office and other consumer advocate groups, and the states largest utilities, offering temporary, more flexible credit and collection procedures to customers financially hard hit by COVID-19. A separate agreement was also approved with smaller electricity, gas and water utilities that serve Illinois residents.",,,,,,,,,,,Y
63,"June 24, 2020", The Illinois Commerce Commission recently approved a resolution to raise awareness about the federal Lifeline program which offers discounts on broadband and phone services.,,,,,,,,,,,Y
64,"June 30, 2020"," The Governor and the Illinois Department of Commerce and Economic Opportunity (DCEO) announced the State will expedite a portion of Coronavirus Relief Fund (CRF) dollars designated for local governments by the federal CARES Act. Through the Local Coronavirus Urgent Remediation Emergency (Local CURE) Support Program, the State will take steps to deploy $250 million to local governments in the coming months.",,,,,,,,,,,Y
65,"July 1, 2020", The Illinois Department of Commerce and Economic Opportunity announced an $11.5 million investment to the SBDC program will add new community-based centers and expand the reach of existing SBDCs  bringing the statewide network to a total of 42 locations and making Illinois one of the largest SBDC networks in the nation.,,,,,,,,,,,
66,"July 2, 2020"," A judge in Southern Illinois declared void the Governors orders aimed at slowing the spread of the new coronavirus, saying state law doesnt allow governors to extend disaster proclamations beyond 30 days or restrict the activities of residents and businesses by executive order.",,,,,,,,,,,
67,"July 8, 2020", The Governorannouncedthat the state has created 12 new mobile testing sites that can serves various parts of the state that may be experiencing a surge in outbreaks.,,,,,,,,,,,
68,"July 8, 2020", The Governorcalledon the federal government to implement a national masking mandate.,,,,,,,,,,,
