date,policy
"April 27, 2020"," The Governor detailed Phase 1 in reopening of the healthcare industry in the state with practitioners being able to resume non-urgent/emergent health care services, diagnostic radiology and lab services in:Hospital outpatient settings;Health care clinics and medical offices;Physical therapy settings, chiropractic offices and optometrists;Dental offices (but with enhanced aerosol protections)"
"April 27, 2020", The Governor announced that the state is preparing to hire more than 700 people to help with contact tracing. 
"April 28, 2020"," The Governor shared new guidelines to help businesses reopen, a new, 10-point plan that aims to guide businesses as they prepare for a gradual reopening while continuing to keep all workers and patrons safe. They include: Continue telework where possiblePhased return to workOnsite temperature/health checksUniversal masks and other necessary PPEClose common areasEnforce social distancingLimit face-to-face meetingsSanitizer/hand wash stationsSpecial accommodationsTesting plan"
"April 29, 2020"," The Governor unveiled a tentative reopening schedule for a variety of businesses allowed to resume operations. The plan would require businesses to adhere to the 10 rules to reopening, along with industry specific requirements. The Governor also identified the following industries that will not be able to reopen yet as restaurants, gyms, movie theaters, campgrounds, youth sports, summer camps, day cares (except for essential health care workers) and public pools"
"May
4, 2020"," The Governor announced
the new businesses that would be eligible to reopen operations under Phase 1
starting May 11th, they include: Manufacturing,
distribution and supply chain businessesConstructionVehicle
or vessel dealershipsOffice-based
businesses (at 50% pre-pandemic capacity)Horse
racing (no fans in attendance)Pet
care, grooming and boardingPhotography"
"May
4, 2020"," Kentucky Department for Public Health (KDPH) Commissioner announced
Health Care Phase 2 will begin Wednesday, May 6, 2020, outpatient and
ambulatory surgery and invasive procedures may resume."
"May
4, 2020"," The Governor announced
a new partnership with St. Elizabeth Healthcare to bring expanded testing in
Northern Kentucky. "
"May 4, 2020", The Governor announced a partnership with the Kentucky Chamber of Commerce and the Kentucky Distillers Association to get personal protective equipment (PPE) and hand sanitizer to small businesses as they prepare to be Healthy at Work.
"May 6, 2020", The Governor urged voters to get ready to request absentee ballots and announced help from the Kentucky National Guard. National Guard leaders offered to help and members will work as poll workers and keep polling places operating safely.
"May 6, 2020"," The Governor announced his administration is changing its travel restrictions to better comply with judicial findings and more closely mirror the guidance of neighboring states. The Governor issued a new executive order that continues to ban anyone with a positive or presumptively positive case of COVID-19 from entering Kentucky, except as ordered for medical treatment. It also keeps in place requirements of social distancing on public transportation."
"May 6, 2020", The Kentucky Department for Public Health (KDPH) Commissioner said Health Care Phase 2 is beginning with outpatient and ambulatory surgery and invasive procedures.
"May 7, 2020"," The Governor announced that the Kentucky Transportation Cabinet (KYTC) has been awarded nearly $22.9 million for relief of public transit agencies that have been hit hard by the deadly COVID-19 pandemic. The funding will sustain the transit agencies by covering some operational expenses, including administrative leave for employees forced to self-isolate because of exposure to people infected with COVID-19."
"May 7, 2020"," The Governor announced the second phase of reopening. All businesses should follow the 10 rules of staying healthy at work as well as industry-specific guidance, which will be issued as soon as possible. The new tentative dates for reopening are:May 22  Restaurants, with limited 33% capacity and outdoor seatingJune 1  Movie theaters, fitness centersJune 11  Campgrounds, public and privateJune 15  Child care, with reduced capacity; and potentially low-touch and outdoor youth sports"
"May 22 – Restaurants, 2020","May 22  Restaurants, with limited 33% capacity and outdoor seating"
"June 1 – Movie theaters, 2020","June 1  Movie theaters, fitness centers"
"June 11 – Campgrounds, 2020","June 11  Campgrounds, public and private"
"June 15 – Child care, 2020","June 15  Child care, with reduced capacity; and potentially low-touch and outdoor youth sports"
"May 22 – Restaurants, 2020","May 22  Restaurants, with limited 33% capacity and outdoor seating"
"June 1 – Movie theaters, 2020","June 1  Movie theaters, fitness centers"
"June 11 – Campgrounds, 2020","June 11  Campgrounds, public and private"
"June 15 – Child care, 2020","June 15  Child care, with reduced capacity; and potentially low-touch and outdoor youth sports"
"May 8, 2020"," The Governor outlined the requirements to begin reopening major segments of the economy and society including houses of worship, manufacturing, construction, government offices and agencies, retail and funeral services."
"May 8, 2020"," The Kentucky Department for Public Health (KDPH) announced a new long-term care testing strategy, in partnership with Norton Healthcare and local health departments and emergency management leaders. All long-term care facilities will be risk-stratified based on eight key metrics. There will be COVID-19 surveillance testing for residents and staff in all 286 skilled nursing facilities in the Kentucky."
"May 8, 2020"," The Governor announced new partnerships with First Care Clinics and Bluewater Diagnostics Laboratory that will help Kentuckians get tested for COVID-19 at no cost before they go back to work, even if they do not have health insurance."
"May 12, 2020", The Governor issued a scam alert today warning Kentuckians of utility-related scams coming up in the midst of the novel coronavirus pandemic.
"May 14, 2020"," The Governor announced that the Kentucky Education and Workforce Development Cabinet (KEWDC) has been awarded more than $43.7 million from the Coronavirus Aid, Relief, and Economic Security (CARES) Act for education programs that have been affected by the COVID-19 pandemic."
"May 18, 2020", The Governor announced the appointment of an executive advisor leading the contact tracing efforts in the Office of the Secretary of the Cabinet for Health and Family Services (CHFS).
"May 20, 2020"," The Governor announced a $300 million award to city and county governments as part of the Coronavirus Aid, Relief and Economic Security (CARES) Act, which established the Coronavirus Relief Fund (CRF) to reimburse local governments for expenses incurred in response to the public health emergency caused by the novel coronavirus 2019 (COVID-19)."
"May 21, 2020", Cabinet for Health and Family Services (CHFS) Secretary announced that in-home child care programs can open on June 8. Center-based licensed child care programs can reopen to all families on June 15.
"May 21, 2020"," The Governor announced auctions could be held starting June 1. Horse shows can be held again starting on June 8. Bars, gatherings with 50 people or fewer, and venues that hold 50 people or fewer can reopen June 29 if they meet guidelines."
"May 21, 2020", The Kentucky Cabinet for Health and Family Services (CHFS) Department for Community Based Services (DCBS) and the Kentucky Department of Education are partnering to provide food assistance to families who have lost access to free or reduced-price school meals during the COVID-19 public health emergency.
"May 26, 2020", The Governor encouraged all voters to use a new Absentee Ballot Application Portal now available online.
"May 27, 2020", The Governor announced that he is reorganizing the Executive Branch Ethics Commission in order to strengthen its mission.
"May 28, 2020", The Governor with the Department of Local Governments announced more than $5 million in grants to six local governments for water and sewer projects across Kentucky.
"May 29, 2020", The Governor announced an official order temporarily authorizing circuit court clerk offices to process expired driving credential renewals and replacement requests remotely.
"May 29, 2020", The Governor and Cabinet for Health and Family Services Secretary announced the Commonwealth of Kentucky has awarded the states Medicaid Managed Care Organization (MCO) contract to five health care companies that will manage benefits for the states Medicaid enrollees.
"June 3, 2020", The Governor announced that due to COVID-19 that he has reached an agreement with legislative leaders to avoid the need for the General Assembly to return in a special session to resolve budget matters.
"June 15, 2020", The Governors Executive Cabinet announced that the Department of Corrections is currently mass testing all inmates and staff at the Kentucky Correctional Institute for Women (KCIW) in Shelby County. The decision comes after three staffers and 11 inmates tested positive for COVID-19. More than 270 of the facilitys 639 inmates have been tested thus far.
