,date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
27,"March 31, 2020", The Governor announced a laboratory surge capacity plan to quickly increase the availability of COVID-19 testing. This plan is in partnership with various university and health systems in Georgia.,,,,,,,,,,,Y
28,"April 1, 2020", The Governor announced that the Georgia National Guard will deploy over 100 Guardsmen to any long-term care facility/assisted living facility or nursing home with COVID-19 cases.,,,,,,,,,,,Y
29,"April 1, 2020", The Governor ordered K-12 schools to be closed for the remainder of the school year.,Y,,,,,,,,,,
30,"April 1, 2020", The Governor signed an executive order that authorized the use of real-time audio-visual communication technology to assist in notarizing real estate documents.,,,,,,,,,,,Y
31,"April 2, 2020","- The Centers for Medicare & Medicaid Services (CMS) approved Georgias request for a Section 1135 Medicaid waiver. The approved waiver enables Georgia to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements, allow for reimbursement facility services in alternative settings, and extend fair hearing timelines.",,,,,,,,,,,Y
32,"April 3, 2020"," The Governor announced that the University System of Georgia (USG) and the Georgia Emergency Management and Homeland Security Agency, will offer temporary housing to traveling nurses assisting at Phoebe Putney Memorial Hospital in Albany.",,,,,,,,,,,Y
33,"April 3, 2020"," The Governor signed an executive order to deputizing sheriffs for enforcement of Executive Order 04.02.20.01 involving businesses, establishments, for-profit and non-profit corporations, and organizations requiring shelter-in-place. ",,,,,,,,,,,Y
34,"April 5, 2020", The Governor announced a new Community Outreach Committee as a part of his Coronavirus Task Force Committee. ,,,,,,,,,,,Y
35,"April 5, 2020", The Governor issued new guidance to retailers and consumers organization in the state. ,,,,,,,,,,,Y
36,"April 7, 2020"," The Governor announced that the state would be working with CVS Health to increase access to rapid COVID-19 testing. CVS will be operating drive-thru rapid COVID-19 testing, offered by Abbott Laboratories, at a site on Georgia Techs campus. At full capacity, the site will be able to conduct up to 1,000 tests per day.",,,,,,,,,,,Y
37,"April 8, 2020"," The Governor announced that he would be extending Georgias public health state of emergency through May 13, 2020. ",,,,,,,,,,,Y
38,"April 8, 2020", The Governor signed an executive order regarding the safety of employees and residents of nursing homes and long-term care facilities. ,,,,,,,,,,,Y
39,"April 8, 2020", The Governor signed an executive order suspending short term rental homes. ,,,,,,,,,,,Y
40,"April 8, 2020"," The Governor signed an executive order deploying an additional 1,000 national guard soldiers to assist with relief efforts. ",,,,,,,,,,,Y
41,"April 12, 2020", The Governor announced that the state has executed a contract with Pacific Architects and Engineers (PAE) to build a 200-hospital bed alternate care facility at the Georgia World Congress Center (GWCC).,,,,,,,,,,,Y
42,"April 14, 2020"," The Governor announced that the Georgia Emergency Management and Homeland Security Agency, in collaboration with the Georgia Department of Public Health, will begin to provide a list of COVID-19 cases in each jurisdiction to 911 centers. ",,,,,,,,,,,Y
43,"April 14, 2020"," The Governor signed an executive order which designated healthcare institutions and medical facility employees, staff, and contractors as auxiliary emergency management workers. This order will limit the civil liability of auxiliary emergency management workers engaging in emergency management activities while providing patient care if such care results in the death or injury of a patient.",,,,,,,,,,,Y
44,"April 14, 2020", The Governor announced the states plans to augment staffing levels for healthcare facilities in various parts of Georgia. The state is working with Jackson Healthcare through its subsidiary Healthcare Workforce Logistics to bring roughly 570 additional healthcare professionals to health systems.,,,,,,,,,,,Y
45,"April 14, 2020", The Governor released a long-term care facility report which tracks the number of COVID-19 cases in these facilities. ,,,,,,,,,,,Y
46,"April 17, 2020", The Governor announced the completion of an alternate care facility at the Georgia World Congress Center that can accommodate 200 patients and is operating in cooperation with the Grady Health System.,,,,,,,,,,,Y
47,"April 17, 2020", The Governor urged Congress to pass additional funding for the Paycheck Protection Program (PPP). ,,,,,,,,,,,Y
48,"April 17, 2020"," The Governor announced that the Georgia Emergency Management and Homeland Security Agency (GEMA/HS) received a donation of 330,000 N-95 masks from Cisco.",,,,,,,,,,,Y
49,"April 20, 2020"," The Governor signed an executive order granting certain businesses permission to reopen later in the week. The designated businesses include barbershops, gyms, and other close contact businesses. ",,Y,,,,,,,,,
50,"April 21, 2020", The Governor and the Georgia State Board of Cosmetology and Barbers issued guidance for the safe reopening of Georgias salons and spas. The guidance includes: Temperature checks Screening questions of customers Limits to the amount of people in each shop at one timeSocial distancingUse of PPEDisinfection ,,,,,,,,,,,Y
51,"April 22, 2020", The Georgia Department of Labor announced options that unemployed individuals and small businesses may use as the state incrementally reopens. ,,,,,,,,,,,Y
52,"April 24, 2020", The Governor announced that Walgreens will open a drive-thru rapid COVID-19 testing site at a location in Alpharetta that will be able to conduct 150 tests a day.,,,,,,,,,,,Y
53,"April 26, 2020", The Governor announced the launch of a mobile COVID-19 testing initiative to set up drive-thru sites in communities without access to testing. ,,,,,,,,,,,Y
54,"April 28, 2020"," The Governor announced that the state had administered nearly 13,000 new test in a single day, recording the largest single day in new tests reported. ",,,,,,,,,,,Y
55,"April 28, 2020"," The Governor stated that he has not made a decision regarding the shelter-in-place order to expire on Thursday, April 30th. ",,,,,,,,,,,Y
56,"April 28, 2020"," The Governor signed an executive order further outlining specific protective measures food service, entertainment, and other entities must maintain during their reopening, some of this includes: Inspection timelines of restaurants Further defining food establishments Regulating indoor seating of movie theaters ",,,,,,,,,,,Y
57,"April 29, 2020"," The Governor announced that ninety-five facilities have signed up to use the free Battelle Critical Care Decontamination System (CCDS), a self-contained device that uses concentrated hydrogen peroxide to decontaminate N95 masks.",,,,,,,,,,,Y
58,"April 30, 2020"," The Governor signed an executive order requiring business to operate with social distancing measures through May 31st. Additionally, the executive order requires medically fragile and elderly individuals to shelter in place until June 12th. ",,Y,,,,,,,,,
59,"April 30, 2020", The Governor announced that he is suspending the road test requirement for acquiring a drivers license. ,,,,,,,,,,,Y
60,"May 1, 2020", The Governor urged all Georgians to continue to follow safe daily habits to reduce our risk of exposure and to continue to wear masks in public. ,,,,,,,,,,Y,Y
61,"May 1, 2020"," The Governors Coronavirus Task Force Community Outreach Committee partnered with Georgia Department of Public Health and the DeKalb County Board of Public Health to establish free testing at a pop-up site at the House of Hope in Decatur for May 4, 2020. ",,,,,,,,,,,Y
62,"May 5, 2020"," The Governor      and the Georgia Department of Public Health announced there are currently sixty-six      active COVID-19 specimen collection sites across Georgia. The state added      nineteen sites in the past eleven days, including one-day-only sites. ",,,,,,,,,,,Y
63,"May 5, 2020","The      Governor announced the largest shipment of      personal protective equipment to date has been distributed by the Georgia      Emergency Management and Homeland Security Agency (GEMA/HS) in cooperation      with the Georgia Department of Public Health (DPH). Altogether, GEMA/HS      shipped 38,420 face shields, 423,000 gloves, 432,150 surgical masks, and      81,120 coveralls to frontline healthcare workers.",,,,,,,,,,,Y
64,"May 8, 2020", The Governor called for all individuals who have symptoms to get tested.,,,,,,,,,,,Y
65,"May 8, 2020", The Governor announced that Peach Bowl Inc. will be partnering with the governors office to provide funding that will help make COVID-19 screenings available statewide.,,,,,,,,,,,Y
66,"May 8, 2020", The Governor signed an executive order suspending the mandatory 30-day renewal period requirement for firearms owners to renew their licenses due to the extension of the public health emergency.,,,,,,,,,,,Y
67,"May 11, 2020", The Governor reported the lowest number of ventilators in use and COVID-19 positive patients hospitalized in Georgia since hospitals began submitting data to the Georgia Emergency Management and Homeland Security Agency (GEMA) on April 8.,,,,,,,,,,,Y
68,"May 12, 2020"," The Governor signed an executive order requiring bars, nightclubs and live performance venues to remain shuttered through the end of May and relaxed capacity limits on restaurants that resume dine-in service, increasing the maximum table size from six patrons to 10. The order also doubled the number of children allowed in a single classroom at a child care facility from 10 to 20. Finally, the executive order allowed summer camps to resume to resume if they follow 32 regulations.",,Y,,,,,,,,,
69,"May 13, 2020","- The Centers for Medicare and Medicaid Services (CMS) approved Georgias second request for a Medicaid 1135 waiver. The waiver allows Georgia to reimburse for personal care provided by legally responsible individuals, including family caregivers",,,,,,,,,,,Y
70,"May 14, 2020"," The Governor announced the launch of Augusta Universitys COVID-19 telemedicine app and that Augusta University received a $400,000 donation from SK innovation to support Augusta University and Augusta University Healths response and associated expenses pertaining to the COVID-19 pandemic.",,,,,,,,,,,Y
71,"May 14, 2020", The Governor announced that the Technical College System of Georgias (TCSG) Office of Workforce Development was awarded a 12 Million Dislocated Worker Grant by the U.S. Department of Labor.,,,,,,,,,,,Y
72,"May 15, 2020"," The Governor announced that 301,874 COVID-19 tests have been completed and reported to the Georgia Department of Public Health (DPH).",,,,,,,,,,,Y
73,"May 18, 2020", The Governor announced a list and interactive map of Georgia companies that have signed up to help businesses obtain personal protective equipment and health care supplies to fight COVID-19.,,,,,,,,,,,Y
74,"May 18, 2020", The Governor announced that Georgia now ranks twenty-first out of fifty-four states and territories on the current percentage of total population tested.,,,,,,,,,,,Y
75,"May 19, 2020", The Governor announced that Georgia reached its lowest number of COVID-19 positive patients hospitalized since hospitals started reporting data to the Georgia Emergency Management and Homeland Security Agency (GEMA/HS) on April 8.,,,,,,,,,,,Y
76,"May 22, 2020", The Governor announced a filming best practices guide for Georgia that offers guidance for Georgias film and television industries to help reduce the spread of COVID-19 when productions resume in Georgia. The recommendations were developed in close cooperation with officials from studio and production companies who maintain a presence in Georgia.,,,,,,,,,,,Y
77,"May 26, 2020", The Governor announced that to date Georgia has received over 2.5 billion in COVID-19 related support from federal partners.,,,,,,,,,,,Y
78,"May 26, 2020"," The Governor announced that Georgia Emergency Management has sent 5,013 test kits to nursing homes throughout the state.",,,,Y,,,,,,,Y
79,"June 12, 2020", The Governor announced that the Georgia Department of Community Healths (DCH) June 11th Long-Term Care Facility COVID-19 report indicated that 97% of nursing home residents in facilities with 25 or more beds have now been tested for COVID-19.,,,,,,,,,,,Y
80,"June 15, 2020", The Governor announced that the state will begin COVID-19 priority testing for first responders at all specimen points of collection (SPOC) sites across the state.,,,,Y,,,,,,,Y
81,"June 16, 2020"," The Governor announced that Georgia will submit a waiver to the U.S. Department of Education for the suspension of the 2020-21 Georgia Milestones assessment and CCRPI school and district rating. Additionally, effective immediately, the Georgia Department of Education is suspending the teacher evaluation (TKES) summative rating for 2020-21.",,,,,Y,,,,,,
82,"June 18, 2020"," The Governor announced that the state has received 22,188 resource requests to date. In response to these resource requests, including 3,860 from skilled nursing homes, the Georgia Emergency Management Agency has distributed 5,868,241 N95 masks, 8,894,220 surgical masks, 1,065,692 face shields, 1,468,628 gowns, 17,697,420 gloves, 428,880 Tyvek coveralls, 138,992 test kits, and 154 ventilators to date.",,,,,,Y,,,,,
83,"June 18, 2020", The Governor announced that he will be seeking a standardized testing waiver for 2020-21.,,,,,Y,,,,,,
84,"June 18, 2020"," The Governor announced that the Georgia Professional Standards Commission (GaPSC) voted to remove the edTPA assessment as a requirement for the certification of educators in Georgia, making it easier and less costly for teachers to get certified in the state.",,,,,Y,,,,,,
85,"June 29, 2020", The Governor issued guidance on CARES Act funding for various communities in Georgia.,,,,,,,,,,,
86,"June 29, 2020", The Governor signed two executive orders extending the Public Health State of Emergency and existing COVID-19 safety measures.,,,,,,,,,,,
87,"July 1, 2020"," The Governor signed a bill that provides greater protections for assisted living facility and personal care home residents, strengthens staffing requirements, and increases maximum fines for violations.",,,,,,,,,,,
