,date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
13,"March 25, 2020"," The Governor signed LB 1198, which provides emergency funding to help the state during this public health emergency. He also signed an Executive Order preventing eviction of residents who have been impacted.",,,,,,,,,,,Y
14,"March 26, 2020"," The Governor issued an Executive Order to expand access to childcare options, which eases the licensing requirements to open and operate a temporary, non-residential child care in an alternative setting. The Governor additionally announced that the May 12 primary election will continue as scheduled.",,,,,,,,,,,Y
15,"March 27, 2020"," The Governor issued an executive order to expedite the entry of medical professionals into the workforce, which:

Authorizes the credentialing of retired or inactive health professionals.
Defers the requirements for healthcare providers to pay initial licensing fees or to complete continuing education.
Temporarily waives the restrictions on licensed out-of-state medical professionals working in Nebraska.
Temporarily suspends the limitations on the number of physician assistants that a physician may supervise.

",,,,,,Y,,,,,
16,"March 28, 2020"," The Governor announced new Directed Health Measures for additional counties, which includes limits on public gatherings, restaurant and bar closures, and school closures.",Y,,,,Y,,,,,,Y
17,"March 29, 2020"," The Governor announced new Directed Health Measures for additional counties, which includes limits on public gatherings, restaurant and bar closures, and school closures.",Y,,,,,,,,,,Y
18,"March 30, 2020"," The Governor announced extended statewide social distancing restrictions through April 30th. He also announced that the Department of Labor is preparing to roll out the unemployment programs outlined in the CARES Act through the following actions:

Pandemic Unemployment Assistance  Allows unemployment benefits to individuals who have exhausted all other unemployment benefits, and those not eligible for other unemployment benefits, including workers who are self-employed and independent contractors. The minimum PUA weekly payment will be $174 and top out at $440.


Federal Pandemic Unemployment Compensation  This emergency increase in Unemployment Insurance Benefits adds $600 per week in federal benefits to the unemployment benefit amount for COVID-19 unemployment claims, including PUA claims.


Pandemic Emergency Unemployment Compensation  Allows 13 weeks of federally funded benefits to be added to the end of the normal 26 weeks of benefits.


Short Time Compensation Programs (also known as Work Share)  Provides federal funding of Short-Time Compensation, a program that allows businesses to uniformly reduce their teammates hours while the workers receive a partial unemployment benefit.

",,,,,,,,,,,Y
19,"March 30, 2020"," In an effort to encourage residents to support local dining businesses, the Governor signed a proclamation to designate every Tuesday from March 31st through the end of April 2020 as Takeout Tuesday.",,,,,,Y,,,,,
20,"March 31, 2020"," The Governor signed an executive order that enables healthcare facilities to expand capacity as the need arises, through activities such as:

Waives time limits for how long Critical Access Hospitals and Ambulatory Surgical Centers may keep patients.


Waives the time limit on complex nursing interventions in assisted living facilities.


Modifies the training and testing requirements for nurse aides, medication aides, and dining assistants to allow individuals with sufficient training and appropriate supervision to serve temporarily in these capacities.

",,,,,,,,,,,Y
21,"April 1, 2020", The Governor issued an executive order to allow online notary services to take place and to provide regulatory flexibility to banks.,,,,,,Y,,,,,
22,"April 2, 2020"," The Governor announced that the State has entered into an agreement with the University of Nebraska System to provide bed space for the quarantining of individuals who need monitoring, for people in isolation who are waiting for testing results, and the discharging of patients who are convalescing.",,,,,,,,,,,Y
23,"April 2, 2020"," The Governors wife announced the Nebraska Impact COVID-19 Relief Fund, which aims to help individual communities meet their local needs, through financial assistance for rent, mortgage, and utilities payments; provisions for food pantries; or supplies for students from low-income families now studying from home.",,,,,,Y,,,,,
24,"April 2, 2020","- The Centers for Medicare & Medicaid Services (CMS) approved Nebraskas request for a Section 1135 Medicaid waiver. The approved waiver enables Nebraska to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements, allow for reimbursement facility services in alternative settings, extend fair hearing timelines, and waive public comment and tribal consultation requirements for certain changes to the Medicaid state plan.",,,,,,,,,,,Y
25,"April 6, 2020"," The Governor declared April 6-12 as Public Health Week      in the state. During the same press briefing, the Governor discussed the      potential for domestic violence amid this public health emergency and      services available to those who need support. ",,,,,,,,,,,Y
26,"April 7, 2020"," The Governor announced temporary changes to the States Supplemental Nutrition Assistance Program, such as extending eligibility periods and providing emergency allotments to families for the months of April and May.",Y,,,,,,,,,,
27,"April 9, 2020"," The Governor proclaimed April 10-30, 2020 as 21 Days to Stay Home and Stay Healthy in Nebraska. The Governor also announced a new statewide Directed Health Measure that orders certain businesses where six feet of social distance cannot be maintained to close through April 30th. ",,,,,,,,,,,Y
28,"April 14, 2020", The Governor issued a statement thanking the President for approving Nebraskas request for federal funding of the National Guard. ,,,,,,,,,,,Y
29,"April 15, 2020", The Governor issued an executive order to expand childcare options for working Nebraska families and to provide relief for childcare centers participating in the States Child Care Subsidy Program.,,,,,,Y,,,,,Y
30,"April 18, 2020", The Governor encouraged Nebraskans to stay connected to friends and family and take care of their mental health. ,,Y,,,,,,,,,
31,"April 20, 2020"," The Governor announced the states first step to relax the health measures implemented to slow COVID-19s spread, which includes resuming elective surgeries as long as hospitals and healthcare facilities meet requirements for available bed capacity and have adequate supplies of personal protective equipment. ",,,,Y,,,,,,,Y
32,"April 22, 2020"," The      Governor encouraged      Nebraskans to take an online assessment as part of the states Test Nebraska plan, to      help increase the states the rate of testing. ",,Y,,,,,,,,,
33,"April 24, 2020"," The Governor announced that he is relaxing some restrictions related to places of worship, salons, restaurants, childcare facilities and other establishments. ",,,,,,,,,,,Y
34,"April 27, 2020", The Governor announced the formation of a business task force to develop guidelines that prioritize public safety and allow for the state to reopen its economy. ,,Y,,,,,,,,,
35,"April 29, 2020"," The Governor discussed best practices to resume elective surgeries at dental offices and dining in restaurants with industry leaders and practitioners across the state. During this, the Governor also announced new guidance for restaurants. ",,,,,,,,,,,Y
36,"April 30, 2020"," The Governor issued an Executive Order which, among other things, retroactively extends eligibility for pandemic-related unemployment benefits. ",,,,Y,,,,,,,
37,"May 4, 2020"," The Governor announced new testing facilities, as well as a childcare referral resource created by the Nebraska Children and Families Foundation in partnership with state agencies. ",,,,,,Y,,,,,
38,"May 4, 2020"," The Governorannounceda new shipment of PPE through the Department of Administrative Services Material Division, who works with government procurement professionals throughout the state to source and supply necessary items. ",,,,,Y,,,,,,
39,"May 7, 2020", The Governor announced this week as Teacher Appreciation Week.,,,,,,Y,,,,,
40,"May 8, 2020"," The Governor highlighted four regional directed health measures, as well as new mother friendly initiatives.",,,,,,Y,,,,,
41,"May 8, 2020",- The Centers for Medicare and Medicaid Services (CMS) approved Nebraskas second request for a Medicaid 1135 waiver. The waiver allows Nebraska to lift prior authorization requirements.,,Y,,,,,,,,,
42,"May 11, 2020", The Governor announced that less restrictive Directed Health Measures will take effect in three additional regions. He also issued guidance to resume baseball and softball in June and highlighted new business reopening guidelines.,,,,Y,,,,,,,
43,"May 13, 2020", The Governor announced that a dedicated hotline has been set up to answer questions about the Test Nebraska initiative.,,,,,,,,,,,Y
44,"May 14, 2020", The Governor outlined the contact tracing process in the state.,,,,,,,,,,,Y
45,"May 15, 2020", The Governor previewed a new tool being developed by the Nebraska Department of Health and Human Services to help long-term care facilities assess and improve their preparedness planning.,,,,,,,,,,,Y
46,"May 19, 2020"," The Governor discussed results from the Nebraska Business Response Survey which was completed by 4,500 businesses across the state to understand the impacts of the pandemic on their companies.",,,,Y,,,,,,,
47,"May 20, 2020", The Governor announced that Test Nebraska sites will be in seven communities next week.,,,,,,Y,,,,,
48,"May 21, 2020", The Governor announced that new directed health measures for Phase I and Phase II will take effect on June 1 for certain districts in the state.,,,,,,,,,,,Y
49,"May 26, 2020",-The Governor announced an executive order waiving the requirement for older Nebraskans to renew their drivers licenses in-person.,,,,,,,,,,,Y
50,"May 27, 2020"," The Governor announced that he will be using CARES Act funding to stabilize businesses and livestock producers; support community institutions to meet critical needs such as food security, shelter, and mental health care; reimburse state and local governments for coronavirus-related expenses; and shore up the States Unemployment Insurance Trust Fund and potential General Fund budget flexibility.",,Y,,,,,,,,,
51,"June 15, 2020", The Governor announced the next steps in the states phased plan to loosen restrictions which will take effect June 22. His administration also announced that school systems can expect to resume in-person instruction in the fall.,,,,,,,,,,,
