date,policy
"March 27, 2020"," The Governor announced a statewide stay at home order in effect until April 29, providing for essential businesses to continue to operate while prioritizing social distancing measures."
"March 29, 2020"," The Governor announced that the first payments for the approximately 270,000 unemployment claims related to COVID-19 will be issued within the forthcoming week."
"March 30, 2020"," The Governor issued Executive Order No. 122 allowing schools and local governments to request additional property, including computers owned by the state, to help bridge outstanding resource gaps. The Order also provides transfer or donation of personal protective equipment that state government may have and not need."
"March 31, 2020"," The Governor issued Executive Order No. 124 prohibiting utilities from disconnecting people who are unable to pay their bills due to economic distress. The Order directs utilities to give residential customers at least six months to pay outstanding bills and prohibits them from collecting fees, penalties or interest or late payment."
"April 7, 2020", The Governor issued an executive order that creates more flexibility in law enforcement training schedules so that people training for new positions can pause their trainings to isolate or self-quarantine and resume at a later date. 
"April 8, 2020"," The Governor announced that FEMA approved the states request to provide housing alternatives, such as hotels, motels, and dormitories, for North Carolinians with unstable housing that may need to quarantine in response to or are at risk for severe COVID-19 related illness. The emergency non-congregate sheltering will provide more than 16,500 units of individual housing. "
"April 8, 2020"," The Governor issued an executive order, which expands      the pool of health care workers and orders essential childcare services      for workers responding to the crisis. "
"April 9, 2020"," The Governor issued an executive order strengthening social distancing requirements and streamlining benefits for the recently unemployed. Specifically, the order:Requires retail stores that are still operating to implement additional social distancing policies to make shopping safer for customers and employees;Mandates COVID-19 guidelines for nursing facilities, and recommends other long-term care facilities adopt the same approach; and, Implements changes intended to accelerate certain benefit payments to those who are recently unemployed. "
"April 15, 2020"," The Governor shared North Carolinas vision of a path forward for eventually easing certain social distancing policies by leveraging mass testing, robust contact tracing, and epidemiologic modeling to inform decision-making. "
"April 17, 2020"," The Governor announced that the North Carolina Department of Health and Human Services is collaborating with the University of North Carolina at Chapel Hill, Duke University and East Carolina University to assess changes in COVID-19 prevalence in Chatham, Pitt and Cabarrus counties. "
"April 20, 2020"," The Governor announced the state has been approved for the Pandemic Electronic Benefit Transfer (P-EBT) program, to provide additional food and benefits to more than 800,000 children across the state. "
"April 23, 2020", The Governor issued an executive order extending the stay-at-home order to May 8. 
"April 23, 2020", The Governor announced the states plan to begin reopening the economy through a three-phased approach that centers on the following metrics:Sustained leveling or decreased trajectory in COVID-like Illness (CLI) surveillance over 14 days;Sustained leveling or decreased trajectory of lab-confirmed cases over 14 days; Sustained leveling or decreased trajectory in percent of tests returning positive over 14 days; andSustained leveling or decreased trajectory in hospitalizations over 14 days. 
"April 24, 2020", The Governor announced that K-12 public schools will continue remote learning through the end of the 2019-2020 school year. 
"April 24, 2020", The Governor announced a partnership to equip school buses with Wi-Fi.
"April 24, 2020"," The Governor released a recommended budget plan to invest $1.4 billion in emergency funds to help North Carolina response and recovery activities, including $75 million to support testing, tracing and trends analysis and secure the personal protective equipment needed to help the state move into Phase 1 of easing restrictions. "
"April 30, 2020", The Governor and the Secretary for the North Carolina Department of Health and Human Services provided a public update on where North Carolina stands on key metrics to safely transition into Phase 1. 
"May 1, 2020"," The Governor proclaimed May 3  9 Hurricane Preparedness Week, emphasizing the importance of considering how COVID-19 might alter the typical preparedness process for hurricane season. "
"May 4, 2020"," The Governor signed two relief bills into law: Senate Bill 704 and House Bill 1043. The relief package includes almost $1.6 billion in relief measures for critical expenditures related to public health and safety, educational needs, small business assistance, and continuity of state government operations. "
"May 5, 2020", The Governor signed an executive order to modify North Carolinas Stay at Home order to transition to Phase 1 of slowly easing certain COVID-19 restrictions effective May 8. 
"May 6, 2020"," The Governor announced appointments to the DRIVE Task Force, which is focused on improving equity and inclusion in education and will submit a report to the Governor with recommendations to reach that goal."
"May 6, 2020", The Governor announced additional school buses will bring internet access to communities without it to help more North Carolina students connect to school online.
"May 12, 2020"," The Governor announced the states Task Force for Emergency Repurposing of Manufacturing, established in March, has worked with over 300 North Carolina companies to produce critical medical equipment and supplies."
"May 12, 2020", The Governor issued an executive order providing additional regulatory flexibility to ensure capacity in the states health care system and improve its ability to effectively respond to ongoing threats.
"May 14, 2020"," The Governor shared an update on the states gating criteria, highlighting the data and trends show that the state remains stable nearly one week into Phase 1."
"May 19, 2020"," The Governor sent a letter to the leaders of the Golden L.E.A.F. Foundation, responsible for distribution of $125 million in loans for struggling businesses, encouraging them to ensure women and minority-owned businesses receive an equitable portion of recently approved COVID-19 relief funding."
"May 20, 2020", The Governor announced the state will move into Safer At Home Phase 2 of reopening on May 22.
"May 22, 2020"," The Governor and the Secretary of the North Carolina Department of Health and Human Services, joined by the North Carolina Restaurant and Lodging Association (NCRLA) President, announced Count on Me NC. The resource offers free online training to help restaurants, hotels, and other businesses learn how to best protect customers and employees from COVID-19."
"May 26, 2020", The Governor announced $85.4 million in federal funds provided for COVID-19 relief to counties will be disbursed this week.
"May 29, 2020", The Governor announced the state received a $6 million federal grant to support jobs and workforce training to help address the impacts of the COVID-19 pandemic.
"May 30, 2020", The Governor signed an executive order to extend the prohibition of utility shut-offs and implement a moratorium on evictions.
"May 31, 2020"," The Governor encouraged all North Carolinians to honor June 1 as a Day of Mourning to grieve the 100,000 people in America, including almost 1,000 North Carolinians, who have lost their lives to COVID-19."
"June 8, 2020"," The Governor announced that DHHS released new guidelines which lays out a comprehensive set of baseline health practices that public schools should follow to minimize risk of exposure to the virus, and provides recommendations of practices that schools should implement to minimize spread of COVID-19 while allowing in-person teaching to resume."
"June 15, 2020"," The Governor proclaimed June 15 as Healthcare Heroes Day to recognize the daily sacrifices made by healthcare professionals, particularly during the COVID-19 pandemic."
"June 16, 2020", The North Carolina Department of Health and Human Services allocated $35 million in federal funding to local health departments to support the COVID-19 response.
