date,policy
"May 14, 2020"," The Governor announced that small businesses have a new resource to access masks, gloves, and sanitizer as the state enters Stage 2 of the four-stage Idaho Rebounds plan to safely and responsibly open Idahos economy. Idaho small businesses can obtain a 30-day supply of personal protective equipment (PPE) for their employees and patrons at supplies.idaho.gov."
"May 18, 2020", The Governors Coronavirus Financial Advisory Committee approved the eligibility expansion for cash grants to the self-employed.
"May 18, 2020", The Governor announced that protocols are now available for bars/breweries/wineries/distilleries and outdoor pools/splashpads/waterparks to open in Stage 3 of the Idaho Rebounds plan.
"May 21, 2020", The Governor announced that the State of Idaho will not borrow money in the bond market to meet anticipated cash flow requirements for the current fiscal year.
"May 22, 2020"," The Governor announced that the Testing Task Force assembled one month ago has completed its recommendations. They include:Who should be tested and how often.Investment in local testing capacity must be significantly increased.Expansion of molecular diagnostic testing now, which in combination with proven public health practices such as tracing, physical distancing, enhanced sanitation, hand hygiene, and instructing ill people to stay home to protect others, will help stop the spread of COVID-19.A limited use of serologic (antibody) testing, which detects human antibodies to the virus."
"May 27, 2020", The Idaho Department of Labor has released data that shows that continued claims are down 8% from the previous week it measured but that unemployment remains at 11.5%.
"May 27, 2020"," The Governor announced state and local public health experts have created a new guidance document to assist with decisions about gatherings during the COVID-19 pandemic, the guidance is known as the Interim Guidance for Safe Gatherings and Public Events in Idaho."
"May 28, 2020"," The Governor announced that after consultation with movie theater operators and public health officials, he decided to move up the opening of movie theaters by two weeks  from Stage 4 to Stage 3 as long as protocols are followed."
"June 8, 2020"," The Governor announced his plan to offer up to $1,500 cash to Idahoans who return to work. The Governors plan includes one-time cash bonuses of $1,500 for full-time work and $750 for part-time work and will be provided to the worker after return to the workplace. The funds will be available on a first-come, first-served basis for qualified applicants."
"June 8, 2020"," The Governor announced the state is leveraging federal coronavirus relief funds to cover local public safety personnel salaries, and giving cities and counties the opportunity to pass on the savings to property taxpayers. The move is expected to provide up to $200 million in property tax relief."
"June 9, 2020"," The Governor announced the launch of ONE Idaho, an initiative to highlight the resilience and adaptability of Idaho businesses, employees and consumers as the state moves through stages of reopening and rebounding."
"June 13, 2020"," The Governor announced that Idaho would be moving to Stage 4 of the reopening plan. Under Stage 4, gatherings of more than 50 people are permitted as long as social distancing is practiced."
"June 17, 2020", The Governor announced the formation of two new committees to create a plan for reopening public schools this fall and a plan to address the digital divide. The committee will make guidance and resources available to school districts and charter schools in the coming weeks.
"June 17, 2020", The Governor signed an executive order establishing the authority for the administration of Return to Work bonuses.
"June 18, 2020", The Governor signed an executive order easing telehealth restrictions.
"June 25, 2020"," The Governor announced that Idaho will transition to a regional response to COVID-19, and the state did not meet metrics to move out of the final stage of the Idaho Rebounds plan."
