Sort,TableName,VAR_NAME10,SHORT_DESC,LONG_DESC,WIDTH,PRECISION,Missing Values Possible (YES or blank),ACS Table/Field,SAS Var
159,ACSTRESTPOP,ACSABELIZN,2014-2018 ACS Ancestry: W.Indian-Belizean,2014-2018 ACS Ancestry: West Indian-Belizean,9,0,,B04004e97,acsancestry94
160,ACSTRESTPOP,ACSABERMUD,2014-2018 ACS Ancestry: W.Indian-Bermudan,2014-2018 ACS Ancestry: West Indian-Bermudan,9,0,,B04004e98,acsancestry95
161,ACSTRESTPOP,ACSABRWIND,2014-2018 ACS Ancestry: W.Indian-British W.Indian,2014-2018 ACS Ancestry: West Indian-British West Indian,9,0,,B04004e99,acsancestry96
162,ACSTRESTPOP,ACSADUWIND,2014-2018 ACS Ancestry: W.Indian-Dutch W.Indian,2014-2018 ACS Ancestry: West Indian-Dutch West Indian,9,0,,B04004e100,acsancestry97
163,ACSTRESTPOP,ACSAHAITN,2014-2018 ACS Ancestry: W.Indian-Haitian,2014-2018 ACS Ancestry: West Indian-Haitian,9,0,,B04004e101,acsancestry98
164,ACSTRESTPOP,ACSAJAMAIC,2014-2018 ACS Ancestry: W.Indian-Jamaican,2014-2018 ACS Ancestry: West Indian-Jamaican,9,0,,B04004e102,acsancestry99
165,ACSTRESTPOP,ACSATRINID,2014-2018 ACS Ancestry: W.Indian-Trinidad & Tobago,2014-2018 ACS Ancestry: West Indian-Trinidad & Tobago,9,0,,B04004e103,acsancestry100
166,ACSTRESTPOP,ACSAUSVIRG,2014-2018 ACS Ancestry: W.Indian-U.S. Virgin Islander,2014-2018 ACS Ancestry: West Indian-US Virgin Islander,9,0,,B04004e104,acsancestry101
167,ACSTRESTPOP,ACSAWIND,2014-2018 ACS Ancestry: W.Indian-West Indian,2014-2018 ACS Ancestry: West Indian-West Indian,9,0,,B04004e105,acsancestry102
168,ACSTRESTPOP,ACSAOWIND,2014-2018 ACS Ancestry: W.Indian-Other W.Indian,2014-2018 ACS Ancestry: West Indian-Other West Indian,9,0,,B04004e106,acsancestry103
169,ACSTRESTPOP,ACSAYUGOSL,2014-2018 ACS Ancestry: Yugoslavian,2014-2018 ACS Ancestry: Yugoslavian,9,0,,B04004e107,acsancestry104
170,ACSTRESTPOP,ACSAOTHGRP,2014-2018 ACS Ancestry: Other Groups,2014-2018 ACS Ancestry: Other Groups,9,0,,B04004e108,acsancestry105
171,ACSTRESTPOP,ACSMWRKR,2014-2018 ACS Male Workers Age 16+,2014-2018 ACS Male Workers Age 16+,9,0,,B08006e18,acssxtransp1
172,ACSTRESTPOP,ACSMDRALON,2014-2018 ACS Male Workers 16+: Drove Alone,2014-2018 ACS Male Workers 16+ Drove Alone to Work,9,0,,B08006e20,acssxtransp2
173,ACSTRESTPOP,ACSMCARPL,2014-2018 ACS Male Workers 16+: Carpooled,2014-2018 ACS Male Workers 16+ Carpooled,9,0,,B08006e21,acssxtransp3
174,ACSTRESTPOP,ACSMPUBTRN,2014-2018 ACS Male Workers 16+: Public Transport,2014-2018 ACS Male Workers 16+ Took Public Transportation,9,0,,B08006e25,acssxtransp4
175,ACSTRESTPOP,ACSMBICYCL,2014-2018 ACS Male Workers 16+: Bicycled,2014-2018 ACS Male Workers 16+ Bicycled,9,0,,B08006e31,acssxtransp5
176,ACSTRESTPOP,ACSMWALKED,2014-2018 ACS Male Workers 16+: Walked,2014-2018 ACS Male Workers 16+ Walked,9,0,,B08006e32,acssxtransp6
177,ACSTRESTPOP,ACSMOTHTRN,2014-2018 ACS Male Workers 16+: Other Means,2014-2018 ACS Male Workers 16+ Took Other Means of Transportation,9,0,,B08006e33,acssxtransp7
178,ACSTRESTPOP,ACSMWRKHM,2014-2018 ACS Male Workers 16+: Worked at Home,2014-2018 ACS Male Workers 16+ Worked at Home,9,0,,B08006e34,acssxtransp8
179,ACSTRESTPOP,ACSFWRKR,2014-2018 ACS Female Workers Age 16+,2014-2018 ACS Female Workers Age 16+,9,0,,B08006e35,acssxtransp9
180,ACSTRESTPOP,ACSFDRALON,2014-2018 ACS Female Workers 16+: Drove Alone,2014-2018 ACS Female Workers 16+ Drove Alone to Work,9,0,,B08006e37,acssxtransp10
181,ACSTRESTPOP,ACSFCARPL,2014-2018 ACS Female Workers 16+: Carpooled,2014-2018 ACS Female Workers 16+ Carpooled,9,0,,B08006e38,acssxtransp11
182,ACSTRESTPOP,ACSFPUBTRN,2014-2018 ACS Female Workers 16+: Public Transport,2014-2018 ACS Female Workers 16+ Took Public Transportation,9,0,,B08006e42,acssxtransp12
183,ACSTRESTPOP,ACSFBICYCL,2014-2018 ACS Female Workers 16+: Bicycled,2014-2018 ACS Female Workers 16+ Bicycled,9,0,,B08006e48,acssxtransp13
184,ACSTRESTPOP,ACSFWALKED,2014-2018 ACS Female Workers 16+: Walked,2014-2018 ACS Female Workers 16+ Walked,9,0,,B08006e49,acssxtransp14
185,ACSTRESTPOP,ACSFOTHTRN,2014-2018 ACS Female Workers 16+: Other Means,2014-2018 ACS Female Workers 16+ Took Other Means of Transportation,9,0,,B08006e50,acssxtransp15
186,ACSTRESTPOP,ACSFWRKHM,2014-2018 ACS Female Workers 16+: Worked at Home,2014-2018 ACS Female Workers 16+ Worked at Home,9,0,,B08006e51,acssxtransp16
187,ACSTRESTPOP,ACSWRKRHH,2014-2018 ACS Workers 16+ in Households,2014-2018 ACS Workers Age 16+ in Households,9,0,,B08014e1,acssxveh1
188,ACSTRESTPOP,ACSMVEH0,2014-2018 ACS Male Workers 16+: No Vehicle,2014-2018 ACS Male Workers 16+ in Households with No Vehicles,9,0,,B08014e9,acssxveh2
189,ACSTRESTPOP,ACSMVEH1,2014-2018 ACS Male Workers 16+: 1 Vehicle,2014-2018 ACS Male Workers 16+ in Households with 1 Vehicle,9,0,,B08014e10,acssxveh3
190,ACSTRESTPOP,ACSMVEH2UP,2014-2018 ACS Male Workers 16+: 2+ Vehicle,2014-2018 ACS Male Workers 16+ in Households with 2+ Vehicles,9,0,,B08014e11 + B08014e12 + B08014e13 + B08014e14,acssxveh4
191,ACSTRESTPOP,ACSFVEH0,2014-2018 ACS Female Workers 16+: No Vehicle,2014-2018 ACS Female Workers 16+ in Households with No Vehicles,9,0,,B08014e16,acssxveh5
192,ACSTRESTPOP,ACSFVEH1,2014-2018 ACS Female Workers 16+: 1 Vehicle,2014-2018 ACS Female Workers 16+ in Households with 1 Vehicle,9,0,,B08014e17,acssxveh6
193,ACSTRESTPOP,ACSFVEH2UP,2014-2018 ACS Female Workers 16+: 2+ Vehicle,2014-2018 ACS Female Workers 16+ in Households with 2+ Vehicles,9,0,,B08014e18 + B08014e19 + B08014e20 + B08014e21,acssxveh7
194,ACSTRESTPOP,ACSP25POV,2014-2018 ACS Pop 25+/Poverty is Determined,2014-2018 ACS Population 25+ for whom Poverty Status is Determined,9,0,,B17003e1,acssxpoveduc1
195,ACSTRESTPOP,ACSP25BPOV,2014-2018 ACS Pop 25+/Inc Below Poverty Level,2014-2018 ACS Population 25+ with Income Below Poverty Level,9,0,,B17003e2,acssxpoveduc2
196,ACSTRESTPOP,ACSMBPLTHS,2014-2018 ACS Male 25+/Below Pov: < High School Grad,2014-2018 ACS Male 25+ Below Poverty: < High School Grad,9,0,,B17003e4,acssxpoveduc3
197,ACSTRESTPOP,ACSMBPHSGR,2014-2018 ACS Male 25+/Below Pov: High School Grad,2014-2018 ACS Male 25+ Below Poverty: High School Grad,9,0,,B17003e5,acssxpoveduc4
198,ACSTRESTPOP,ACSMBPCOLL,2014-2018 ACS Male 25+/Below Pov: Some College,2014-2018 ACS Male 25+ Below Poverty: Some College,9,0,,B17003e6,acssxpoveduc5
199,ACSTRESTPOP,ACSMBPBACH,2014-2018 ACS Male 25+/Below Pov: Bachelor Deg+,2014-2018 ACS Male 25+ Below Poverty: Bachelor/Higher,9,0,,B17003e7,acssxpoveduc6
200,ACSTRESTPOP,ACSFBPLTHS,2014-2018 ACS Female 25+/Below Pov: < High School Grad,2014-2018 ACS Female 25+ Below Poverty: < High School Grad,9,0,,B17003e9,acssxpoveduc7
201,ACSTRESTPOP,ACSFBPHSGR,2014-2018 ACS Female 25+/Below Pov: High School Grad,2014-2018 ACS Female 25+ Below Poverty: High School Grad,9,0,,B17003e10,acssxpoveduc8
202,ACSTRESTPOP,ACSFBPCOLL,2014-2018 ACS Female 25+/Below Pov: Some College,2014-2018 ACS Female 25+ Below Poverty: Some College,9,0,,B17003e11,acssxpoveduc9
203,ACSTRESTPOP,ACSFBPBACH,2014-2018 ACS Female 25+/Below Pov:Bachelor Deg+,2014-2018 ACS Female 25+ Below Poverty: Bachelor/Higher,9,0,,B17003e12,acssxpoveduc10
204,ACSTRESTPOP,ACSP25APOV,2014-2018 ACS Pop 25+/Inc at/Above Poverty Level,2014-2018 ACS Population 25+ w/Income at/Above Poverty Level,9,0,,B17003e13,acssxpoveduc11
205,ACSTRESTPOP,ACSMAPLTHS,2014-2018 ACS Male 25+ at/Above Pov: < High School Grad,2014-2018 ACS Male 25+ at/Above Poverty: < High School Grad,9,0,,B17003e15,acssxpoveduc12
206,ACSTRESTPOP,ACSMAPHSGR,2014-2018 ACS Male 25+ at/Above Pov: High School Grad,2014-2018 ACS Male 25+ at/Above Poverty: High School Grad,9,0,,B17003e16,acssxpoveduc13
207,ACSTRESTPOP,ACSMAPCOLL,2014-2018 ACS Male 25+ at/Above Pov: Some College,2014-2018 ACS Male 25+ at/Above Poverty: Some College,9,0,,B17003e17,acssxpoveduc14
208,ACSTRESTPOP,ACSMAPBACH,2014-2018 ACS Male 25+ at/Above Pov: Bachelor Deg+,2014-2018 ACS Male 25+ at/Above Poverty: Bachelor/Higher,9,0,,B17003e18,acssxpoveduc15
209,ACSTRESTPOP,ACSFAPLTHS,2014-2018 ACS Female 25+ at/Above Pov: < High Sch Grad,2014-2018 ACS Female 25+ at/Above Poverty: < High School Grad,9,0,,B17003e20,acssxpoveduc16
210,ACSTRESTPOP,ACSFAPHSGR,2014-2018 ACS Female 25+ at/Above Pov: High Sch Grad,2014-2018 ACS Female 25+ at/Above Poverty: High School Grad,9,0,,B17003e21,acssxpoveduc17
211,ACSTRESTPOP,ACSFAPCOLL,2014-2018 ACS Female 25+ at/Above Pov: Some College,2014-2018 ACS Female 25+ at/Above Poverty: Some College,9,0,,B17003e22,acssxpoveduc18
212,ACSTRESTPOP,ACSFAPBACH,2014-2018 ACS Female 25+ at/Above Pov:Bachelor Deg+,2014-2018 ACS Female 25+ at/Above Poverty: Bachelor/Higher,9,0,,B17003e23,acssxpoveduc19
213,ACSTRESTPOP,ACSP16POV,2014-2018 ACS Pop 16+/Poverty is Determined,2014-2018 ACS Population 16+ whom Poverty Status is Determined,9,0,,B17005e1,acssxpovLF1
214,ACSTRESTPOP,ACSP16BPOV,2014-2018 ACS Pop 16+/Income Below Poverty Level,2014-2018 ACS Population 16+ Below Poverty Level,9,0,,B17005e2,acssxpovLF2
215,ACSTRESTPOP,ACSMBPINLF,2014-2018 ACS Male 16+/Below Pov: in Labor Force,2014-2018 ACS Male 16+ Below Poverty: in Labor Force,9,0,,B17005e4,acssxpovLF3
216,ACSTRESTPOP,ACSMBPEMP,2014-2018 ACS Male 16+/Below Pov: Employed,2014-2018 ACS Male 16+ Below Poverty: Employed,9,0,,B17005e5,acssxpovLF4
217,ACSTRESTPOP,ACSMBPUNEM,2014-2018 ACS Male 16+/Below Pov: UnEmployed,2014-2018 ACS Male 16+ Below Poverty: Unemployed,9,0,,B17005e6,acssxpovLF5
218,ACSTRESTPOP,ACSMBPNOLF,2014-2018 ACS Male 16+/Below Pov: Not in Labor Force,2014-2018 ACS Male 16+ Below Poverty: Not in Labor Force,9,0,,B17005e7,acssxpovLF6
219,ACSTRESTPOP,ACSFBPINLF,2014-2018 ACS Female 16+/Below Pov: in Labor Force,2014-2018 ACS Female 16+ Below Poverty: in Labor Force,9,0,,B17005e9,acssxpovLF7
220,ACSTRESTPOP,ACSFBPEMP,2014-2018 ACS Female 16+/Below Pov: Employed,2014-2018 ACS Female 16+ Below Poverty: Employed,9,0,,B17005e10,acssxpovLF8
221,ACSTRESTPOP,ACSFBPUNEM,2014-2018 ACS Female 16+/Below Pov: UnEmployed,2014-2018 ACS Female 16+ Below Poverty: Unemployed,9,0,,B17005e11,acssxpovLF9
222,ACSTRESTPOP,ACSFBPNOLF,2014-2018 ACS Female 16+/Below Pov: Not in Labor Force,2014-2018 ACS Female 16+ Below Poverty: Not in Labor Force,9,0,,B17005e12,acssxpovLF10
223,ACSTRESTPOP,ACSP16APOV,2014-2018 ACS Pop 16+/Income at/Above Poverty,2014-2018 ACS Population 16+ w/Income at/Above Poverty Level,9,0,,B17005e13,acssxpovLF11
224,ACSTRESTPOP,ACSMAPINLF,2014-2018 ACS Male 16+ at/Above Pov:in Labor Force,2014-2018 ACS Male 16+ at/Above Poverty: in Labor Force,9,0,,B17005e15,acssxpovLF12
225,ACSTRESTPOP,ACSMAPEMP,2014-2018 ACS Male 16+ at/Above Pov:Employed,2014-2018 ACS Male 16+ at/Above Poverty: Employed,9,0,,B17005e16,acssxpovLF13
226,ACSTRESTPOP,ACSMAPUNEM,2014-2018 ACS Male 16+ at/Above Pov:UnEmployed,2014-2018 ACS Male 16+ at/Above Poverty: Unemployed,9,0,,B17005e17,acssxpovLF14
227,ACSTRESTPOP,ACSMAPNOLF,2014-2018 ACS Male 16+ at/Above Pov:Not in Labor Force,2014-2018 ACS Male 16+ at/Above Poverty: Not in Labor Force,9,0,,B17005e18,acssxpovLF15
228,ACSTRESTPOP,ACSFAPINLF,2014-2018 ACS Female 16+ at/Above Pov:in Labor Force,2014-2018 ACS Female 16+ at/Above Poverty: in Labor Force,9,0,,B17005e20,acssxpovLF16
229,ACSTRESTPOP,ACSFAPEMP,2014-2018 ACS Female 16+ at/Above Pov:Employed,2014-2018 ACS Female 16+ at/Above Poverty: Employed,9,0,,B17005e21,acssxpovLF17
230,ACSTRESTPOP,ACSFAPUNEM,2014-2018 ACS Female 16+ at/Above Pov:UnEmployed,2014-2018 ACS Female 16+ at/Above Poverty: Unemployed,9,0,,B17005e22,acssxpovLF18
231,ACSTRESTPOP,ACSFAPNOLF,2014-2018 ACS Female 16+ at/Above Pov:Not in Labor Force,2014-2018 ACS Female 16+ at/Above Poverty: Not in Labor Force,9,0,,B17005e23,acssxpovLF19
232,ACSTRESTPOP,ACSWHTPOV,2014-2018 ACS White-Poverty Determined,2014-2018 ACS White Pop: Poverty Status is Determined,9,0,,B17020Ae1,acsracepov1
233,ACSTRESTPOP,ACSWHTBPOV,2014-2018 ACS White-Inc Below Poverty Level,2014-2018 ACS White Pop Below Poverty Level,9,0,,B17020Ae2,acsracepov2
234,ACSTRESTPOP,ACSWHTAPOV,2014-2018 ACS White-Inc at/Above Poverty Level,2014-2018 ACS White Pop at/Above Poverty Level,9,0,,B17020Ae10,acsracepov3
235,ACSTRESTPOP,ACSBLKPOV,2014-2018 ACS Black-Poverty Determined,2014-2018 ACS Black Pop: Poverty Status is Determined,9,0,,B17020Be1,acsracepov4
236,ACSTRESTPOP,ACSBLKBPOV,2014-2018 ACS Black-Inc Below Poverty Level,2014-2018 ACS Black Pop Below Poverty Level,9,0,,B17020Be2,acsracepov5
237,ACSTRESTPOP,ACSBLKAPOV,2014-2018 ACS Black-Inc at/Above Poverty Level,2014-2018 ACS Black Pop at/Above Poverty Level,9,0,,B17020Be10,acsracepov6
238,ACSTRESTPOP,ACSAIPOV,2014-2018 ACS Amer Indian-Poverty Determined,2014-2018 ACS American Indian Pop: Poverty Status is Determined,9,0,,B17020Ce1,acsracepov7
239,ACSTRESTPOP,ACSAIBPOV,2014-2018 ACS Amer Indian-Inc Below Poverty Level,2014-2018 ACS American Indian Pop Below Poverty Level,9,0,,B17020Ce2,acsracepov8
240,ACSTRESTPOP,ACSAIAPOV,2014-2018 ACS Amer Indian-Inc at/Above Poverty Level,2014-2018 ACS American Indian Pop at/Above Poverty Level,9,0,,B17020Ce10,acsracepov9
241,ACSTRESTPOP,ACSASNPOV,2014-2018 ACS Asian-Poverty Determined,2014-2018 ACS Asian Pop: Poverty Status is Determined,9,0,,B17020De1,acsracepov10
242,ACSTRESTPOP,ACSASNBPOV,2014-2018 ACS Asian-Inc Below Poverty Level,2014-2018 ACS Asian Pop Below Poverty Level,9,0,,B17020De2,acsracepov11
243,ACSTRESTPOP,ACSASNAPOV,2014-2018 ACS Asian-Inc at/Above Poverty Level,2014-2018 ACS Asian Pop at/Above Poverty Level,9,0,,B17020De10,acsracepov12
244,ACSTRESTPOP,ACSPIPOV,2014-2018 ACS Pac Islander-Poverty Determined,2014-2018 ACS Pacific Islander Pop: Poverty Status is Determined,9,0,,B17020Ee1,acsracepov13
245,ACSTRESTPOP,ACSPIBPOV,2014-2018 ACS Pac Islander-Inc Below Poverty Level,2014-2018 ACS Pacific Islander Pop Below Poverty Level,9,0,,B17020Ee2,acsracepov14
246,ACSTRESTPOP,ACSPIAPOV,2014-2018 ACS Pac Islander-Inc at/Above Poverty Level,2014-2018 ACS Pacific Islander Pop at/Above Poverty Level,9,0,,B17020Ee10,acsracepov15
247,ACSTRESTPOP,ACSOTHPOV,2014-2018 ACS Other Race-Poverty Determined,2014-2018 ACS Other Race Pop: Poverty Status is Determined,9,0,,B17020Fe1,acsracepov16
248,ACSTRESTPOP,ACSOTHBPOV,2014-2018 ACS Other Race-Inc Below Poverty Level,2014-2018 ACS Other Race Pop Below Poverty Level,9,0,,B17020Fe2,acsracepov17
249,ACSTRESTPOP,ACSOTHAPOV,2014-2018 ACS Other Race-Inc at/Above Poverty Level,2014-2018 ACS Other Race Pop at/Above Poverty Level,9,0,,B17020Fe10,acsracepov18
250,ACSTRESTPOP,ACSMLTPOV,2014-2018 ACS 2+ Races-Poverty Determined,2014-2018 ACS Multiple Races Pop: Poverty Status is Determined,9,0,,B17020Ge1,acsracepov19
251,ACSTRESTPOP,ACSMLTBPOV,2014-2018 ACS 2+ Races-Inc Below Poverty Level,2014-2018 ACS Multiple Races Pop Below Poverty Level,9,0,,B17020Ge2,acsracepov20
252,ACSTRESTPOP,ACSMLTAPOV,2014-2018 ACS 2+ Races-Inc at/Above Poverty Level,2014-2018 ACS Multiple Races Pop at/Above Poverty Level,9,0,,B17020Ge10,acsracepov21
253,ACSTRESTPOP,ACSWNHPOV,2014-2018 ACS White Non-Hisp-Poverty Determined,2014-2018 ACS White Non-Hispanic Pop: Poverty Status is Determined,9,0,,B17020He1,acsracepov22
254,ACSTRESTPOP,ACSWNHBPOV,2014-2018 ACS White Non-Hisp-Inc Below Poverty Level,2014-2018 ACS White Non-Hispanic Pop Below Poverty Level,9,0,,B17020He2,acsracepov23
255,ACSTRESTPOP,ACSWNHAPOV,2014-2018 ACS White Non-Hisp-Inc at/Above Poverty Lvl,2014-2018 ACS White Non-Hispanic Pop w/Inc at/Above Poverty Level,9,0,,B17020He10,acsracepov24
256,ACSTRESTPOP,ACSHSPPOV,2014-2018 ACS Hispanic-Poverty Determined,2014-2018 ACS Hispanic Pop: Poverty Status is Determined,9,0,,B17020Ie1,acsracepov25
257,ACSTRESTPOP,ACSHSPBPOV,2014-2018 ACS Hispanic-Inc Below Poverty Level,2014-2018 ACS Hispanic Pop Below Poverty Level,9,0,,B17020Ie2,acsracepov26
258,ACSTRESTPOP,ACSHSPAPOV,2014-2018 ACS Hispanic-Inc at/Above Poverty Level,2014-2018 ACS Hispanic Pop at/Above Poverty Level,9,0,,B17020Ie10,acsracepov27
259,ACSTRESTHH,ACSFSBPOV,2014-2018 ACS HH Below Pov: Rcv Food Stamps/SNAP,2014-2018 ACS HHs Below Poverty that Received Food Stamps/SNAP,9,0,,B22003e3,acsSNAP1
260,ACSTRESTHH,ACSFSAPOV,2014-2018 ACS HH at/Abv Pov: Rcv Food Stamps/SNAP,2014-2018 ACS HHs at/Above Poverty that Received Food Stamps/SNAP,9,0,,B22003e4,acsSNAP2
261,ACSTRESTHH,ACSFSU18,2014-2018 ACS HH w/Pop <18: Rcv Food Stamps/SNAP,2014-2018 ACS HHs w/Population <18 that Received Food Stamps/SNAP,9,0,,B22002e3,acsSNAP3
262,ACSTRESTHH,ACSFSNU18,2014-2018 ACS HH w/No Pop <18: Rcv Food Stamps/SNAP,2014-2018 ACS HHs w/No Population <18 that Received Food Stamps/SNAP,9,0,,B22002e9,acsSNAP4
263,ACSTRESTHH,ACSFSP60,2014-2018 ACS HH w/Pop 60+: Rcv Food Stamps/SNAP,2014-2018 ACS HHs w/Population 60+ that Received Food Stamps/SNAP,9,0,,B22001e3,acsSNAP5
264,ACSTRESTHH,ACSFSNP60,2014-2018 ACS HH w/No Pop 60+: Rcv Food Stamps/SNAP,2014-2018 ACS HHs w/No Population 60+ that Received Food Stamps/SNAP,9,0,,B22001e4,acsSNAP6
265,ACSTRESTHH,ACSNFSBPOV,2014-2018 ACS HH Below Pov: No Food Stamps/SNAP,2014-2018 ACS HHs Below Poverty No Food Stamps/SNAP Received,9,0,,B22003e6,acsSNAP7
266,ACSTRESTHH,ACSNFSAPOV,2014-2018 ACS HH at/Abv Pov: No Food Stamps/SNAP,2014-2018 ACS HHs at/Above Poverty No Food Stamps/SNAP Received,9,0,,B22003e7,acsSNAP8
267,ACSTRESTHH,ACSNFSU18,2014-2018 ACS HH w/Pop <18: No Food Stamps/SNAP,2014-2018 ACS HHs w/Population <18 No Food Stamps/SNAP Received,9,0,,B22002e16,acsSNAP9
268,ACSTRESTHH,ACSNFSNU18,2014-2018 ACS HH No Pop <18: No Food Stamps/SNAP,2014-2018 ACS HHs w/No Population <18 No Food Stamps/SNAP Received,9,0,,B22002e22,acsSNAP10
269,ACSTRESTHH,ACSNFSP60,2014-2018 ACS HH w/Pop 60+: No Food Stamps/SNAP,2014-2018 ACS HHs w/Population 60+ No Food Stamps/SNAP Received,9,0,,B22001e6,acsSNAP11
270,ACSTRESTHH,ACSNFSNP60,2014-2018 ACS HH No Pop 60+: No Food Stamps/SNAP,2014-2018 ACS HHs w/No Population 60+ No Food Stamps/SNAP Received,9,0,,B22001e7,acsSNAP12
271,ACSTRESTHH,ACSMEDI1PH,2014-2018 ACS Median HH Income/1-Pers HH,2014-2018 ACS Median Household Income: 1-Person Households,9,0,YES,B19019e2,acsmedincsz1
272,ACSTRESTHH,ACSMEDI2PH,2014-2018 ACS Median HH Income/2-Pers HH,2014-2018 ACS Median Household Income: 2-Person Households,9,0,YES,B19019e3,acsmedincsz2
273,ACSTRESTHH,ACSMEDI3PH,2014-2018 ACS Median HH Income/3-Pers HH,2014-2018 ACS Median Household Income: 3-Person Households,9,0,YES,B19019e4,acsmedincsz3
274,ACSTRESTHH,ACSMEDI4PH,2014-2018 ACS Median HH Income/4-Pers HH,2014-2018 ACS Median Household Income: 4-Person Households,9,0,YES,B19019e5,acsmedincsz4
275,ACSTRESTHH,ACSMEDI5PH,2014-2018 ACS Median HH Income/5-Pers HH,2014-2018 ACS Median Household Income: 5-Person Households,9,0,YES,B19019e6,acsmedincsz5
276,ACSTRESTHH,ACSMEDI6PH,2014-2018 ACS Median HH Income/6-Pers HH,2014-2018 ACS Median Household Income: 6-Person Households,9,0,YES,B19019e7,acsmedincsz6
277,ACSTRESTHH,ACSMEDI7PH,2014-2018 ACS Median HH Income/7+Pers HH,2014-2018 ACS Median Household Income: 7+ Person Households,9,0,YES,B19019e8,acsmedincsz7
278,ACSTRESTHH,ACSWHTHHR,2014-2018 ACS HH Income Base/White HHr,2014-2018 ACS Households with White Householder,9,0,,B19001Ae1,acsincrace1
279,ACSTRESTHH,ACSWHTI0,2014-2018 ACS White HHr/Income <$10000,2014-2018 ACS Households with White HHr/Income <$10000,9,0,,B19001Ae2,acsincrace2
280,ACSTRESTHH,ACSWHTI10,2014-2018 ACS White HHr/Income $10000-$14999,2014-2018 ACS Households with White HHr/Income $10000-$14999,9,0,,B19001Ae3,acsincrace3
281,ACSTRESTHH,ACSWHTI15,2014-2018 ACS White HHr/Income $15000-$19999,2014-2018 ACS Households with White HHr/Income $15000-$19999,9,0,,B19001Ae4,acsincrace4
282,ACSTRESTHH,ACSWHTI20,2014-2018 ACS White HHr/Income $20000-$24999,2014-2018 ACS Households with White HHr/Income $20000-$24999,9,0,,B19001Ae5,acsincrace5
283,ACSTRESTHH,ACSWHTI25,2014-2018 ACS White HHr/Income $25000-$29999,2014-2018 ACS Households with White HHr/Income $25000-$29999,9,0,,B19001Ae6,acsincrace6
284,ACSTRESTHH,ACSWHTI30,2014-2018 ACS White HHr/Income $30000-$34999,2014-2018 ACS Households with White HHr/Income $30000-$34999,9,0,,B19001Ae7,acsincrace7
285,ACSTRESTHH,ACSWHTI35,2014-2018 ACS White HHr/Income $35000-$39999,2014-2018 ACS Households with White HHr/Income $35000-$39999,9,0,,B19001Ae8,acsincrace8
286,ACSTRESTHH,ACSWHTI40,2014-2018 ACS White HHr/Income $40000-$44999,2014-2018 ACS Households with White HHr/Income $40000-$44999,9,0,,B19001Ae9,acsincrace9
287,ACSTRESTHH,ACSWHTI45,2014-2018 ACS White HHr/Income $45000-$49999,2014-2018 ACS Households with White HHr/Income $45000-$49999,9,0,,B19001Ae10,acsincrace10
288,ACSTRESTHH,ACSWHTI50,2014-2018 ACS White HHr/Income $50000-$59999,2014-2018 ACS Households with White HHr/Income $50000-$59999,9,0,,B19001Ae11,acsincrace11
289,ACSTRESTHH,ACSWHTI60,2014-2018 ACS White HHr/Income $60000-$74999,2014-2018 ACS Households with White HHr/Income $60000-$74999,9,0,,B19001Ae12,acsincrace12
290,ACSTRESTHH,ACSWHTI75,2014-2018 ACS White HHr/Income $75000-$99999,2014-2018 ACS Households with White HHr/Income $75000-$99999,9,0,,B19001Ae13,acsincrace13
291,ACSTRESTHH,ACSWHTI100,2014-2018 ACS White HHr/Income $100000-$124999,2014-2018 ACS Households with White HHr/Income $100000-$124999,9,0,,B19001Ae14,acsincrace14
292,ACSTRESTHH,ACSWHTI125,2014-2018 ACS White HHr/Income $125000-$149999,2014-2018 ACS Households with White HHr/Income $125000-$149999,9,0,,B19001Ae15,acsincrace15
293,ACSTRESTHH,ACSWHTI150,2014-2018 ACS White HHr/Income $150000-$199999,2014-2018 ACS Households with White HHr/Income $150000-$199999,9,0,,B19001Ae16,acsincrace16
294,ACSTRESTHH,ACSWHTI200,2014-2018 ACS White HHr/Income $200000+,2014-2018 ACS Households with White HHr/Income $200000+,9,0,,B19001Ae17,acsincrace17
295,ACSTRESTHH,ACSMEDWHTI,2014-2018 ACS Median HH Income/White HHr,2014-2018 ACS Median Household Income: White Householder,9,0,YES,B19013Ae1,acsmedincrace1
296,ACSTRESTHH,ACSAGGWHTI,2014-2018 ACS Aggr HH Income/White HHr,2014-2018 ACS Aggregate Household Income: White Householder,15,0,YES,B19025Ae1,acsaggincrace1
297,ACSTRESTHH,ACSBLKHHR,2014-2018 ACS HH Income Base/Black HHr,2014-2018 ACS Households with Black Householder,9,0,,B19001Be1,acsincrace18
298,ACSTRESTHH,ACSBLKI0,2014-2018 ACS Black HHr/Inc <$10000,2014-2018 ACS Households with Black HHr/Income <$10000,9,0,,B19001Be2,acsincrace19
299,ACSTRESTHH,ACSBLKI10,2014-2018 ACS Black HHr/Inc $10K-14999,2014-2018 ACS Households with Black HHr/Income $10000-$14999,9,0,,B19001Be3,acsincrace20
300,ACSTRESTHH,ACSBLKI15,2014-2018 ACS Black HHr/Inc $15K-19999,2014-2018 ACS Households with Black HHr/Income $15000-$19999,9,0,,B19001Be4,acsincrace21
301,ACSTRESTHH,ACSBLKI20,2014-2018 ACS Black HHr/Inc $20K-24999,2014-2018 ACS Households with Black HHr/Income $20000-$24999,9,0,,B19001Be5,acsincrace22
