ObjectID,CountyGNIS,GEOIDFIPS,LandAreaSQM,WaterAreaSQM,Name,State,TotalPop,TotalPopMOE,NonHispWhPop,NonHispWhMOE,BlackPop,BlackPopMOE,AmIndop,AmeIndPopMOE,AsianPop,AsianPopMOE,PacIslPop,PacIslPopMOE,OtherPop,OtherPopMOE,TwoMorPop,TwoMorPopMOE,HispPop,HispPopMOE,PCPopNWh,PCPopNWhMOE,PCPopBk,PPCPopBkMOE,PCPopAI,PCPopAIMOEMOE,PCPopAs,PCPopAsMOE,PPCPopPI,PCPopPIMOE,PCPopOr,PCPopOrMOE,PCPopTm,CPopTmMOE,PCPopHL,PCPopHLMOE,ShpArea,ShpLength
20,161545,1039,2669134207,34226200,Covington County,Alabama,37200,0,30984,7,4981,107,22,22,142,44,34,41,5,7,403,106,629,0,83.3,0.018817204,13.4,0.287634409,0.1,0.059139785,0.4,0.11827957,0.1,0.110215054,0,0.018817204,1.1,0.284946237,1.7,0,3710244592,288483.9933
21,161546,1041,1576952799,5388562,Crenshaw County,Alabama,13844,0,9827,19,3202,206,92,35,175,11,9,14,0,19,429,192,110,64,71,0.137243571,23.1,1.488009246,0.7,0.252817105,1.3,0.079456804,0.1,0.101126842,0,0.137243571,3.1,1.386882404,0.8,0.462294135,2194020470,286131.1927
22,161547,1043,1902970816,52525039,Cullman County,Alabama,82853,0,76129,116,1034,116,234,152,314,156,0,28,48,66,1483,257,3611,0,91.9,0.140007,1.2,0.140007,0.3,0.183457449,0.4,0.188285276,0,0.033794793,0.1,0.079659155,1.8,0.310187923,4.4,0,2861200481,295392.657
23,161548,1045,1453244559,4082940,Dale County,Alabama,49277,0,33787,155,9749,188,280,106,603,96,4,7,160,154,1484,242,3210,0,68.6,0.314548369,19.8,0.381516732,0.6,0.215110498,1.2,0.194817055,0,0.01420541,0.3,0.312519025,3,0.491101325,6.5,0,2007843657,200998.0996
24,161549,1047,2534919607,39124778,Dallas County,Alabama,39149,0,10694,25,27572,48,37,58,222,15,5,9,0,25,200,75,419,0,27.3,0.063858592,70.4,0.122608496,0.1,0.148151932,0.6,0.038315155,0,0.022989093,0,0.063858592,0.5,0.191575775,1.1,0,3615260196,375473.7303
25,161550,1049,2012676480,4121543,DeKalb County,Alabama,71310,0,57359,33,1021,118,766,244,86,77,150,115,20,33,1532,285,10376,0,80.4,0.04627682,1.4,0.165474688,1.1,0.342167999,0.1,0.107979246,0.2,0.161267704,0,0.04627682,2.1,0.399663441,14.6,0,2973816217,274854.1898
26,161551,1051,1601768864,99957936,Elmore County,Alabama,81144,0,59364,205,17223,192,211,94,439,121,0,28,173,204,1330,256,2404,0,73.2,0.252637287,21.2,0.236616386,0.3,0.115843439,0.5,0.149117618,0,0.034506556,0.2,0.25140491,1.6,0.315488514,3,0,2404342459,273321.8904
27,161552,1053,2448115116,20504948,Escambia County,Alabama,37057,0,22321,48,11850,185,1476,72,102,136,55,75,41,49,347,125,865,0,60.2,0.129530183,32,0.499230915,4,0.194295275,0.3,0.367002186,0.1,0.202390911,0.1,0.132228729,0.9,0.337318185,2.3,0,3379387383,290489.6619
28,161553,1055,1385871922,35067763,Etowah County,Alabama,102748,0,80001,47,15861,309,377,174,764,97,24,33,53,47,1686,355,3982,0,77.9,0.045742983,15.4,0.300735781,0.4,0.169346362,0.7,0.094405731,0,0.032117413,0.1,0.045742983,1.6,0.345505509,3.9,0,2074840337,252677.6269
29,161554,1057,1625693288,4330881,Fayette County,Alabama,16494,0,13937,19,1843,135,0,19,78,3,7,18,0,19,332,132,297,0,84.5,0.115193404,11.2,0.818479447,0,0.115193404,0.5,0.018188432,0,0.109130593,0,0.115193404,2,0.800291015,1.8,0,2362301172,222371.1384
30,161555,1059,1641841404,32643981,Franklin County,Alabama,31466,0,24181,22,1349,101,88,98,117,3,0,25,10,22,321,143,5400,0,76.8,0.069916736,4.3,0.320981377,0.3,0.311447276,0.4,0.0095341,0,0.079450836,0,0.069916736,1,0.454458781,17.2,0,2467990458,210530.7916
31,161556,1061,1487897665,11578163,Geneva County,Alabama,26417,0,22151,22,2487,129,236,56,115,14,12,13,0,22,365,138,1051,0,83.9,0.083279706,9.4,0.488321914,0.9,0.211984707,0.4,0.052996177,0,0.049210736,0,0.083279706,1.4,0.522390885,4,0,2051355954,212054.2325
32,161557,1063,1675782059,33416141,Greene County,Alabama,8324,0,1435,17,6614,226,37,59,0,17,0,17,0,17,93,73,145,189,17.2,0.204228736,79.5,2.715040846,0.4,0.708793849,0,0.204228736,0,0.204228736,0,0.204228736,1.1,0.87698222,1.7,2.270543008,2428713180,429975.2631
33,161558,1065,1667917734,32412739,Hale County,Alabama,14809,0,5854,63,8792,87,30,46,33,41,0,19,32,63,64,69,4,6,39.5,0.425416976,59.4,0.587480586,0.2,0.310621919,0.2,0.276858667,0,0.128300358,0.2,0.425416976,0.4,0.465932879,0,0.040515902,2411244653,299733.0198
34,161559,1067,1454926622,16986823,Henry County,Alabama,17133,0,11851,19,4549,53,30,38,68,40,17,34,0,19,169,67,449,0,69.2,0.110897099,26.6,0.30934454,0.2,0.221794198,0.4,0.233467577,0.1,0.198447441,0,0.110897099,1,0.391058192,2.6,0,2031500363,199590.2109
35,161560,1069,1501819549,4718092,Houston County,Alabama,104702,0,69580,224,28021,179,262,71,909,71,45,36,296,225,2110,228,3479,0,66.5,0.213940517,26.8,0.170961395,0.3,0.067811503,0.9,0.067811503,0,0.034383297,0.3,0.214895608,2,0.217760883,3.3,0,2063524546,246322.9165
36,161561,1071,2791974032,126334709,Jackson County,Alabama,51852,0,46277,49,1775,153,582,179,232,40,55,62,43,50,1369,208,1519,0,89.2,0.09449973,3.4,0.295070586,1.1,0.345213299,0.4,0.077142637,0.1,0.119571087,0.1,0.096428296,2.6,0.401141711,2.9,0,4336075540,321761.3541
37,161562,1073,2878552100,32849845,Jefferson County,Alabama,659680,0,329108,237,282363,864,1052,289,10335,504,201,48,1316,518,9748,1021,25557,0,49.9,0.03592651,42.8,0.130972593,0.2,0.04380912,1.6,0.076400679,0,0.007276255,0.2,0.07852292,1.5,0.154772011,3.9,0,4203176596,349862.0106
38,161563,1075,1566544637,1600679,Lamar County,Alabama,13885,0,11940,25,1479,134,3,6,17,20,0,19,106,121,111,83,229,0,86,0.180050414,10.7,0.96507022,0,0.043212099,0.1,0.144040331,0,0.136838315,0.8,0.871444004,0.8,0.597767375,1.6,0,2275683857,206364.6873
39,161564,1077,1730146078,133608951,Lauderdale County,Alabama,92556,0,78414,54,9388,232,363,158,593,72,62,52,104,91,1156,325,2476,0,84.7,0.058343057,10.1,0.25065906,0.4,0.170707464,0.6,0.077790743,0.1,0.056182203,0.1,0.098318856,1.2,0.35113877,2.7,0,2777329128,282882.8327
40,161565,1079,1788864251,68682382,Lawrence County,Alabama,33058,0,25285,52,3496,235,1852,400,65,73,27,32,0,25,1609,444,724,0,76.5,0.157299292,10.6,0.710871801,5.6,1.209994555,0.2,0.220824006,0.1,0.096799564,0,0.07562466,4.9,1.343093956,2.2,0,2743021919,238127.7998
41,161566,1081,1573514768,21526461,Lee County,Alabama,161152,0,108684,238,36623,492,296,146,6626,212,0,28,273,233,2725,596,5925,0,67.4,0.147686656,22.7,0.305301827,0.2,0.090597697,4.1,0.13155282,0,0.017374901,0.2,0.144583995,1.7,0.369837172,3.7,0,2253830311,241954.2734
42,161567,1083,1450277886,122329712,Limestone County,Alabama,94727,0,72508,36,12880,251,648,169,1301,238,54,68,21,33,1615,367,5700,0,76.5,0.038003948,13.6,0.264971972,0.7,0.178407423,1.4,0.251248324,0.1,0.071785235,0,0.034836953,1.7,0.387429138,6,0,2338327159,207527.3346
43,161568,1085,1854201377,23721835,Lowndes County,Alabama,10079,0,2485,19,7495,55,13,21,0,19,0,19,0,19,36,31,50,37,24.7,0.188510765,74.4,0.545689056,0.1,0.208354003,0,0.188510765,0,0.188510765,0,0.188510765,0.4,0.307570195,0.5,0.367099911,2627716454,283872.0066
44,161569,1087,1576855716,11345392,Macon County,Alabama,18708,0,2966,19,15442,147,16,17,32,32,0,19,11,16,89,42,152,131,15.9,0.10156083,82.5,0.785760103,0.1,0.090870216,0.2,0.171049818,0,0.10156083,0.1,0.085524909,0.5,0.224502886,0.8,0.700235194,2233558454,249787.0786
45,161570,1089,2076111961,28810665,Madison County,Alabama,362276,0,234316,433,87115,863,2044,329,9492,428,290,77,1032,520,10059,1038,17928,0,64.7,0.119522132,24,0.238216167,0.6,0.090814738,2.6,0.118141969,0.1,0.021254513,0.3,0.143536972,2.8,0.286521878,4.9,0,3126309051,296070.7466
46,161572,1091,2530140237,14966620,Marengo County,Alabama,19321,0,8672,19,10348,250,21,27,0,19,0,19,0,19,84,85,196,240,44.9,0.098338595,53.6,1.293928886,0.1,0.13974432,0,0.098338595,0,0.098338595,0,0.098338595,0.4,0.439935821,1,1.24217173,3568505150,316844.2923
47,161573,1093,1922657342,3183332,Marion County,Alabama,29866,0,27433,22,1025,116,141,58,54,33,0,22,0,22,436,136,777,0,91.9,0.073662359,3.4,0.388401527,0.5,0.194200763,0.2,0.110493538,0,0.073662359,0,0.073662359,1.5,0.455367307,2.6,0,2818112637,229609.4129
48,161574,1095,1465531863,148495459,Marshall County,Alabama,95643,0,77236,98,2549,187,349,141,573,71,51,48,98,89,1430,249,13357,0,80.8,0.102464373,2.7,0.195518752,0.4,0.14742323,0.6,0.074234392,0.1,0.050186632,0.1,0.093054379,1.5,0.260343151,14,0,2374683773,273836.3932
49,161575,1097,3184158350,1073926668,Mobile County,Alabama,414114,0,235599,277,147186,716,3140,408,7837,515,47,37,1504,574,6783,897,12018,0,56.9,0.066889794,35.5,0.17289925,0.8,0.098523595,1.9,0.124361891,0,0.008934738,0.4,0.138609175,1.6,0.216607021,2.9,0,4477922413,405280.1456
50,161576,1099,2656469660,22609681,Monroe County,Alabama,21270,0,11544,22,9010,143,372,40,58,53,6,8,0,22,199,139,81,59,54.3,0.103432064,42.4,0.672308416,1.7,0.188058298,0.3,0.249177245,0,0.03761166,0,0.103432064,0.9,0.653502586,0.4,0.27738599,3702031799,338515.2246
51,161577,1101,2034017780,37744718,Montgomery County,Alabama,226941,0,76937,86,131160,477,323,96,6362,324,49,50,229,133,3903,551,7978,0,33.9,0.037895312,57.8,0.210186789,0.1,0.042301744,2.8,0.142768385,0,0.022032158,0.1,0.058605541,1.7,0.242794383,3.5,0,2903090615,314570.8529
52,161578,1103,1501156832,50377239,Morgan County,Alabama,119213,0,90163,65,15132,319,565,236,760,165,66,91,72,71,2493,431,9962,0,75.6,0.054524255,12.7,0.267588266,0.5,0.197964987,0.6,0.138407724,0.1,0.076333957,0.1,0.059557263,2.1,0.361537752,8.4,0,2287416947,219739.803
53,161579,1105,1863900621,10937769,Perry County,Alabama,9293,0,2727,17,6441,115,3,5,8,16,0,17,4,7,0,17,110,112,29.3,0.182933391,69.3,1.237490584,0,0.053803938,0.1,0.172172603,0,0.182933391,0,0.075325514,0,0.182933391,1.2,1.205208221,2651390368,263849.8207
54,161580,1107,2282674053,22740989,Pickens County,Alabama,20243,0,10860,16,8065,152,28,43,12,21,12,20,8,16,273,145,985,0,53.6,0.079039668,39.8,0.750876846,0.1,0.212419108,0.1,0.103739564,0.1,0.098799585,0,0.079039668,1.3,0.716296992,4.9,0,3307614759,273490.9382
55,161581,1109,1740647520,2336975,Pike County,Alabama,33333,0,18672,30,12194,362,188,58,734,48,3,4,18,30,774,364,750,0,56,0.0900009,36.6,1.08601086,0.6,0.17400174,2.2,0.14400144,0,0.01200012,0.1,0.0900009,2.3,1.09201092,2.3,0,2420437487,268538.6595
56,161582,1111,1503615937,9285420,Randolph County,Alabama,22647,0,17052,20,4455,179,38,51,47,54,0,22,11,17,376,165,668,0,75.3,0.088311918,19.7,0.790391663,0.2,0.22519539,0.2,0.238442178,0,0.097143109,0,0.07506513,1.7,0.728573321,2.9,0,2171211714,193440.0739
57,161583,1113,1660622936,15596319,Russell County,Alabama,57952,0,26696,301,25158,455,153,123,506,137,23,36,385,303,1849,485,3182,0,46.1,0.519395362,43.4,0.785132523,0.3,0.212244616,0.9,0.23640254,0,0.062120375,0.7,0.522846494,3.2,0.836899503,5.5,0,2352315369,253463.903
58,164997,1115,1635786810,56407166,St. Clair County,Alabama,87989,0,75556,28,8418,184,304,145,703,134,11,19,22,31,842,254,2133,0,85.9,0.03182216,9.6,0.209117049,0.3,0.164793326,0.8,0.152291764,0,0.021593608,0,0.035231677,1,0.288672448,2.4,0,2452097133,299839.0059
59,161584,1117,2034134905,62515663,Shelby County,Alabama,213432,0,166190,203,25665,491,559,149,4399,269,51,27,487,245,3873,565,12208,0,77.9,0.095112261,12,0.230049852,0.3,0.069811462,2.1,0.126035459,0,0.012650399,0.2,0.114790659,1.8,0.264721316,5.7,0,3006956199,302557.4403
60,161585,1119,2340898915,24634883,Sumter County,Alabama,12797,0,3175,19,9203,298,9,12,274,284,0,19,42,64,26,32,68,75,24.8,0.148472298,71.9,2.328670782,0.1,0.093771978,2.1,2.219270141,0,0.148472298,0.3,0.500117215,0.2,0.250058607,0.5,0.586074861,3341843980,370364.7088
61,161586,1121,1908293036,60927931,Talladega County,Alabama,80387,0,50344,68,26022,280,342,120,494,75,23,26,78,66,1242,317,1842,0,62.6,0.084590792,32.4,0.348315026,0.4,0.149277868,0.6,0.093298668,0,0.032343538,0.1,0.082102828,1.5,0.394342369,2.3,0,2831655045,328321.9498
62,161587,1123,1855782851,128806123,Tallapoosa County,Alabama,40541,0,27922,25,10934,141,90,54,145,84,0,25,11,18,458,172,981,0,68.9,0.061665968,27,0.347796058,0.2,0.13319849,0.4,0.207197652,0,0.061665968,0,0.044399497,1.1,0.424261858,2.4,0,2820620529,267238.897
63,161588,1125,3421010003,78714550,Tuscaloosa County,Alabama,207305,0,127593,113,66113,292,332,126,3335,197,93,94,72,65,2065,397,7702,0,61.5,0.054509057,31.9,0.140855262,0.2,0.06078001,1.6,0.095029063,0,0.045343817,0,0.031354767,1,0.19150527,3.7,0,5022107909,349036.9036
64,161589,1127,2048686078,36754696,Walker County,Alabama,64110,0,57024,130,3953,201,98,58,313,87,0,28,104,130,1023,208,1595,0,88.9,0.202776478,6.2,0.313523631,0.2,0.090469506,0.5,0.135704258,0,0.043674934,0.2,0.202776478,1.6,0.324442365,2.5,0,3028059181,288090.5529
65,161590,1129,2797720322,21652733,Washington County,Alabama,16541,0,10743,26,3894,260,1209,156,42,37,0,19,15,26,397,219,241,223,64.9,0.157185176,23.5,1.571851762,7.3,0.943111057,0.3,0.223686597,0,0.11486609,0.1,0.157185176,2.4,1.323982831,1.5,1.348165165,3882445588,315920.4251
66,161591,1131,2301075085,49057525,Wilcox County,Alabama,10681,0,2867,19,7410,385,10,9,3,5,0,19,0,19,334,378,57,65,26.8,0.177885966,69.4,3.604531411,0.1,0.084261773,0,0.046812096,0,0.177885966,0,0.177885966,3.1,3.538994476,0.5,0.608557251,3276690218,319240.8832
67,161592,1133,1587614057,48917203,Winston County,Alabama,23784,0,22285,14,174,98,81,52,37,47,12,18,0,22,445,114,750,0,93.7,0.058863101,0.7,0.412041709,0.3,0.218634376,0.2,0.19761184,0.1,0.07568113,0,0.092499159,1.9,0.479313824,3.2,0,2395469781,202009.4312
68,1419964,2013,18091501984,20800021676,Aleutians East Borough,Alaska,3385,0,447,70,109,82,1553,219,666,136,34,24,0,9,271,63,305,102,13.2,2.067946824,3.2,2.422451994,45.9,6.46971935,19.7,4.017725258,1,0.70901034,0,0.265878877,8,1.861152142,9,3.013293944,57988814463,5512875.928
69,1419965,2016,11381568820,25179951971,Aleutians West Census Area,Alaska,5698,0,1358,5,191,63,597,29,2258,87,151,13,4,5,338,65,801,0,23.8,0.087750088,3.4,1.105651106,10.5,0.508950509,39.6,1.526851527,2.7,0.228150228,0.1,0.087750088,5.9,1.140751141,14.1,0,33090197585,5411096.057
70,1416061,2020,4420591351,614471690,Anchorage Municipality,Alaska,293531,0,169960,389,15486,697,21640,1101,27683,735,7088,322,875,459,23872,1639,26927,0,57.9,0.132524333,5.3,0.237453625,7.4,0.375088151,9.4,0.250399447,2.4,0.109698805,0.3,0.156371899,8.1,0.558373732,9.2,0,19380075767,672638.7984
71,1419966,2050,1.05233E+11,12764641092,Bethel Census Area,Alaska,18134,0,1764,15,134,46,14960,122,195,43,39,50,0,15,571,127,471,0,9.7,0.082717547,0.7,0.253667145,82.5,0.672769383,1.1,0.237123635,0.2,0.275725157,0,0.082717547,3.1,0.700341899,2.6,0,4.63154E+11,6120351.04
72,1419967,2060,1248324004,949767442,Bristol Bay Borough,Alaska,875,80,445,70,5,7,299,51,2,3,2,3,0,9,90,25,32,22,50.9,6.509946076,0.6,0.798292221,34.2,4.920501876,0.2,0.34221966,0.2,0.34221966,0,1.028571429,10.3,2.697943252,3.7,2.491953276,4947584932,395185.4005
73,1419988,2068,32729577049,66105677,Denali Borough,Alaska,2246,367,1892,336,26,27,49,32,58,44,0,9,5,8,209,97,7,13,84.2,5.859324238,1.2,1.187162048,2.2,1.379436403,2.6,1.913054652,0,0.400712378,0.2,0.354326437,9.3,4.042270332,0.3,0.576562015,1.66086E+11,2084360.417
74,1419968,2070,47478730849,5949974282,Dillingham Census Area,Alaska,4961,0,764,9,79,93,3518,117,67,17,3,5,0,9,346,70,184,0,15.4,0.181415037,1.6,1.874622052,70.9,2.358395485,1.4,0.342672848,0.1,0.100786132,0,0.181415037,7,1.411005846,3.7,0,1.93785E+11,3005281.301
75,1419969,2090,18983544936,272866589,Fairbanks North Star Borough,Alaska,99072,0,69282,88,4236,282,7204,714,3064,259,506,139,134,170,6674,876,7972,0,69.9,0.088824289,4.3,0.284641473,7.3,0.720687984,3.1,0.261426034,0.5,0.140302003,0.1,0.171592377,6.7,0.884205426,8,0,1.0584E+11,1883222.388
76,1419970,2100,6072297430,1038275846,Haines Borough,Alaska,2518,0,1952,121,0,9,219,108,33,29,4,9,0,9,197,84,113,72,77.5,4.805401112,0,0.357426529,8.7,4.289118348,1.3,1.151707705,0.2,0.357426529,0,0.357426529,7.8,3.335980937,4.5,2.859412232,23546460640,1575503.881
77,2371430,2105,16981186974,7801738685,Hoonah-Angoon Census Area,Alaska,2139,0,937,93,65,45,769,101,34,38,0,9,0,9,188,51,146,70,43.8,4.347826087,3,2.103786816,36,4.721832632,1.6,1.776531089,0,0.420757363,0,0.420757363,8.8,2.384291725,6.8,3.27255727,64508853782,4480798.61
78,1419971,2110,7003264582,1426373039,Juneau City and Borough,Alaska,32227,0,20844,20,316,54,3305,424,2079,167,320,112,15,16,3162,501,2186,0,64.7,0.062059764,1,0.167561362,10.3,1.315666987,6.5,0.518199026,1,0.347534676,0,0.049647811,9.8,1.554597077,6.8,0,26787525678,1310322.373
79,1419972,2122,41499872077,22525650886,Kenai Peninsula Borough,Alaska,58464,0,46726,439,313,80,4514,319,917,169,195,26,352,440,3019,379,2428,0,79.9,0.750889436,0.5,0.136836344,7.7,0.545634921,1.6,0.289066776,0.3,0.044471812,0.6,0.752599891,5.2,0.648262178,4.2,0,1.73758E+11,5387068.327
80,1419973,2130,12579378509,4651615675,Ketchikan Gateway Borough,Alaska,13800,0,8827,21,104,31,1853,158,1101,62,27,24,56,47,1105,172,727,0,64,0.152173913,0.8,0.224637681,13.4,1.144927536,8,0.449275362,0.2,0.173913043,0.4,0.34057971,8,1.246376812,5.3,0,41844694585,2701956.567
81,1419974,2150,17133712542,14166830862,Kodiak Island Borough,Alaska,13451,0,6595,102,28,23,1610,179,3052,142,45,49,59,93,864,232,1198,0,49,0.758307932,0.2,0.170991004,12,1.330756078,22.7,1.055683592,0.3,0.364285183,0.4,0.691398409,6.4,1.724778827,8.9,0,64115805224,5417192.866
82,1419985,2158,44222017663,6693558019,Kusilvak Census Area,Alaska,8250,0,295,13,8,7,7582,103,11,7,5,5,3,4,253,66,93,82,3.6,0.157575758,0.1,0.084848485,91.9,1.248484848,0.1,0.084848485,0.1,0.060606061,0,0.048484848,3.1,0.8,1.1,0.993939394,2.13997E+11,2830671.575
83,1419975,2164,61912947833,25973300388,Lake and Peninsula Borough,Alaska,1393,367,292,106,16,19,972,264,23,30,5,5,1,2,82,35,2,4,21,5.234938289,1.1,1.329970348,69.8,4.606362875,1.7,2.109235572,0.4,0.346256381,0.1,0.142323851,5.9,1.976802668,0.1,0.284647702,2.54289E+11,4979189.17
84,1419976,2170,64009263421,1456029488,Matanuska-Susitna Borough,Alaska,105369,0,83473,137,1207,143,6366,371,1446,219,237,84,106,77,7336,480,5198,0,79.2,0.130019266,1.1,0.13571354,6,0.352095968,1.4,0.207841016,0.2,0.079719842,0.1,0.073076522,7,0.455541953,4.9,0,2.99004E+11,2490228.345
85,1419977,2180,59492073779,13779318627,Nome Census Area,Alaska,9988,0,1464,13,83,9,7426,90,153,106,14,15,0,13,574,123,274,0,14.7,0.130156187,0.8,0.09010813,74.3,0.901081298,1.5,1.061273528,0.1,0.150180216,0,0.130156187,5.7,1.231477773,2.7,0,3.4168E+11,5865380.996
86,1419978,2185,2.30054E+11,15548935657,North Slope Borough,Alaska,9792,0,3027,13,141,23,4977,219,527,36,182,13,0,13,739,218,199,87,30.9,0.132761438,1.4,0.234885621,50.8,2.236519608,5.4,0.367647059,1.9,0.132761438,0,0.132761438,7.5,2.22630719,2,0.888480392,1.86049E+12,8421377.24
