,date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
34,"March 25, 2020", The Governor and the Texas Health and Human Services Commission sent a letter to the U.S. Department of Agriculture requesting permission to allow Texas SNAP recipients to use their benefits at take out and drive thru restaurants.,,,,,,,,,,,Y
35,"March 25, 2020", The Governor announced the federal declaration of a major disaster for the state of Texas.,,,,,,,,,,,Y
36,"March 25, 2020", The Governor waived certain licensing renewal and subsequent fees for nurses in Texas and authorized a six-month grace period for nurses with expired licenses.,,,,,,Y,,,,,
37,"March 25, 2020", The Governor temporarily waived certain hospital licensing rules and the Texas Health and Human Services Commission adopted an emergency rule to increase hospital capacity.,,,,,,Y,,,,,
38,"March 26, 2020", The Governor requested access to interest-free federal loans to pay unemployment claims and accelerated the release of funds from the Texas account of the federal Unemployment Trust Fund.,,,,,,,,,,,Y
39,"March 26, 2020", The Texas Health and Human Service Commission submitted a Section 1135 Medicaid Waiver to the Center for Medicare and Medicaid.,,,,,,Y,,,,,
40,"March 26, 2020"," The Governor issued an Executive Order mandating a 14-day quarantine for travelers arriving in Texas from Tri-State airports in New York, New Jersey, or Connecticut, as well as from New Orleans, Louisiana.",Y,,,,,,,,,,
41,"March 27, 2020", The Governor waived certain Texas Workforce Commission regulations to preserve and extend childcare capacity for frontline workers.,,,,,,,,,,,Y
42,"March 27, 2020", The Governor announced the deployment of the National Guard Joint Task Force Brigades to manage drive through testing locations and support the states healthcare infrastructure.,,,,Y,,,,,,,
43,"March 28, 2020"," The Governor waived certain licensing renewal regulations for Texas pharmacists, pharmacy technicians, and pharmacy technician trainees, extending expiration dates for licenses and temporarily suspending continuing education requirements for pharmacists.",,,,,,Y,,,,,
44,"March 28, 2020", The Governor waived regulations to expedite licensing reactivation processes for Advanced Practice Registered Nurses.,,,,,,Y,,,,,
45,"March 28, 2020", The Department of Health and Human Services waived interview requirements for households applying for SNAP and continued benefits for existing households.,,,,,,,,,,,Y
46,"March 29, 2020", The Texas Health and Human Service Commission submitted a Section 1135 waiver.,,,,,,Y,,,,,Y
47,"March 29, 2020"," The Governor announced Executive Orders GA-12 and GA-13, mandating a 14-day quarantine for road travelers arriving from anywhere in Louisiana and expanding a previous Executive Order, mandating a 14-day quarantine for air travelers from New York Tri-State Area, California, Louisiana, Washington, Atlanta, GA, Chicago, IL, Detroit, MI, and Miami, FL.",Y,,,,,,,,,,
48,"March 30, 2020", The Governor issued an executive order prohibiting the release of individuals in custody with a history of offenses involving physical violence.,,,,,,,,,,,Y
49,"March 30, 2020", The Governor waived certain cost-sharing provisions so public safety employees who contract COVID-19 during the course of their employment will be reimbursed for medical expenses related to their treatment.,,,,,,,,,,,Y
50,"March 30, 2020","- The Centers for Medicare & Medicaid Services (CMS) approved Texass request for a Section 1135 Medicaid waiver. As announced by the Governor, the approved waiver enables Texas to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements, extend fair hearing timelines, and waive public comment and tribal consultation requirements for certain changes to the Medicaid state plan.",,,,,,Y,,,,,
51,"March 31, 2020", The Governor issued an executive order implementing Essential Services and Activities Protocols for the state.,,,,,,,,,,,Y
52,"March 31, 2020", The Governor announced the Comfort Food Care Package program to provide meals for at-risk youth and families.,,,,,,,,,,,Y
53,"March 31, 2020", The Texas Department of Health and Human Services automatically renewed all SNAP and TANF benefits,,,,,,,,,,,Y
54,"April 1, 2020", The Governor issued a statement regarding the latest stimulus package and the benefits that Texans affected by COVID-19 will see.,,,,,,,,,,,Y
55,"April 1, 2020"," The Governor and the Department of Housing and Community Affairs waived statutes related to the U.S. Department of Housing and Urban Developments HOME Investments Partnership program, granting flexible use of funds to help Texans pay their rent.",,,,,,,,,,,Y
56,"April 2, 2020", The Governor suspended regulations to increase the amount of Emergency Medical Services workers and first responders. The Governor also suspended certain skills testing requirements for EMS personnel in Texas and for out of state Advanced Emergency Medical Technicians seeking reciprocity to practice in Texas.,,,,,,Y,,,,,
57,"April 2, 2020"," The Governor issued an executive order, suspending parts of the Texas Election Code to allow the Fort Worth Crime Control and Prevention District to order its special election on July 14, and to allow early voting by personal appearance.",,,,,,,,,,,Y
58,"April 5, 2020"," The Governor temporarily waived licensure regulations to allow Physician Assistants (PA), Medical Physicists, Perfusionists, and Respiratory Care candidates to work under an emergency license and to provide greater flexibility between physicians and the PAs and the Advanced Practice Registered Nurses they supervise in provision of services.",,,,,,Y,,,,,
59,"April 6, 2020"," The Governor announced that Care.com is increasing      home child care access for frontline workers, including 90 days of free,      premium access to their services. Frontline workers looking for childcare      as well as prospective caregivers can enroll here.      ",,,,,,,,,,,Y
60,"April 6, 2020"," The Governor announced that Texas received 2.5 million      masks, and provided a region-by-region breakdown of supply distribution. ",,,,,,Y,,,,,
61,"April 7, 2020", The Governor directed the Texas Parks and Wildlife Department and the Texas Historical Commission to close all state parks and historic sites. ,Y,,,,,,,,,,
62,"April 7, 2020", The Texas Health and Human Services Commission adopted an emergency rule to provide flexibility in serving dialysis patients and to better enable end stage renal disease facilities to treat patients.,,,,,,Y,,,,,
63,"April 7, 2020", The Governor temporarily waived certain regulatory requirements to increase the job capacity of pharmacy technicians and pharmacy interns. ,,,,,,Y,,,,,Y
64,"April 8, 2020", The Governor announced      a new partnership between the Texas Military Department and Prestige      Ameritech to increase the production of face mases for health care      workers. ,,,,,,Y,,,,,Y
65,"April 8, 2020", The Governor announced      that Texas Health and Human Services will provide more that $168 million      in emergency Supplemental Nutrition Assistance Program (SNAP) food      benefits. ,,,,,,,,,,,Y
66,"April 8, 2020"," The Governor issued      a proclamation, suspending parts of the Texas Election Code to allow the      City of Sundown to order its special election on July 14. ",,,,,,,,,,,Y
67,"April 8, 2020", The Governor announced      the provision of one-time emergency waivers of required match      contributions required for the Victims of Crime Act and STOP Violence      Against Woman Act grant funds. ,,,,,,,,,,,Y
68,"April 8, 2020", The Governor suspended      certain statutes to allow appearances before a notary public to be done      via videoconference. ,,,,,,,,,,,Y
69,"April 9, 2020"," The Governor waived regulations to expand telehealth options, allowing any audio-visual, real-time, or two-way interactive communication system to qualify as telecommunications technology to provide certain telehealth services. ",,,,,,,,,,,Y
70,"April 9, 2020", The Texas Health and Human Services Commission (HHSC) adopted an emergency rule to temporarily allow more nurse aides to serves as residents in long-term care facilities. ,,,,,,,,,,,Y
71,"April 10, 2020", The Governor announced a new online Frontline Child Care Website to help essential workers locate childcare and support childcare centers. ,,,,,,,,,,,Y
72,"April 11, 2020", The Governor waived certain regulations to ease restrictions on physicians-in-training to increase health care capacity. ,,,,,,Y,,,,,Y
73,"April 12, 2020", The Governor issued a proclamation extending the states disaster declaration. ,,,,,,,,,,,Y
74,"April 13, 2020"," The Governor announced that Goldman Sachs, the LiftFund, and other community development financial institutions are partnering to provide $50 million in loans to small businesses. ",,,,,,,,,,,Y
75,"April 13, 2020", The Governor announced his intention to slowly and strategically reopen parts of the states economy. ,,,,,,,,,,,Y
76,"April 15, 2020", The Governor announced that the Public Safety Office will provide $38 million in federal funds to local governments. ,,,,,,,,,,,Y
77,"April 15, 2020", The Governor and Harris County Judge announced a partnership with Walgreens to open two new drive-through testing sites. ,,,,Y,,,,,,,
78,"April 15, 2020"," The Governors Office of Economic Development and Tourism launched the Governors Small Business Webinar Series to provide Texas small business owners and entrepreneurs with timely, relevant and actionable information on COVID-19 recovery resources. The first webinar, tailored to Central Texas, was attended by over 3,000 Texans. The Webinar Series takes the place of the Governors Small Business Series events that were postponed due to COVID-19. ",,,,,,,,,,,Y
79,"April 17, 2020"," The Governor signed an Executive Order, establishing the Strike Force to Open Texas to advise the Governor on safely and strategically reopening the state of Texas.",,,,,,,,,,,Y
80,"April 17, 2020"," The Governor signed Executive Order GA-16, allowing retail outlets to reopen beginning on April 24 using a Retail-To-Go model. ",,Y,,,,,,,,,
81,"April 17, 2020"," The Governor signed Executive Order GA-15, loosening restrictions on surgeries. ",,Y,,,,,,,,,
82,"April 20, 2020"," The Governor announced that the Texas National Guard will mobilize more than 1,200 personnel as part of COVID-19 mobile testing teams. ",,,,Y,,,,,,,
83,"April 22, 2020"," The      Governor temporarily waived certain testing      requirements for advanced practice registered nurses (APRN), allowing new      APRN graduates who have applied for APRN licensure to begin practicing      under direct physician supervision. ",,,,,,Y,,,,,
84,"April 22, 2020", The      Governor temporarily waived restrictions to allow      Texas higher education institutions to transfer unexpended financial aid      funds from the Texas College Work-Study program to other financial aid      programs. ,,,,,,,,,,,Y
85,"April 23, 2020", The Governor announced that the Texas Health and Human Services Commission will receive nearly $54 million in federal funds to support older Texans and individuals with disabilities. ,,,,,,,,,,,Y
86,"April 23, 2020"," The Governor announced that the Texas A&M Agrilife Extension Service will provide a series of free online trainings to help local officials understand, acquire and administer federal assistance available to Texas. ",,,,,,,,,,,Y
87,"April 24, 2020"," The Governor and the Texas Department of Housing and Community Affairs announced that Texas will provide HOME Tenant Based Rental Assistance to Texans experiencing housing challenges, made possible by waived recently authorized by U.S. Department of Housing and Urban Development. ",,,,,,,,,,,Y
88,"April 24, 2020", The Governor announced that the Texas Division of Emergency Management and the Texas Department of State Health Services have launched an online COVID-19 test collection map to help Texans locate test collection sites in their communities. ,,,,Y,,,,,,,
89,"April 27, 2020"," The Governor announced Phase 1 of the states plan to reopen Texas, allowing certain services t open with limited occupancy, and following minimum standard health protocols provided by the Texas Department of State Health Services. ",,Y,,,,,,,,,
90,"April 28, 2020"," The Governor issued an executive order regarding reopening businesses that are not considered essential, providing guidance to retail services, dine-in restaurants, movie theaters, malls, museums and libraries, office workers, golf courses, local government operations, and additional services. ",,Y,,,,,,,,,
91,"April 28, 2020"," The Governor issued an executive order, to supersede previous orders, regarding hospital capacity reserved for COVID-19 patients. ",,,,,,Y,,,,,
92,"April 28, 2020"," The Governor issued an executive order to revoke Executive Orders GA-11 and GA-12, relating to mandatory self-quarantine for travelers from New York State, the City of New Orleans, and Louisiana State. The order maintains certain mandatory quarantine guidelines and restrictions to travelers whose point of origin is California, Connecticut, New York, New Jersey, Washington, the City of Atlanta, the City of Chicago, the City of Detroit, or the City of Miami. ",,Y,,,,,,,,,
93,"April 29, 2020", The Governor suspended certain statutes to temporarily allow for appearances before a notary public via videoconference when executing real-estate instruments such as mortgages.,,,,,,,,,,,Y
94,"April 29, 2020", The Governor and the Texas A&M AgriLife Extension Services announced a series of online trainings for child care providers and parents who either need or will provide care for the children of essential employees. ,,,,,,,,,,,Y
95,"April 30, 2020", The Governor announced that the Texas Workforce Commission issued new guidance to unemployment claimants concerning eligibility for benefits should they choose not to return to work due to COVID-19. ,,,,,,,,,,,Y
96,"May 5, 2020", The Governor issued an executive order to expand openings of certain      businesses and activities. ,,Y,,,,,,,,,
97,"May 5, 2020", The Governor announced new guidance from the Texas Education Agency regrading      graduation ceremonies.,,,,,Y,,,,,,
98,"May 5, 2020"," The Governor announced the creation of Surge Response Teams, led by TDEM and      HHSC, to serve nursing homes and prisons, and other facilities that      experience flare ups of COVID-19. ",,,,,,Y,,,,,Y
99,"May 6, 2020", The Governor announced that the Texas Health and Human Services Commission (HHSC) received $5.8 million in federal funding to provide crisis counseling services to Texans affected by COVID-19.,,,,,,Y,,,,,Y
100,"May 6, 2020"," The Governor and the OneStar Foundation announced the Texas COVID Relief Fund, to provide funding and resources to organizations working on the ground to support the economic recovery of local communities.",,,,,,,,,,,Y
101,"May 7, 2020", The Governor modified existing executive orders to eliminate confinement as a punishment for violation. The modifications will be applied retroactively.,,,,,,,,,,,Y
102,"May 8, 2020"," The Governor, the Texas Education Agency, and the Dallas Independent School District launched Operation Connectivity, a statewide initiative to deliver internet connectivity and device solutions for schools, families, and students in the transition to at-home digital learning.",,,,,Y,,,,,,Y
103,"May 8, 2020", The Governor announced that the Texas Division of Emergency Management applied for FEMA Category B assistance funding to support Texas network of food banks.,,,,,,,,,,,Y
104,"May 8, 2020", The Governor issued a disaster declaration to allow Midland County Hospital District to host its special election on July 14.,,,,,,,,,,,Y
105,"May 11, 2020"," The Governor directed the Texas Health and Human Services Commission, the Texas Division of Emergency Management, and the Texas Department of State Health Services to test all residents and staff in Texas nursing homes.",,,,Y,,,,,,,
106,"May 11, 2020"," The Governor issued a proclamation, suspending sections of the Texas Election Code to permit early, in-person voting, for July 14 elections, to begin on June 29.",,Y,,,,,,,,,Y
107,"May 12, 2020", The Governor announced that the Texas Health and Human Services Commission received approval from the U.S. Department of agriculture to provide more than $1 billion in food benefits through the Pandemic Electronic Benefit Transfer.,,,,,,,,,,,Y
108,"May 12, 2020"," The Governor, Lieutenant Governor, and House Speaker sent a letter to Congressional leaders asking for support of liability protections for Texas employers.",,,,,,,,,,,Y
109,"May 12, 2020"," The Governor issued a proclamation, extending the Disaster Declaration for all Texas counties.",,,,,,,,,,,Y
110,"May 13, 2020"," The Governor waived license renewal late fees accrued between March 13 and June 15, for occupation licenses issued by the Texas Department of Licensing and Regulation.",,,,,,,,,,,Y
111,"May 13, 2020"," The Governor announced that the Texas National Guard activated Facilities Disinfection Teams, in coordination with the Texas Health and Human Services Commission, to support Texans in nursing homes.",,,,,,,,,,,Y
112,"May 13, 2020", The Texas Division of Emergency Management announced that the federal government has extended seven community-based testing sites through June 30.,,,,Y,,,,,,,
113,"May 14, 2020", The Governor announced that the Texas Health and Human Services Commission received more than $3 million through the CARES Act to provide shelter and services to survivors of family and domestic violence.,,,,,,,,,,,Y
114,"May 15, 2020", The Governor and the Texas Division of Emergency Management announced that local fire departments in Texas are partnering with local public health authorities to provide testing in nursing homes.,,,,Y,,,,,,,
115,"May 16, 2020"," The Governor issued a statement, detailing the containment plan for the COVID-19 outbreak in Amarillo.",,,,,,,,,,,Y
116,"May 18, 2020"," The Governor announced Phase 2 of the states reopening plan. Under Phase 2, restaurants may increase occupancy to 50 percent. Additional activities may begin reopening with occupancy restrictions and adherence to minimum standard health protocols.",,Y,,,,,,,,,
117,"May 19, 2020"," The Governor urged local governments to reduce the property tax burden on Texans. He also urged the passage of legislation to protect business owners, healthcare facilities and employees, and first responders from being held liable for COVID-19 exposure claims when they adhere to relevant public health guidelines.",,,,,,,,,,,Y
118,"May 20, 2020", The Governor allowed Texas Alcoholic Beverage Commission license and permit renewals to occur after the current 30 day grace period after an expiration date without any late fees.,,,,,,,,,,,Y
119,"May 20, 2020"," The Governor, Lt. Governor, and House Speaker sent a letter to state agencies and institutions of higher education, directing them to each submit a plan identifying savings that will reduce respective general and general revenue related appropriations by five percent for the 2020-2021 biennium.",,,,,Y,,,,Y,,
120,"May 21, 2020", The Governor announced that CVS Health will open 44 new COVID-19 testing sites at select CVS Pharmacy drive-thru locations. The sites will utilize self-swab tests and will be available to individuals who meet the CDC criteria and age guidelines.,,,,Y,,,,,,,
121,"May 21, 2020", The Governor announced that the Texas Department of Public Safety will begin a phased reopening of driver license offices beginning May 26 with limited offerings.,,Y,,,,,,,,,
122,"May 21, 2020", The Governor issued Executive Order GA-24 terminating air travel restrictions related to COVID-19.,,Y,,,,,,,,,
123,"May 21, 2020"," The Governor directed the Texas Health and Human Services Commission to expand COVID-19 testing to all patients, residents, and staff at the 23 state-operated inpatient psychiatric hospitals and living centers throughout the state.",,,,Y,,,,,,,
124,"May 22, 2020"," The Governor released a public service announcement, Be A Good Neighbor. Be a Good Texan, encouraging Texans to do their part to protect themselves and others by following best practices including social distancing, wearing a face mask, and washing hands regularly.",,,,,,,,,,,Y
125,"May 22, 2020", The Governor issued an executive order suspending in-person visitations in all county and municipal jails in the state of Texas.,Y,,,,,,,,,,
126,"May 22, 2020", The Governor announced that the Texas Workforce Commission has extended payment deadlines for designated reimbursing employers that are required to pay a share of unemployment benefits.,,,,,,,,,,,Y
127,"May 27, 2020"," The Governor issued a proclamation, expanding services and activities permitted to reopen under Phase II of the states reopening plan. Water parks may reopen beginning May 29; recreational sports programs for adults may resume on May 31, with games and competitions beginning on June 15. Additionally, food-court dining areas within shopping malls can reopen immediately with limited occupancy and under health and safety regulations.",,Y,,,,,,,,,
128,"May 27, 2020"," The Governor and the Texas Health and Human Services Commission (HHSC) announced $3.6 million in funding for nursing facilities to purchase tablets, webcams, and headphones to connect residents with their loved ones during COVID-19. Nursing facility providers can submit applications to HHSC to receive up to $3,000 in federal funding per facility.",,,,,,,,,,,Y
129,"June 3, 2020"," The Governor signed an executive order implementing Phase III of the states reopening plan. The order stipulates:Occupancy limitations for reopening businesses;Maintains a prohibition on visitation of nursing homes, state supported living centers, assisted living facilities, and long term care facilities  unless as determined through guidance by the HHS; andPermits public schools to resume operations under minimum standard health protocols issued by the Texas Education Agency.",,Y,,,,,,,,,
130,"June 8, 2020"," The Governor announced that the Texas Division of Emergency Management, in coordination with local officials, public health officials, and emergency management offices, is working to identify and rapidly expand COVID-19 testing in underserved and minority communities disproportionately impacted.",,,,Y,,,,,,,
131,"June 9, 2020", The Governor announced that the Texas Department of State Health Services is distributing additional cases of the antiviral drug remdesivir to 85 hospitals across 34 counties in Texas.,,,,,,Y,,,,,
132,"June 10, 2020"," The Governor partnered with baseball Hall-Of-Famer, Nolan Ryan, to release a PSA titled Dont Be A Knucklehead, encouraging Texans to follow effective health and safety protocols.",,,,,,,,,,,Y
133,"June 11, 2020", The Governor renewed the states disaster declaration for COVID-19.,,,,,,,,,,,Y
134,"June 15, 2020"," The Governor partnered with Jaylon Smith of the Dallas Cowboys to release a new PSA entitled Wear A Mask On And Off The Field, urging Texans to wear masks and follow other health safety guidelines.",,,,,,,,,,,Y
135,"June 16, 2020"," The Governor and the Executive Vice Chancellor for Health Affairs of the University of Texas provided an update on Texas hospital capacity, stating that despite an uptick in cases, there continues to be abundant hospital capacity. The Governor also urged Texans to continue to look out for their own health and that of those around them.",,,,,,Y,,,,,Y
136,"June 23, 2020", The Governor expanded the authority of mayors and county judges to impose restrictions on outdoor gatherings of over 100 people.,,,Y,,,,,,,,
137,"June 23, 2020", The Governor directed the Health and Human Services Commission to enact emergency rules to provide strict health and safety standards and procedures for child care centers.,,,,,,Y,,,,,Y
138,"June 24, 2020", The Governor and the UT Southwestern Medical Center released a new Spanish-language public service announcement on how Texans can protect themselves from COVID-19.,,,,,,,,,,,Y
139,"June 24, 2020"," The Governor announced that the Texas Division of Emergency Management, in partnership with the Texas Military Department, will begin distributing 3-ply surgical masks to every Texan who undergoes COVID-19 testing at state-run mobile test collection sites.",,,,,,Y,,,,,
