FIPS,Province_State,Country_Region,Date,Lat,Long_,Vaccine_Type,Doses_alloc,Doses_shipped,Doses_admin,Stage_One_Doses,Stage_Two_Doses,Combined_Key
23,Maine,US,2022-09-21,44.6939,-69.3819,Unassigned,,5200,118,130390,,"Maine, US"
24,Maryland,US,2022-09-21,39.0639,-76.8021,Janssen,,614300,368650,329710,,"Maryland, US"
24,Maryland,US,2022-09-21,39.0639,-76.8021,Pfizer,,11664010,7913598,,2790672,"Maryland, US"
24,Maryland,US,2022-09-21,39.0639,-76.8021,Moderna,,6330960,4741714,,1558509,"Maryland, US"
24,Maryland,US,2022-09-21,39.0639,-76.8021,Unknown,,0,20916,,,"Maryland, US"
24,Maryland,US,2022-09-21,39.0639,-76.8021,All,,18630070,13045598,5387276,4536835,"Maryland, US"
24,Maryland,US,2022-09-21,39.0639,-76.8021,Unassigned,,20800,720,5057566,187654,"Maryland, US"
25,Massachusetts,US,2022-09-21,42.2302,-71.5301,Janssen,,626900,407832,384851,,"Massachusetts, US"
25,Massachusetts,US,2022-09-21,42.2302,-71.5301,Pfizer,,11456390,9227797,,3222902,"Massachusetts, US"
25,Massachusetts,US,2022-09-21,42.2302,-71.5301,Moderna,,7356380,6254675,,1976260,"Massachusetts, US"
25,Massachusetts,US,2022-09-21,42.2302,-71.5301,Unknown,,0,481,,,"Massachusetts, US"
25,Massachusetts,US,2022-09-21,42.2302,-71.5301,All,,19446370,15891234,7003836,5388862,"Massachusetts, US"
25,Massachusetts,US,2022-09-21,42.2302,-71.5301,Unassigned,,6700,449,6618985,189700,"Massachusetts, US"
26,Michigan,US,2022-09-21,43.3266,-84.5361,Janssen,,958700,471239,425351,,"Michigan, US"
26,Michigan,US,2022-09-21,43.3266,-84.5361,Pfizer,,13292690,9603184,3633660,3455803,"Michigan, US"
26,Michigan,US,2022-09-21,43.3266,-84.5361,Moderna,,9473420,6570543,2261931,2209945,"Michigan, US"
26,Michigan,US,2022-09-21,43.3266,-84.5361,Unknown,,0,2562,,,"Michigan, US"
26,Michigan,US,2022-09-21,43.3266,-84.5361,All,,23735910,16646803,6785610,5856009,"Michigan, US"
26,Michigan,US,2022-09-21,43.3266,-84.5361,Unassigned,,18700,447,6381232,194935,"Michigan, US"
27,Minnesota,US,2022-09-21,45.6945,-93.9002,Janssen,,508900,359911,330667,,"Minnesota, US"
27,Minnesota,US,2022-09-21,45.6945,-93.9002,Pfizer,,9162040,6728989,,2310909,"Minnesota, US"
27,Minnesota,US,2022-09-21,45.6945,-93.9002,Moderna,,5250820,4029559,,1329781,"Minnesota, US"
27,Minnesota,US,2022-09-21,45.6945,-93.9002,Unknown,,0,6067,,,"Minnesota, US"
27,Minnesota,US,2022-09-21,45.6945,-93.9002,All,,14928260,11125076,4337428,3844174,"Minnesota, US"
27,Minnesota,US,2022-09-21,45.6945,-93.9002,Unassigned,,6500,550,4006761,203484,"Minnesota, US"
28,Mississippi,US,2022-09-21,32.7416,-89.6787,Janssen,,231800,94901,87835,,"Mississippi, US"
28,Mississippi,US,2022-09-21,32.7416,-89.6787,Pfizer,,3592055,2335208,,892095,"Mississippi, US"
28,Mississippi,US,2022-09-21,32.7416,-89.6787,Moderna,,2536360,1637901,,596266,"Mississippi, US"
28,Mississippi,US,2022-09-21,32.7416,-89.6787,Unknown,,0,4055,,,"Mississippi, US"
28,Mississippi,US,2022-09-21,32.7416,-89.6787,All,,6364515,4072117,1813319,1518277,"Mississippi, US"
28,Mississippi,US,2022-09-21,32.7416,-89.6787,Unassigned,,4300,52,1725484,29916,"Mississippi, US"
29,Missouri,US,2022-09-21,38.4561,-92.2884,Janssen,,436200,253005,240172,,"Missouri, US"
29,Missouri,US,2022-09-21,38.4561,-92.2884,Pfizer,,7840945,5798936,,2085390,"Missouri, US"
29,Missouri,US,2022-09-21,38.4561,-92.2884,Moderna,,5059260,3435739,,1195859,"Missouri, US"
29,Missouri,US,2022-09-21,38.4561,-92.2884,Unknown,,0,2625,,,"Missouri, US"
29,Missouri,US,2022-09-21,38.4561,-92.2884,All,,13347105,9490567,4157219,3375502,"Missouri, US"
29,Missouri,US,2022-09-21,38.4561,-92.2884,Unassigned,,10700,262,3917047,94253,"Missouri, US"
30,Montana,US,2022-09-21,46.9219,-110.4544,Janssen,,106200,62364,56005,,"Montana, US"
30,Montana,US,2022-09-21,46.9219,-110.4544,Pfizer,,1248095,910078,,320502,"Montana, US"
30,Montana,US,2022-09-21,46.9219,-110.4544,Moderna,,931600,708791,,242094,"Montana, US"
30,Montana,US,2022-09-21,46.9219,-110.4544,Unknown,,0,2590,,,"Montana, US"
30,Montana,US,2022-09-21,46.9219,-110.4544,All,,2291095,1683894,712679,582437,"Montana, US"
30,Montana,US,2022-09-21,46.9219,-110.4544,Unassigned,,5200,71,656674,19841,"Montana, US"
31,Nebraska,US,2022-09-21,41.1254,-98.2681,Janssen,,151900,95775,89492,,"Nebraska, US"
31,Nebraska,US,2022-09-21,41.1254,-98.2681,Pfizer,,2866960,2084683,,739178,"Nebraska, US"
31,Nebraska,US,2022-09-21,41.1254,-98.2681,Moderna,,1600480,1216456,,423263,"Nebraska, US"
31,Nebraska,US,2022-09-21,41.1254,-98.2681,Unknown,,0,8358,,,"Nebraska, US"
31,Nebraska,US,2022-09-21,41.1254,-98.2681,All,,4623340,3405439,1389824,1206528,"Nebraska, US"
31,Nebraska,US,2022-09-21,41.1254,-98.2681,Unassigned,,4000,167,1300332,44087,"Nebraska, US"
32,Nevada,US,2022-09-21,38.3135,-117.0554,Janssen,,259300,188674,173841,,"Nevada, US"
32,Nevada,US,2022-09-21,38.3135,-117.0554,Pfizer,,4180510,3196764,,1122629,"Nevada, US"
32,Nevada,US,2022-09-21,38.3135,-117.0554,Moderna,,2277700,1766331,,614745,"Nevada, US"
32,Nevada,US,2022-09-21,38.3135,-117.0554,Unknown,,0,638,,,"Nevada, US"
32,Nevada,US,2022-09-21,38.3135,-117.0554,All,,6721010,5152562,2373876,1788371,"Nevada, US"
32,Nevada,US,2022-09-21,38.3135,-117.0554,Unassigned,,3500,155,2200035,50997,"Nevada, US"
33,New Hampshire,US,2022-09-21,43.4525,-71.5639,Janssen,,188000,89447,79962,,"New Hampshire, US"
33,New Hampshire,US,2022-09-21,43.4525,-71.5639,Pfizer,,2551560,1641133,,554942,"New Hampshire, US"
33,New Hampshire,US,2022-09-21,43.4525,-71.5639,Moderna,,1422340,1005039,,351866,"New Hampshire, US"
33,New Hampshire,US,2022-09-21,43.4525,-71.5639,Unknown,,0,242,,,"New Hampshire, US"
33,New Hampshire,US,2022-09-21,43.4525,-71.5639,All,,4164900,2735991,1237971,939690,"New Hampshire, US"
33,New Hampshire,US,2022-09-21,43.4525,-71.5639,Unassigned,,3000,130,1158009,32882,"New Hampshire, US"
34,New Jersey,US,2022-09-21,40.2989,-74.521,Unknown,,0,554,,,"New Jersey, US"
34,New Jersey,US,2022-09-21,40.2989,-74.521,Janssen,,998700,593780,521228,,"New Jersey, US"
34,New Jersey,US,2022-09-21,40.2989,-74.521,Pfizer,,15264075,10694362,,3970210,"New Jersey, US"
34,New Jersey,US,2022-09-21,40.2989,-74.521,Moderna,,9001340,6949347,,2362747,"New Jersey, US"
34,New Jersey,US,2022-09-21,40.2989,-74.521,All,,25290115,18111476,8212432,6551398,"New Jersey, US"
34,New Jersey,US,2022-09-21,40.2989,-74.521,Unassigned,,26000,,7691204,218441,"New Jersey, US"
35,New Mexico,US,2022-09-21,34.8405,-106.2485,Janssen,,189600,120483,111378,,"New Mexico, US"
35,New Mexico,US,2022-09-21,34.8405,-106.2485,Pfizer,,2938445,2374103,,837827,"New Mexico, US"
35,New Mexico,US,2022-09-21,34.8405,-106.2485,Moderna,,1987700,1705838,,576319,"New Mexico, US"
35,New Mexico,US,2022-09-21,34.8405,-106.2485,Unknown,,0,11659,,,"New Mexico, US"
35,New Mexico,US,2022-09-21,34.8405,-106.2485,All,,5120045,4212180,1900408,1465159,"New Mexico, US"
35,New Mexico,US,2022-09-21,34.8405,-106.2485,Unassigned,,4300,97,1789030,51013,"New Mexico, US"
36,New York,US,2022-09-21,42.1657,-74.9481,Janssen,,1935000,1451265,1267341,,"New York, US"
36,New York,US,2022-09-21,42.1657,-74.9481,Pfizer,,31896615,24830811,,8907360,"New York, US"
36,New York,US,2022-09-21,42.1657,-74.9481,Moderna,,18365580,14927659,,5110258,"New York, US"
36,New York,US,2022-09-21,42.1657,-74.9481,Unknown,,0,30514,,,"New York, US"
36,New York,US,2022-09-21,42.1657,-74.9481,All,,52215695,41241407,17933445,14516577,"New York, US"
36,New York,US,2022-09-21,42.1657,-74.9481,Unassigned,,18500,1158,16666104,498959,"New York, US"
37,North Carolina,US,2022-09-21,35.6301,-79.8064,Janssen,,945500,521617,490554,,"North Carolina, US"
37,North Carolina,US,2022-09-21,35.6301,-79.8064,Pfizer,,15021840,10609714,,3860287,"North Carolina, US"
37,North Carolina,US,2022-09-21,35.6301,-79.8064,Moderna,,9557480,6632696,,2331197,"North Carolina, US"
37,North Carolina,US,2022-09-21,35.6301,-79.8064,Unknown,,0,1138,,,"North Carolina, US"
37,North Carolina,US,2022-09-21,35.6301,-79.8064,All,11898145,25554520,17765853,9187114,6315879,"North Carolina, US"
37,North Carolina,US,2022-09-21,35.6301,-79.8064,Unassigned,11898145,29700,688,8696560,124395,"North Carolina, US"
38,North Dakota,US,2022-09-21,47.5289,-99.784,Pfizer,,953880,697365,,247633,"North Dakota, US"
38,North Dakota,US,2022-09-21,47.5289,-99.784,Moderna,,596620,428139,,148035,"North Dakota, US"
38,North Dakota,US,2022-09-21,47.5289,-99.784,Unknown,,0,384,,,"North Dakota, US"
38,North Dakota,US,2022-09-21,47.5289,-99.784,Janssen,55500,53500,39920,36827,,"North Dakota, US"
38,North Dakota,US,2022-09-21,47.5289,-99.784,All,,1584000,1162220,511544,408417,"North Dakota, US"
38,North Dakota,US,2022-09-21,47.5289,-99.784,Unassigned,,1600,70,475751,13670,"North Dakota, US"
39,Ohio,US,2022-09-21,40.3888,-82.7649,Janssen,,1004200,633479,557911,,"Ohio, US"
39,Ohio,US,2022-09-21,40.3888,-82.7649,Pfizer,,15826515,11102062,,3950893,"Ohio, US"
39,Ohio,US,2022-09-21,40.3888,-82.7649,Moderna,,9917140,7191542,,2427001,"Ohio, US"
39,Ohio,US,2022-09-21,40.3888,-82.7649,Unknown,,0,21805,,,"Ohio, US"
39,Ohio,US,2022-09-21,40.3888,-82.7649,All,,26766455,19045195,7545271,6633866,"Ohio, US"
39,Ohio,US,2022-09-21,40.3888,-82.7649,Unassigned,,18600,96307,6987360,255972,"Ohio, US"
40,Oklahoma,US,2022-09-21,35.5653,-96.9289,Janssen,,335400,156432,146397,,"Oklahoma, US"
40,Oklahoma,US,2022-09-21,35.5653,-96.9289,Pfizer,,4501580,3552820,,1299854,"Oklahoma, US"
40,Oklahoma,US,2022-09-21,35.5653,-96.9289,Moderna,,3492680,2506799,,876582,"Oklahoma, US"
40,Oklahoma,US,2022-09-21,35.5653,-96.9289,Unknown,,0,5864,,,"Oklahoma, US"
40,Oklahoma,US,2022-09-21,35.5653,-96.9289,All,,8346360,6222156,2881525,2218261,"Oklahoma, US"
40,Oklahoma,US,2022-09-21,35.5653,-96.9289,Unassigned,,16700,241,2735128,41825,"Oklahoma, US"
41,Oregon,US,2022-09-21,44.572,-122.0709,Janssen,,465100,278255,249261,,"Oregon, US"
41,Oregon,US,2022-09-21,44.572,-122.0709,Pfizer,,6796025,4922523,,1713930,"Oregon, US"
41,Oregon,US,2022-09-21,44.572,-122.0709,Moderna,,4374860,3102830,,1015764,"Oregon, US"
41,Oregon,US,2022-09-21,44.572,-122.0709,Unknown,,0,19579,,,"Oregon, US"
41,Oregon,US,2022-09-21,44.572,-122.0709,All,,11650085,8323680,3353359,2845030,"Oregon, US"
41,Oregon,US,2022-09-21,44.572,-122.0709,Unassigned,,14100,493,3104098,115336,"Oregon, US"
42,Pennsylvania,US,2022-09-21,40.5908,-77.2098,Janssen,,1555100,795559,737627,,"Pennsylvania, US"
42,Pennsylvania,US,2022-09-21,40.5908,-77.2098,Pfizer,,20475065,14262217,,5061607,"Pennsylvania, US"
42,Pennsylvania,US,2022-09-21,40.5908,-77.2098,Moderna,,13590420,9511710,,3247951,"Pennsylvania, US"
42,Pennsylvania,US,2022-09-21,40.5908,-77.2098,Unknown,,0,1551,,,"Pennsylvania, US"
42,Pennsylvania,US,2022-09-21,40.5908,-77.2098,All,,35655785,24571828,11231514,8555399,"Pennsylvania, US"
42,Pennsylvania,US,2022-09-21,40.5908,-77.2098,Unassigned,,35200,791,10493887,245841,"Pennsylvania, US"
44,Rhode Island,US,2022-09-21,41.6809,-71.5118,Janssen,,90300,66522,61219,,"Rhode Island, US"
44,Rhode Island,US,2022-09-21,41.6809,-71.5118,Pfizer,,1743525,1393625,,539108,"Rhode Island, US"
44,Rhode Island,US,2022-09-21,41.6809,-71.5118,Moderna,,1137700,907331,,300762,"Rhode Island, US"
44,Rhode Island,US,2022-09-21,41.6809,-71.5118,Unknown,,0,2294,,,"Rhode Island, US"
44,Rhode Island,US,2022-09-21,41.6809,-71.5118,All,,2974825,2370022,1083648,874032,"Rhode Island, US"
44,Rhode Island,US,2022-09-21,41.6809,-71.5118,Unassigned,,3300,250,1022429,34162,"Rhode Island, US"
45,South Carolina,US,2022-09-21,33.8569,-80.945,Unknown,,0,2380,,,"South Carolina, US"
45,South Carolina,US,2022-09-21,33.8569,-80.945,Janssen,,462300,233113,210673,,"South Carolina, US"
45,South Carolina,US,2022-09-21,33.8569,-80.945,Pfizer,,6612335,4626813,1754790,1724496,"South Carolina, US"
45,South Carolina,US,2022-09-21,33.8569,-80.945,Moderna,,5038840,3103645,1116849,1072964,"South Carolina, US"
45,South Carolina,US,2022-09-21,33.8569,-80.945,All,,12154475,7966136,3575737,2873752,"South Carolina, US"
45,South Carolina,US,2022-09-21,33.8569,-80.945,Unassigned,,41000,185,493425,76292,"South Carolina, US"
46,South Dakota,US,2022-09-21,44.2998,-99.4388,Unknown,,0,151,,,"South Dakota, US"
46,South Dakota,US,2022-09-21,44.2998,-99.4388,Janssen,,92800,42375,39956,,"South Dakota, US"
46,South Dakota,US,2022-09-21,44.2998,-99.4388,Pfizer,,1257565,887715,,319866,"South Dakota, US"
46,South Dakota,US,2022-09-21,44.2998,-99.4388,Moderna,,859700,587829,,204959,"South Dakota, US"
46,South Dakota,US,2022-09-21,44.2998,-99.4388,All,,2212465,1518079,703420,537772,"South Dakota, US"
46,South Dakota,US,2022-09-21,44.2998,-99.4388,Unassigned,,2400,9,663464,12947,"South Dakota, US"
47,Tennessee,US,2022-09-21,35.7478,-86.6923,Janssen,,525000,269420,239350,,"Tennessee, US"
47,Tennessee,US,2022-09-21,35.7478,-86.6923,Pfizer,,8646390,6138388,,2191361,"Tennessee, US"
