Province_State,Date,Vaccine_Type,FIPS,Country_Region,Lat,Long_,Doses_alloc,Doses_shipped,Doses_admin,Stage_One_Doses,Stage_Two_Doses,Combined_Key
Alabama,2021-03-17,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-18,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-19,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-20,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-21,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-22,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-23,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-24,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-25,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-26,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-27,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-28,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-29,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-30,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-03-31,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-01,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-02,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-03,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-04,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-05,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-06,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-07,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-08,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-09,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-10,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-11,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-12,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-13,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-14,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-15,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-16,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-17,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-18,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-19,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-20,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-21,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-22,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-23,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-24,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-25,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-26,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-27,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-28,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-29,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-04-30,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-01,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-02,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-03,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-04,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-05,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-06,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-07,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-08,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-09,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-10,,1,US,32.3182,-86.9023,,,,,,"Alabama, US"
Alabama,2021-05-11,Pfizer,1,US,32.3182,-86.9023,,2115360,1362199,,616780,"Alabama, US"
Alabama,2021-05-11,Moderna,1,US,32.3182,-86.9023,,1918100,1327449,,570940,"Alabama, US"
Alabama,2021-05-11,All,1,US,32.3182,-86.9023,,4295160,2773902,1658191,1187790,"Alabama, US"
Alabama,2021-05-11,Unassigned,1,US,32.3182,-86.9023,,0,0,1571982,70,"Alabama, US"
Alabama,2021-05-11,Janssen,1,US,32.3182,-86.9023,,261700,84254,86209,,"Alabama, US"
Alabama,2021-05-11,Unknown,1,US,32.3182,-86.9023,,0,0,,,"Alabama, US"
Alaska,2020-12-10,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-11,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-12,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-13,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-14,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-15,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-16,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-17,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-18,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-19,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-20,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-21,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-22,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-23,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-24,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-25,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-26,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-27,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-28,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-29,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-30,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2020-12-31,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-01,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-02,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-03,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-04,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-05,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-06,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-07,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-08,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-09,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-10,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-11,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-12,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-13,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-14,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-15,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-16,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-17,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-18,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-19,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-20,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-21,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-22,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-23,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-24,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-25,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-26,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-27,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-28,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-29,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-30,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-01-31,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-01,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-02,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-03,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-04,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-05,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-06,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-07,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-08,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-09,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-10,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-11,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-12,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-13,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-14,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-15,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-16,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-17,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-18,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-19,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-20,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-21,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-22,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-23,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-24,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-25,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-26,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-27,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-02-28,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-01,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-02,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-03,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-04,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-05,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-06,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-07,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-08,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-09,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-10,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-11,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-12,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-13,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-14,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-15,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-16,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-17,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-18,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-19,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-20,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-21,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-22,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-23,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-24,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-25,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-26,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-27,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-28,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-29,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-30,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-03-31,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-01,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-02,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-03,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-04,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-05,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-06,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-07,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-08,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-09,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-10,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-11,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-12,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-13,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-14,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-15,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-16,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-17,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-18,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-19,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-20,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-21,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-22,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-23,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-24,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-25,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-26,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-27,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-28,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-29,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-04-30,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-01,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-02,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-03,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-04,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-05,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-06,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-07,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-08,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-09,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-10,,2,US,61.3707,-152.4044,,,,,,"Alaska, US"
Alaska,2021-05-11,Janssen,2,US,61.3707,-152.4044,,55200,16374,15148,,"Alaska, US"
Alaska,2021-05-11,Pfizer,2,US,61.3707,-152.4044,,385905,302832,,139119,"Alaska, US"
Alaska,2021-05-11,Moderna,2,US,61.3707,-152.4044,,340140,256771,,117196,"Alaska, US"
Alaska,2021-05-11,Unknown,2,US,61.3707,-152.4044,,0,85,,,"Alaska, US"
Alaska,2021-05-11,All,2,US,61.3707,-152.4044,508630,781245,576572,314577,268516,"Alaska, US"
Alaska,2021-05-11,Unassigned,2,US,61.3707,-152.4044,508630,0,510,299429,12201,"Alaska, US"
American Samoa,2020-12-10,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
American Samoa,2020-12-11,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
American Samoa,2020-12-12,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
American Samoa,2020-12-13,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
American Samoa,2020-12-14,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
American Samoa,2020-12-15,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
American Samoa,2020-12-16,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
American Samoa,2020-12-17,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
American Samoa,2020-12-18,,60,US,-14.271,-170.132,,,,,,"American Samoa, US"
