date,policy
"March 24, 2020", The Governor announced that the state has mobilized three websites to coordinate volunteer efforts in response to this public health emergency.
"March 26, 2020"," The Governor issued Emergency Order 17, which directed the closure of non-essential businesses and required residents to shelter in place."
"March 26, 2020"," The Department of Health and Human Services established an Emergency Child Care Collaborative, a public-private partnership to meet the needs of essential workers."
"March 27, 2020"," The Governor issued Emergency Orders 18 and 19, which temporarily modify Department of Safety Laws and Regulations, and extend Emergency Order 1 by requiring schools to maintain remote learning for all public K-12 school districts."
"March 30, 2020"," The Governor signed the Relief for Workers Affected by Coronavirus [CARES] Act agreement which provides New Hampshire with 100 percent funding from the U.S. Department of Labor to support benefit payments to people receiving unemployment. This activity supports the program by:

For those eligible under Pandemic Unemployment Assistance, there will be an increase of the minimum weekly benefit amount from $32/week to $168/week, which includes people earning less than $15,500 during their base period.


An additional $600 per week to be added to an individuals weekly benefits for all weeks claimed starting this week  100% federally funded.


Extends the length of time a person can receive benefits by 13 weeks, totaling 39 weeks  100% federally funded.

"
"March 30, 2020", The Governor announced that the Department of Education is suspending standardized testing requirements.
"March 30, 2020", The Governor announced that the State will be extending business tax payment deadlines to June 15 for 98% of New Hampshire small businesses.
"March 31, 2020", The Governor signed Emergency Order 2020-04 which provides temporary emergency wage enhancement for New Hampshire Liquor Commission retail employees.
"March 31, 2020", The Governor sent a letter to the states lead disability organization on New Hampshires commitment to providing appropriate educational opportunities for students with disabilities as students learn remotely.
"March 31, 2020", The Governor sent a letter to Secretary Alex Azar and Administrator of the Centers for Medicare and Medicaid Services Seema Verma requesting an 1135 waiver for New Hampshire.
"April 1, 2020"," The Governor issued Emergency Order 21, which aims to ensure that domestic and sexual violence crisis centers have the resources needed to provide critical services to victims of domestic violence."
"April 1, 2020"," The Governor issued Emergency Order 22, which authorizes emergency funding for child protection services, including domestic violence support, substance use support, the Strength to Success program, technology to support youth family services families, and the family resiliency support line."
"April 1, 2020"," The Governor issued Emergency Order 23, which provides provisions to municipalities such as being relieved of complying from statutory or local deadlines, the postponement of town meetings, and guidelines on construction activities."
"April 2, 2020", The Governor sent a letter to Secretary Mnuchin regarding the CARES Act and requested state guidance on the timeliness of funding.
"April 3, 2020"," The Governor issued Executive Order 2020-05, renewing the Declaration of a State of Emergency, and Executive Order 24, which modified Emergency Order 4 regarding the temporary prohibition evictions and foreclosures. He additionally issued Executive Order 25 which provides temporary modification of interest penalty for late payment of property taxes. "
"April 4, 2020"," The Governor issued Emergency Order 26 which is a continuation of Emergency Orders 2, 6, and 16. "
"April 6, 2020"," The Governor responded to a letter form Congresswoman      Kuster regarding the availability of substance use disorder services,      including medication assisted treatment, across the state during this      public health emergency. "
"April 6, 2020"," The Governor signed Emergency Order 27, which      restricts all lodging providers within the state to provide lodging only      for vulnerable populations and essential workers. "
"April 7, 2020"," The Governor sent a letter to state House and Senate leaders outlining the formation of the Governors Office for Emergency Relief and Recovery, which will be charged with the investment and oversight of COVID-19 relief and stimulus funds provided by the federal government. "
"April 9, 2020"," The Governor issued Emergency Order 28, 29 and 30 which provide non-congregate temporary housing for first responders and health care, provide temporary modification to executive branch deadlines and requirements, and provide temporary requirements for healthcare providers in alternative care settings. "
"April 12, 2020"," The Governor announced approximately 91,000 pounds of personal protective equipment was delivered to the state and it will be distributed to the areas of greatest need across the state. "
"April 14, 2020", The Governor signed Executive Order 2020-06 which established the Governors Office for Emergency Relief and Recovery to assist with the management and expenditure of emergency relief funds. 
"April 15, 2020", The Governor sent a letter to Leader McConnell and Speaker Pelosi regarding federal aid to independent restaurants in the wake of the COVID-19 pandemic and needed changes to the Paycheck Protection Program. 
"April 15, 2020"," The Governorsent a letter to Attorney General approving a grant application for $600,000 submitted by the New Hampshire Coalition Against Domestic and Sexual Violence, which ensures the availability of resources for victims of domestic and sexual violence. "
"April 16, 2020"," The Governor signed Emergency Order 31 which establishes the COVID-19 Long Term Care Stabilization Program for service provided by front line workers employed by certain Medicaid providers, and contracted facilities, to provide temporary stabilization funding to incentivize frontline workers to remain in or rejoin the workforce during this public health emergency. "
"April 16, 2020", The Governor signed Emergency Order 32 which temporarily extends remote instruction and support for public K-12 school districts. 
"April 17, 2020", The Governor issued Emergency Order #33 which activates the states Crisis Standards of Care Plan to guide development of clinical guidelines during COVID-19. 
"April 21, 2020", The Governor announced that he sent a letter to leadership at the U.S. Department of Health and Human Services and the U.S. Department of Treasury requesting New Hampshire be granted a Section 1332 State Relief and Empowerment Waiver.
"April 21, 2020"," The Governor announced the formation of the Governors Economic Re-Opening Task Force, which will develop a plan and oversee the state and private sector actions needed to reopen New Hampshires economy while minimizing the adverse impact on public health."
"April 23, 2020"," The Governor issued Executive Order 2020-07, which allows for the appointment of additional members to the Governors Office for Emergency Relief and Recovery Stakeholder Advisory Board. "
"April 24, 2020"," The Governor issued Executive Order 2020-08, extending the State of Emergency. The Governor also signed a number of other Emergency Orders related to health insurance coverage, and workers compensation. "
"May 1, 2020"," The Governor announced that he is implementing Stay at Home 2.0, which is in      effect until May 31. Additionally, the Governor provided guidance to      certain industries that can begin to phase-in services during the month of      May. "
"May 1, 2020", The Governor issued Emergency Order #40 which extends and modifies the      closure of non-essential businesses and requires residents to stay home. 
"May 5, 2020"," The Governor issued      Emergency Order #41 which adds additional Medicaid eligibility for the      uninsured, such as allowing for the coverage of COVID testing. "
"May 7, 2020", The Governor announced this week as Teacher Appreciation Week.
"May 8, 2020", The Governor issued Exhibits E and F to Emergency Order #29 which modifies certain deadlines of the Fire Standards and Training Commission and modifies certain statutory deadlines of the New Hampshire Insurance Department.
"May 11, 2020", The Governor signed Emergency Order #42 which authorizes temporary health partners to assist in responding to the pandemic in long-term care facilities.
"May 12, 2020"," The Governor announced a new testing site in Concord, as well as a one-day testing site offered through the volunteer medical corps and New Hampshire Fire Department."
"May 13, 2020"," The Governor sent a letter to Attorney General Gordon MacDonald approving nine grant applications under the Coronavirus Emergency Supplemental Funding Program, totaling $575,701.49."
"May 14, 2020"," The Governor issued Emergency Order #43, along with Exhibit G to Emergency Order #29, which temporarily modifies requirements for change of part affiliation."
"May 15, 2020", The Governor announced $595 million in new funding commitments for areas and industries across New Hampshire affected by the pandemic.
"May 19, 2020"," The Governor issued Exhibit H to Emergency Order #29 which provides changes for professional licenses through continuing education requirements, notarization requirements, electronic signatures, and other measures."
"May 27, 2020", The Governor issued Emergency Order #48which supports special education requirements to support remote instruction.
"May 28, 2020", The Governor established the Governors COVID-19 Equity Response Team to develop a recommended strategy and plan to address the disproportionate impacts of the COVID-19 pandemic.
"May 28, 2020", The Governor announced that the state plans to break down most clinical surge flex facilities across New Hampshire starting next week.
"June 5, 2020", The Governor issued Executive Order 2020-10 which is the fourth extension declaring a state of emergency.
"June 10, 2020", The Governor commented on the states current case count and provided a thorough list of all state actions taken during the pandemic.
"June 11, 2020"," The Governor released additional reopening guidelines for activities such as youth sports, entertainment centers, libraries, and museums. He additionally announced the expiration of the states stay at home order."
"June 17, 2020"," The Governor issued Emergency Order #53 which is an amendment to Emergency Order #36, Ensuring Workers Compensation Coverage for New Hampshire First Responders Exposed to COVID-19."
