,date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
24,"April 1, 2020"," The Ohio Department of Health Director signed an order to speed turnaround time of COVID-19 testing by directing Ohio hospitals that do not currently conduct their own testing to send their specimens to one of four laboratories outlined in the order. Additionally, hospitals are directed to immediately begin utilizing rapid tests as soon as they become available.",,,,,,,,,,,Y
25,"April 1, 2020"," The Governor announced a new partnership with the U.S. Department of Agriculture Food and Nutrition Service and grocery stores to develop a click and collect option for SNAP recipients. The partnership allows SNAP recipients to order groceries online, pick up their groceries in their cares, and swipe their EBT cards from their vehicles without entering the store.",,,,,,,,,,,Y
26,"April 1, 2020"," The Governor announced the President approved the governors request for a major disaster declaration to provide relief for state and local response efforts associated with emergency protective measures, such as emergency operations center operations, fire and police services, emergency medical care, sheltering, among other things.",Y,,,,Y,,,,,,Y
27,"April 2, 2020"," The Governor announced several state actions to strengthen response and recovery efforts:

Extending the stay and home order through May 1;


Creating an Economic Advisory Board to assist the administration work through the economic issues facing Ohio; and,


Implementing a website geared toward matching essential businesses with Ohioans who are able and willing to work as an essential employee.

",,,,Y,,,,,,,
28,"April 3, 2020", The Governor announced that The Ohio State University Wexner Medical Center is partnering with the Ohio Department of Health to help increase the availability of testing supplies. ,,,,,,Y,,,,,
29,"April 3, 2020", Lt. Governor Jon Husted announced that Battelle and JobsOhio have partnered to provide free N95 masks sanitizing for hospitals for the next two weeks. ,,,,,,,,,,,Y
30,"April 3, 2020"," The Governor announced that he recommended the early release of 38 prison inmates. To this end, the Governor will send a letter to the judges who presided over these cases and encourage them to grant early release. ",,,,,Y,,,,,,
31,"April 3, 2020"," The Ohio Department of Education released a special guide to assist schools, educators, students, parents, and caregivers as they navigate remote learning. ",,,,,,Y,,,,,
32,"April 4, 2020"," The Governor, Lt. Governor, and the Director of the Ohio Department of Health urged Ohioans to begin wearing cloth masks while in public.",,,,,,Y,,,,,
33,"April 4, 2020"," The Governor signed an executive order allowing Ohioans to more easily access telehealth services from individual counselors, social workers, and marriage and family counselors. ",,,,,,,,,,,Y
34,"April 4, 2020", Lt. Governor Husted announced that BroadbandOhio has been working with providers to find public WiFi locations for Ohioans who may not otherwise have access to internet from home. A list of hotspot finders and locations by provider can be found here.,,,,,,,,,,,Y
35,"April 4, 2020"," The JobsOhio Innovation Fund will make loans available to eligible businesses during the COVID-19 crisis. They will use convertible loans, side by side with cash co-invested from existing investors, toward Ohios most promising and innovative companies. ",,,,,,Y,,,,,
36,"April 6, 2020", The Governor announced six sites have been selected as      alternative care facilities to increase medical surge. ,,,,,,,,,,,Y
37,"April 6, 2020", The Governor authorized the Ohio National Guard to assist      in the Elkton Federal Correctional Institutions infirmary with      non-COVID-19 cases and with patients who are showing symptoms of the      disease. ,,,,,,,,,,,Y
38,"April 7, 2020"," The Ohio Liquor Control Commission passed an emergency rule, allowing establishments with an existing on-premises liquor permit to sell and deliver alcohol for off-premises consumption.",,,,,,,,,,,Y
39,"April 7, 2020"," The Ohio Development Services Agency established the Office of Small Business Relief, that will:Serve as the lead state agency for administering federal recovery funds for small business support and recovery;Work with federal, state, and local partners to evaluate and determine possible regulatory reforms that encourage employment and job creation; and, Coordinate efforts of Ohios Small Business Development Centers and Minority Business Assistance Centers. ",,,,,,,,,,,Y
40,"April 7, 2020", The Ohio Department of Rehabilitation and Corrections recommended that certain inmates scheduled to be released in the next 90 days be released sooner to allow for increased social distancing between prison staff and inmates. ,,,,,,,,,,,Y
41,"April 7, 2020", The Ohio Department of Job and Family Services announced that those who did not already receive the maximum monthly allotment for their household size from the Supplemental Nutrition Assistance Program in March will be issued an additional payment beginning this week. ,,,,,,,,,,,Y
42,"April 8, 2020"," The Governor requested the Ohio Bureau of Workers Compensation      to provide $1.6 billion to Ohio employers, equal to 100 percent of the      premium employers paid in policy year 2018. ",,,,,,Y,,,,,
43,"April 9, 2020"," The Governor announced that through the Ohio Manufacturing Alliance, 19 manufacturers have partnered with three hospital groups to begin large scale production of face shields. ",,,,,,Y,,,,,
44,"April 9, 2020"," The Lt. Governor announced that The Christ Hospital Linder Research Center in Cincinnati received approval from the U.S. Food and Drug Administration to begin treating high-risk patients with convalescent plasma, an approach that holds potential for reducing a patients risk of dying. ",,,,,,Y,,,,,
45,"April 9, 2020"," In partnership with the Ohio Manufacturing Alliance, JobsOhio is connecting and aligning resources through its network partners to help companies accelerate their ability to produce PPE. ",,,,,,Y,,,,,
46,"April 10, 2020"," JobsOhio is subsidizing up to $250,000 toward the first two-week supply of PPE for health care workers and first responders at no cost through a partnership with Battelle. ",,,,,,Y,,,,,
47,"April 10, 2020", The Governor announced that Medicaid managed care plans and MyCare Ohio plans have reached an agreement to ease several pharmacy benefit restrictions. ,,,,,,Y,,,,,
48,"April 10, 2020", The Lt. Governor announced that the U.S. Food and Drug Administration granted STERIS Healthcare in Mentor a temporary Emergency Use Authorization for contaminating compatible N95 and N95-equivalent respirators. ,,,,,,,,,,,Y
49,"April 10, 2020"," The Governor announced that JobsOhio has procured more than 1 million ounces of Ohio distillery made hand sanitizer, to be distributed to the Ohio Association foodbanks. ",,,,,,,,,,,Y
50,"April 10, 2020", The Governor announced a temporary permit from the Ohio Department of Transportation that will allow food vendors to sell food to truck drivers and other essential personnel who stop at any of the states 86 rest areas.  ,,,,,,Y,,,,,
51,"April 13, 2020", The Department of Health issued an order requiring long-term care facilities to notify residents and families within 24 hours of a resident or staff member testing positive for the virus. ,,,,,,,,,,,Y
52,"April 13, 2020", The Department of Health issued an order restricted the sale of in-person liquor in six border counties to Ohio residents. ,,,,,,,,,,,Y
53,"April 13, 2020", The Governor authorized members of the Ohio National Guard to support the Department of Rehabilitation and Correction (ODRC) medical staff at the Pickaway Correctional Institution. ,,,,,,Y,,,,,
54,"April 14, 2020", The Department of Health issued an order requiring local health departments to provide to their jurisdictions dispatch agency or agencies the names and address of COVID-19 positive individuals. ,,,,,,,,,,,Y
55,"April 14, 2020"," The Lt. Governor announced that 667 critical employers  including Amazon, Walmart, and CVS Health  have listed roughly 41,000 essential job openings on the states job search portal. ",,,,,,Y,,,,,
56,"April 15, 2020", The Governor asked the Ohio Hospital Association to begin developing a plan to begin treating patients whose non-COVID-19 elective procedures were delayed or deferred during the emergency. ,,,,,,Y,,,,,
57,"April 15, 2020", The Governor announced the expansion of Ohios partnership with Battelle to extend their sterilization services to law enforcement agencies and EMS providers. ,,,,,,Y,,,,,
58,"April 15, 2020"," The Governor announced the Ohio State University will be creating viral transport media, such as sterile solution needed to transport the swabs. ",,,,,,,,,,,Y
59,"April 15, 2020", The Governor announced the early release of 105 prison inmates who had been scheduled to be released in the next 90 days. ,,,,,,,,,,,Y
60,"April 16, 2020"," The Governor announced they are working closely with the governors of Illinois, Indiana, Kentucky, Michigan, Minnesota and Wisconsin to reopen the regions economy in a coordinated way. ",,,,,,,,,,,Y
61,"April 16, 2020", The Governor announced the state will begin a phased reopening of the state economy on May 1. ,,,,,,,,,,,Y
62,"April 17, 2020"," The Governor announced comprehensive testing of inmates has begun at Marion Correctional Institution, Pickaway Correctional Institution and Franklin Medical Center. ",Y,,,,Y,,,,,,
63,"April 20, 2020", The Governor announced that K-12 schools will remain closed for the remainder of the 2019  2020 academic year. ,,,,,,,,,,,Y
64,"April 20, 2020", The Governor formed the Minority Health Strike Force to examine the disproportionate impacts of COVID-19 on minority groups in Ohio and across the country. ,,,,,,Y,,,,,
65,"April 20, 2020"," The Governor directed the Ohio Department of Health to collect more specific information regarding cases of COVID-19 in nursing homes, assisted living facilities and hospitals. ",,,,Y,,,,,,,
66,"April 20, 2020", The Governor announced LabCorp and Quest no longer have a backlog of samples and have added more testing capacity to process testing samples received from hospitals. ,,,,,,Y,,,,,
67,"April 21, 2020", The Governor announced the formation of a testing strike team that will work to secure reliable sources of reagents and testing supplies for COVID-19. ,,,,,,,,,,,Y
68,"April 21, 2020"," The Governor announced the Ohio Department of Agriculture has waived the required $50,000 local match for the Agriculture Society Facilities Grant Program to assist local budgets and businesses bottom lines. ",,,,,,,,,,,Y
69,"April 21, 2020", JobsOhio announced a new partnership to support Peoples Bank and First Federal-Home Savings Banks existing small business clients in Ohio. The partnership will help small businesses maintain operations and payroll during the COVID-19 pandemic. JobsOhio has committed up to $50 million in assistance.,,,,,,,,,,,Y
70,"April 21, 2020"," The Governor announced the Ohio Bureau of Workers Compensation board of directors approved the distribution of 170,000 dividend checks over the next five days to private employers and local governments. ",,,,,,Y,,,,,
71,"April 22, 2020", The Director of the Ohio Department of Health issued an order that directs healthcare providers in hospitals and outpatient surgery centers to reassess procedures and surgeries that were postponed. ,,,,,,Y,,,,,
72,"April 22, 2020", The Ohio Department of Mental Health and Addiction Services launched a mental health COVID CareLine.,,,,Y,,,,,,,
73,"April 24, 2020", The Governor announced the Testing Strike Team reached an agreement with Thermo Fisher to substantially expand testing capacity throughout the state. ,,,,Y,,,,,,,
74,"April 24, 2020", The Governor announced ROE Dental Laboratory in Cleveland will manufacture up to 1 million testing swabs to support the states testing efforts. ,,,,,,Y,,,,,
75,"April 24, 2020", The Governor announced the state partnered with Massachusetts-based Partners in Health to bring needed resources to increase the states ability to trace contact exposure to the virus. ,,,,,,,,,,,Y
76,"April 24, 2020", The Governor announced the state will cover the costs to keep more than 200 youth who are aging out of foster care in the foster care system until the pandemic ends. ,,,,,,Y,,,,,
77,"April 24, 2020","- The Centers for Medicare & Medicaid Services (CMS) approved Ohios request for a Section 1135 Medicaid waiver. The approved waiver enables Ohio to provide flexibilities in Medicaid provider screening and enrollment, lift prior authorization requirements, allow for reimbursement facility services in alternative settings, and waive public comment and tribal consultation requirements for certain changes to the Medicaid state plan",,,,,,,,,,Y,Y
78,"April 28, 2020"," The Governor announced the state will not require customers entering retail establishments to wear face coverings; however, wearing face masks in public is still strongly recommended. ",,,,,,,,,,,Y
79,"April 28, 2020"," The Governor established two separate advisory groups to develop best practices for reopening dine-in restaurants, barbershops, and salons. ",,,,,,Y,,,,,
80,"April 29, 2020"," The Governor announced the state has shipped 4.1 million pieces of personal protective equipment (PPE) to local emergency management agencies (EMAs) across Ohio, the largest one-time distribution of PPE from the state to local EMAs in Ohios history.",,,,,,,,,,,Y
81,"April 29, 2020"," The Governor announced at least $16 million in grant funding is available for local law enforcement agencies to support:Taking measures to help prevent the spread of COVID-19 such as purchasing cleaning supplies and personal protective equipment;Taking measures to prepare for COVID-19 such as supporting proper planning, staffing, and communications to ensure effective operations and maintain the safety of criminal justice employees, citizens, and correctional populations; and,Taking measures to respond to the spread of COVID-19 such as medical visits, hospitalizations, purchasing medical supplies, and securing alternative housing. ",,,,,Y,,,,,,
82,"April 29, 2020"," The Department of Education and Department of Health issued the following suggestions for local schools and health departments:Virtual graduation ceremonies (preferred);Drive-in ceremonies where students drive to a designated location at a designated time to get their diplomas; and, Outdoor ceremonies with 10 people or less who are socially distanced. ",,Y,,,,,,,,,
83,"May 1, 2020","2  The Governor issued a Stay Safe Ohio Order, which incorporates the reopening of businesses and services announced as part of the Responsible Restart Ohio plan. ",,,,Y,,,,,,,
84,"May 4, 2020"," The Governor outlined three priority testing categories made possible through a steady supply of testing reagent and swabs through a partnership with Ohio, Thermo Fisher, and ROE Dental Scientific. ",,,,,,,,,,,Y
85,"May 4, 2020", The Lt. Governor announced that Ohio Bureau of Motor Vehicle deputy registrars around the state may begin reopening as early as the end of the month. ,,,,,,,,,,,Y
86,"May 7, 2020"," The Governor announced the next phase of the Responsible RestartOhio plan as it relates to restaurants, bars, and personal care services. These entities in Ohio will be permitted to reopen as follows:May 15: Outdoor dining and personal care servicesMay 21: Dine-in service",,,,,,,,,,,Y
87,"May 15: Outdoor dining and personal care services, 2020",May 15: Outdoor dining and personal care services,,Y,,,,,,,,,
88,"May 21: Dine, 2020",May 21: Dine-in service,,Y,,,,,,,,,
89,"May 15: Outdoor dining and personal care services, 2020",May 15: Outdoor dining and personal care services,,,,,,,,,,,Y
90,"May 21: Dine, 2020",May 21: Dine-in service,,Y,,,,,,,,,
91,"May 12, 2020"," The Governor announced the Ohio Department of Job and Family Services received federal approval for its Pandemic EBT Plan, which will allow the agency to distribute SNAP benefits to 850,000 students across Ohio who relied on free or reduced-price meal programs when school was in session to have access to a hot, nutritious meal.",,Y,,,,,,,,,
92,"May 12, 2020"," The Lt. Governor announced that sectors licensed by the State Medical Board of Ohio, including massage therapy, acupuncture, and cosmetic therapy will be permitted to reopen on May 15 with the implementation of proper safety measures.",,Y,,,,,,,,,
93,"May 12, 2020", The Governor announced tattoo and body piercing services will be permitted to reopen on May 15 with the implementation of proper safety measures.,,Y,,,,,,,,,
94,"May 12, 2020"," The Governor announced the Staying Connected Program, which will provide a daily check-in by phone for Ohioans age 60 or older.",,,,,,,,,,,Y
95,"May 14, 2020", The Governor announced campgrounds will be permitted to reopen with required safety protocols beginning May 21.,,,,Y,,,,,,,
96,"May 14, 2020", The Governor announced horse racing (no spectators) will be permitted to open with required safety protocols beginning May 22.,,Y,,,,,,,,,
97,"May 14, 2020"," The Governor announced Ohio Bureau of Motor Vehicles (BMV) locations, gyms and fitness centers, adult and youth sports leagues (non-contact, limited contact), and public/club pools will be permitted to reopen with required safety protocols beginning May 26.",,,,Y,,,,,,,
98,"May 14, 2020", The Governor announced childcare providers will be permitted to reopen with required safety protocols beginning May 31.,,,,,,Y,,,,,
99,"May 18, 2020", The Governor announced that the state is assembling an enforcement team to ensure that bars and restaurants are operating safely under the Responsible RestartOhio plan.,,,,Y,,,,,,,
100,"May 18, 2020", The Governor ordered mass testing to take place at Ohios two state nursing home facilities for veterans.,,Y,,,,,,,,,
101,"May 21, 2020", The Governor announced the following health orders have been signed:Camp Safe Ohio Order to reopen campgrounds with exceptions;Directors Order rescinding and maintaining portions of the Stay Safe Ohio Order; andUrgent Health Advisory: Ohioans Protecting Ohioans advising elderly people and those who are vulnerable because of illness to take additional precautions.,,,,,,,,,,,Y
102,"May 26, 2020", The Governor announced the formation of Congregate Care Unified Response Teams to test residents and staff members in Ohios nursing homes.,,,,,,,,,,,Y
103,"May 28, 2020", The Governor announced the State of Ohio Board of Pharmacy has clarified rules that allow pharmacists to order and administer tests for COVID-19.,,,,,,,,,,Y,Y
104,"May 28, 2020","0  The Governor announced the state expanded testing prioritization to allow partners and communities to test Ohioans in Priority Group 4 which includes testing individuals in the community to decrease community spread, including individuals with symptoms who do not meet any of first three priority groups.",,,,,,,,,,,Y
105,"May 28, 2020"," The Governor announced a plan to lift restrictions on visitation at assisted living homes in Ohio on June 8 to allow for outdoor visitations. At a minimum, all facilities must develop a policy that includes:Screening for temperatures and symptom-reporting for visitors;Scheduled hours and time limits for visits;Proper social distancing measures;Face coverings;Resident, family, and friend education about the risks of the spread of COVID-19",,Y,,,,,,,,,
106,"May 28, 2020"," The Ohio Bureau of Workers Compensation is deferring Ohio employers premium installments for the months of June, July, and August designed to help employers focus financial resources on re-opening their businesses under the Responsible RestartOhio Plan.",,,,,Y,,,,,,
107,"May 28, 2020", The Governors Fair Advisory Group released guidelines for how county fair boards and agricultural societies can work with county health departments to safely operate junior fairs for kids.,,Y,,,,Y,,,,,
108,"May 29, 2020", The Governor announced an order signed by the Ohio Department of Health Director which revises business guidance and social distancing.,,Y,,,,,,,,,
109,"May 29, 2020", The Governor announced an order signed by the Ohio Department of Health Director which rescinds a previous order restricting the sale of spirituous liquor in certain instances in certain counties.,,,,,,Y,,,,,
110,"May 30, 2020"," The Governor announced an order signed by the Ohio Department of Health Director which provides for the reopening of child care services, with exceptions.",,,,,,,,,,,Y
111,"June 2, 2020"," The Governor announced the state intends to reopen schools in the fall, but individual starting dates will be up to each local school board.",,,,Y,,,,,,,
112,"June 2, 2020"," The Governor announced health care providers, including dentists, may resume all surgeries and procedures that had previously been delayed if they meet safety criteria, including:Maintaining adequate inventories of PPE, supplies, equipment, and medicine;Creating a plan for the conservation and monitoring use of PPE, as well as other supplies and equipment that could include decontamination and reuse;Maintaining a reliable supply chain to support non-COVID-19 cases and to respond to an unexpected surge in COVID-19 cases, if needed;Defining processes for timely COVID-19 testing of patients and staff; and,Continuing the use of telehealth whenever possible.",,,,Y,,,,,,,
113,"June 5, 2020"," The Governor announced that a multitude of sectors, such as casinos and amusement parks, could reopening. An amended order was also signed that allows properly prepared assisted living facilities andintermediate care facilities for individuals with developmental disabilities to begin to allow outdoor visitation on June 8.",,,,,,,,,,,Y
114,"June 9, 2020"," The Governor announced the state has delivered over 30 million pieces of PPE, whereby 27.8 million pieces have been shipped to county EMAs for local distribution.",,,,,,,,,,,Y
115,"June 9, 2020"," The Governor announced that GOJO, an Akron-based manufacturer of hand sanitizer, and part of the Ohio Manufacturing Alliance, is expanding in Navarre and Maple Heights to meet the demand for their products.",,,,,,,,,,,Y
116,"June 11, 2020", The Governor announced the state is expanding testing and encourage those who want a COVID-19 test including those who are low-risk or asymptomaticto talk with their health care provider or contact a testing location to arrange a test.,,,,Y,,,,,,,
117,"June 11, 2020"," The Governor announced a series of pop-up testing locations, beginning with six locations in Columbus.",,,,,,Y,,,,,
118,"June 11, 2020"," The Governor released the latest basic reproduction number or R0 for eight regions of Ohio. With the states interventions, the R0 for the state measured slightly lower than 1.0 on June 1. However, the state is beginning to see a slight increase in the R0 measurements in certain parts of Ohio, such as the Dayton region.",,,,,,,,,,,Y
119,"June 11, 2020", The Governor sent a letter to the ministerial community in Ohio to update them on the status of COVID-19 and provide suggested best practices for resuming in-person services.,,Y,,,,,,,,,
120,"June 11, 2020", The Lt. Governor announced the Ohio Department of Job and Family Services will receive an $8.5 million federal Employment Recovery National Dislocated Worker Grant to help reemploy individuals who lost their jobs as a result of the pandemic and to help employers rebuild their workforces.,,,,,,,,,,,Y
121,"June 18, 2020"," The Governor announced that pop-up testing sites will surge in Montgomery County, Greene County, Clark County, Warren County, and Hamilton County, zip codes with the highest number of cases.",,,,,,,,,,,Y
122,"June 18, 2020"," The Governor announced the creation of the Hospital PPE Readiness Stockpile, which will be compiled and stored by Ohio hospitals throughout the state.",,,,,,,,,,,
123,"June 18, 2020", The Governor issued an executive order that expands the definition of good cause for filing an unemployment claim through the state of emergency.,,,,,,,,,,,
124,"June 18, 2020", The Lt. Governor announced that Phase II of the Responsible RestartOhio plan for sports activities will allow contact practice for all sports to resume on June 22.,,,,,,,,,,,
125,"June 23, 2020", The Governor announced two public awareness campaigns aimed at spreading awareness of COVID-19 prevention measures that impact the well-being of Ohioans and the Ohio economy.,,,,,,,,,,,
126,"June 23, 2020"," The Governor announced the first round of funding, approximately $2.1 million, is being distributed to 65 local criminal justice agencies as part of the Coronavirus Emergency Supplemental Funding Grant.",,,,,,,,,,,
