,date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
24,"April 16, 2020", The Governor issued an executive order suspending biweekly reporting requirements for unemployment compensation recipients.,,,,,,,,,,,Y
25,"April 20, 2020", The Governor announced the executive committee of the Re-Open Task Force.,,,,,,,,,,,Y
26,"April 21, 2020"," The Governor announced the members of the Re-Open Task Force Industry Working Group on Tourism, Construction, Real Estate, Recreation, Retail and Transportation. ",,,,,,,,,,,Y
27,"April 29, 2020", The Governor announced phase one of Floridas Safe. Smart. Step-by-Step. Plan for recovery. ,,,,,,,,,,,Y
28,"April 30, 2020"," The Governor announced the extension of good cause for the month of May and the submission of a federal waiver, to assist Floridians participating in Supplemental Nutrition Assistance Program (SNAP) and Temporary Assistance for Needy Families (TANF).",,,,,,,,,,,Y
29,"May 1, 2020"," The Governor announced      that, beginning May 4, 2020, Florida State Parks will re-open access to      trails, and some day use areas, including some beach access with limited      facilities. Visitors will be asked to practice proper social distancing      and to limit group size to 10 or less and to stay six feet apart.",,Y,,,,,,,,,
30,"May 6, 2020", The Governor announced that Florida has launched the only state-sponsored rapid-test mobile lab that they are aware of in the country.,,,,Y,,,,,,,Y
31,"May 6, 2020", The Governor directed the Health Care Administration to issue an emergency rule requiring hospitals to test all individuals that will be discharged to a long-term care facility and requiring long-term care facilities to transfer COVID-19 positive residents if the facility is not equipped for appropriate care.,,,,,,Y,,,,,Y
32,"May 8, 2020", The Governor issued an executive order extending the ongoing state of emergency for another 60 days.,,,,,,,Y,,,,
33,"May 14, 2020", The Governor issued an executive order that extends mortgage foreclosure and eviction relief until June 2.,,,,,,,,,,,Y
34,"May 15, 2020"," The Governor announced Floridas Full Phase 1 begins Monday, May 18. All 67 counties can now begin re-opening as the state continues to implement the #SafeSmartStepbyStep Plan for Floridas recovery.",,,Y,,,,,,,,
35,"May 15, 2020", The Governor announced Floridas Department of Elder Affairs has partnered with Department of Business & Professional Regulation and Restaurant & Lodging Association to match the needs of the elderly and meal delivery services.,,,,,,,,,,,Y
36,"May 18, 2020", The First Lady announced that the Department of Children and Families (DCF) has received a $1.9 million emergency grant to address behavioral health disorders resulting from the current public health emergency.,,,,,,,,,Y,,
37,"May 27, 2020", The Governor announced federal approval for the implementation of Floridas Pandemic EBT Program (P-EBT) to automatically issue benefits during the month of June to more than 2.1 million children who have temporarily lost access to free and reduced-price school meals during COVID-19-related school closures.,,,,,,,,,,,Y
38,"May 27, 2020", The Governor announced federal approval for the implementation of Floridas Pandemic EBT Program (P-EBT) to automatically issue benefits during the month of June to more than 2.1 million children who have temporarily lost access to free and reduced-price school meals during COVID-19-related school closures.,,,,,,,,,,,Y
39,"May 29, 2020", The Governor announced the Florida Division of Emergency Management (FDEM) has partnered with Home Depot and Publix to establish six additional COVID-19 testing sites.,,,,,,,,,,,Y
40,"June 1, 2020", The Governor announced the extension of his statewide moratorium on evictions and foreclosures to July 1.,,,,,,,,,,,Y
41,"June 3, 2020"," The Governor announced bars, tattoo shops, massage parlors, tanning salons, and movie theaters are allowed to open in select areas at half capacity starting Friday as most of Florida moves into the second of the states three-phase re-opening.",,Y,,,,,,,,,
42,"June 11, 2020", The Governor announced recommendations for local communities to safely reopen their education systems.,,Y,,,,,,,,,
43,"June 17, 2020", The Florida Agency for Health Care Administration (AHCA) announced the waiving of service limits and expanding coverage for Medicaid recipients.,,,,,,Y,,,,,Y
44,"June 17, 2020", The Florida Agency for Health Care Administration (AHCA) announced the waiving of service limits and expanding coverage for Medicaid recipients.,,,,,,,,,,,
45,"June 25, 2020", The Governor announced $250 million in CARES Act funding for rental and mortgage assistance for Florida families.,,,,,,,,,,,
46,"June 26, 2020", The Governor ordered the shutdown of bars with the spike of cases across the state.,,,,,,,,,,,
