,date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
27,"May 11, 2020"," The Governor signed an Executive Order which waives the one-week waiting period to receive unemployment benefits for all claims filed from March 8, 2020 to December 26, 2020. The Governor is also increasing the $40 earning allowance to $200 from May 3, 2020 until June 27, 2020. For employers, the Governor waived any interest from April 1, 2020 to June 27, 2020 on all collection activities suspended under the Executive Order.",,,,,,,,,,,Y
28,"May 12, 2020", The Governor announced additional social distancing measures for seven counties identified as hotspotsthroughout the state.,Y,,,,,,,,,,
29,"May 13, 2020"," The Governor announced that he is lifting a suspension on evictions on June 1, which will allow law enforcement to restart enforcement of eviction orders.",,,,,,,,,,,Y
30,"May 15, 2020"," The Governor signed Executive Order 1486 which will allow more businesses to open, including dance studies, parks, and fishing tournaments.",,Y,,,,,,,,,
31,"May 19, 2020", The Governor released social distancing and sanitation guidelines for in-person worship services to safely resume across the state.,,,,,,,,,,Y,Y
32,"May 21, 2020", The Governor announced that a church in the state had been destroyed by a suspected arson fire after the pastor filed a lawsuit challenging the city on restrictions amid the pandemic.,,,,,,,,,,,Y
33,"May 22, 2020"," The Governor announced that he has extended the Safer at Home order for another week, while allowing outdoor recreation facilities to reopen with restrictions.",,Y,,,,,,,,,
34,"May 27, 2020", The Governor announced that all businesses in the state can reopen as of June 1.,,Y,,,,,,,,,
35,"June 1, 2020", The Governor lifted the final orders that had closed businesses because of the pandemic.,,Y,,,,,,,,,
36,"June 9, 2020"," The Governor signed two executive orders which extends the safe-return order, which went into effect June 1, by an extra two weeks, and the second order moves to get government employees back to work.",,Y,,,,,,,,,
37,"June 15, 2020"," Due to an increase in fraud, the Governor addressed the states response to unemployment fraud schemes related to the pandemic.",,,,,,,,,,,Y
