date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other,Vaccine
18-Mar-20,"The Governor issued an executive order extending the eligibility period for important safety net services to ensure that Californias most vulnerable residents can continue to receive health care, food assistance and in-home supportive services in a timely manner.",,,,,,,,,,,Y,
19-Mar-20,The Governor issued an order for all individuals living in the state to stay home or at their place of residence.,Y,,,,,,,,,,,
20-Mar-20,The Governor announced the deployment of California National Guard members to provide short-term food security to isolated and vulnerable residents.,,,,,,,,,,,Y,
20-Mar-20,The Governor issued an executive order allowing vote-by-mail in three upcoming special elections and extending deadlines for the presidential primary canvass.,,,,,,,,,,,Y,
21-Mar-20,"The Governor issued an executive order giving the state the ability to increase the health care capacity in clinics, mobile health care units, and adult day health care facilities. The executive order also allows local governments more flexibility to utilize the skills of retired employees and reinforces the importance of the delivery of food, medicine, and emergency supplies.",,,,,,Y,,,,,Y,
21-Mar-20,The Governor directed more than $42 million in emergency funding to expand Californias health care infrastructure and secure equipment and services.,,,,,,Y,,,,,Y,
22-Mar-20,The Governor announced President Donald Trump has approved Californias Presidential Major Disaster Declaration.,,,,,,,,,,,Y,
23-Mar-20,"The Centers for Medicare & Medicaid Services (CMS) approved Californias request for a Section 1135 Medicaid waiver. The approved waiver enables California to provide flexibilities in Medicaid provider screening and enrollment, lift prior authorization requirements, allow for reimbursement facility services in alternative settings, and extend fair hearing and appeals timelines.",,,,,,Y,,,,,Y,
24-Mar-20,The Governor issued an executive order directing the California Department of Corrections and Rehabilitation (CDCR) Secretary to temporarily halt the intake and/or transfer of inmates and youth into the state's 35 prisons and four youth correctional facilities.,,,,,,,,,,,Y,
24-Mar-20,The California Infrastructure and Development Bank (IBank) offered the following loan programs for small businesses affected by disasters in California: Disaster Relief Loan Guarantee Program which provides loan guarantees of up to $1 million for small business borrowers in declared disaster areas; and Jump Start Loan Program to help low-wealth entrepreneurs in the declared disaster/emergency areas.,,,,,,,,,,,Y,
24-Mar-20,The California Employment Development Department announced employers experiencing a hardship may request up to a 60-day extension to file their state payroll reports and/or deposit state payroll taxes without penalty or interest.,,,,,,,,,,,Y,
24-Mar-20,"The Governor announced a financial relief package with the following provisions: Financial institutions will offer mortgage payment forbearances of up to 90 days to borrowers; Financial institutions will not report derogatory tradelines (e.g., late payments) to credit reporting agencies, consistent with applicable guidelines; For at least 60 days, financial institutions will not initiate foreclosure sales or evictions, consistent with applicable guidelines; and For at least 90 days, financial institutions will waive or refund for select fees and charges.",,,,,,,,,,,Y,
24-Mar-20,"The Governor announced a financial relief package with the following provisions: Financial institutions will offer mortgage payment forbearances of up to 90 days to borrowers; Financial institutions will not report derogatory tradelines (e.g., late payments) to credit reporting agencies, consistent with applicable guidelines; For at least 60 days, financial institutions will not initiate foreclosure sales or evictions, consistent with applicable guidelines; and For at least 90 days, financial institutions will waive or refund for select fees and charges.",,,,,,,,,,,Y,
27-Mar-20,"The Governor issued an executive order banning the enforcement of eviction orders for renters through May 31, 2020.",,,,,,,,,,,Y,
27-Mar-20,The Governor issued an executive order to enhance the authority of California's Judicial Branch to take emergency action to conduct business and continue to operate.,,,,,,,,,,,Y,
27-Mar-20,The California Labor & Workforce Development Agency removed waiting periods for unemployment and disability insurance and developed a chart of benefits available for workers affected by COVID-19. ,,,,,,,,,,,Y,
29-Mar-20,"The Governor announced leading social media companies, businesses, leaders and individuals from across the state have leapt into action to partner and support the COVID-19 public awareness campaign.",,,,,,,,,,,Y,
30-Mar-20,"The Governor issued an executive order that will provide tax, regulatory and licensing extensions for businesses.",,,,,,,,,,,Y,
30-Mar-20,"The Governor issued an executive order that will temporarily expand the health care workforce and allow health care facilities to staff at least an additional 50,000 hospital beds known as the California Health Corps.",,,,,,Y,,,,,Y,
31-Mar-20,The Governor announced the Stay Home. Save Lives. Check In. campaign urging Californians to help combat social isolation and food insecurity among Californians who are over the age of 65.,,,,,,,,,,,Y,
1-Apr-20,The Governor issued an executive order that allows for the immediate use of funds from the states Disaster Response-Emergency Operations Account.,,,,,,,,,,,Y,
1-Apr-20,"The Governor announced an agreement between teachers, classified employees, school boards, superintendents, and principals to work together to provide distance learning to students as a result of school closures.",,,,,Y,,,,,,,
2-Apr-20,The Governor issued an executive order that will restrict water shutoffs to homes and small businesses.,,,,,,,,,,,Y,
2-Apr-20,"The Governor announced that the state is allocating $50 million to the California Infrastructure and Economic Development Bank for loan guarantees to small businesses to help eliminate barriers to capital for individuals who do not qualify for federal funds, including low wealth and undocumented immigrant communities.",,,,,,,,,Y,,Y,
2-Apr-20,"In response to a large rise in unemployment claims, the Governor announced that small businesses will be able to defer up to $50,000 in owed sales tax for up to one year to help stabilize them financially until federal aid is available.",,,,,,,,,,,Y,
3-Apr-20,The Governor issued an executive order to expand protections to medical providers as they amplify the use of video chats and similar applications to provide routine and non-emergency medical appointments.,,,,,,Y,,,,,Y,
3-Apr-20,The Governor issued an executive order expanding consumer protection against price gouging.,,,,,,,,,,,Y,
3-Apr-20,The Governor announced that California has become the first state in the nation to secure FEMA approval to provide safe isolation capacity for tens of thousands of people experiencing homelessness.,,,,,,,,,,,Y,
3-Apr-20,"The Governor announced the launch of Project Roomkey, a first-in-the-nation initiative to secure hotel and motel rooms to protect people experiencing homelessness.",,,,,,,,,,,Y,
4-Apr-20,The Governor issued an executive order that will facilitate child care for children of essential critical infrastructure workers by allowing the California Department of Education and California Department of Social Services the flexibility to waive certain programmatic and administrative requirements.,,,,,Y,,,,,,Y,
4-Apr-20,"The Governor announced the launch of a new website, covid19supplies.ca.gov, to get critical medical supplies.The Governor also announced the COVID-19 Testing Task Force, a public-private collaboration that will work with stakeholders across the state to quickly and significantly boost California's testing capacity. ",,,,Y,,,,,,,Y,
6-Apr-20,The Governor announced that California will loan 500 state-owned ventilators to the Strategic National Stockpile inventory.,,,,,,Y,,,,,Y,
7-Apr-20,The Governor issued an executive order that provides additional support for older adults and vulnerable young children by allowing for a 60-day waiver for In-Home Supportive Services (IHSS) program caseworkers to continue their work.,,,,,,,,,,,Y,
7-Apr-20,The Governor issued an executive order to help the state procure necessary medical supplies.,,,,,,Y,,,,,,
9-Apr-20,The Governor issued an executive order to address upcoming local elections requiring all mail-in ballot elections.,,,,,,,,,,,Y,
9-Apr-20,"The Governor announced California workers who are receiving unemployment benefits will begin receiving an extra $600 on top of their weekly amount, as part of the new Pandemic Additional Compensation (PAC) initiated by the CARES Act.",,,,,,,,,,,Y,
9-Apr-20,"The Governor announced a new program to provide doctors, nurses and other critical front-line health care workers access to no-cost or low-cost hotel rooms.",,,,,,Y,,,,,Y,
9-Apr-20,"The Governor announced a partnership with United Airlines, which will provide free, round-trip flights for volunteer medical professionals from across California and the country who join the states health care workforce.",,,,,,,,,,,Y,
10-Apr-20,"The Governor announced the release of $100 million to support child care services, and to support child care providers who are stepping up to serve essential infrastructure workers and vulnerable populations and their children during this critical time.",,,,,,,,,,,Y,
10-Apr-20,The Governor announced 600 nurses have been retrained to support facility compliance with COVID-19 guidance and to assist facilities with positive cases.The state will call each facility daily to understand needs and get early warning of any symptomatic patients as well.,,,,,,Y,,,,,Y,
13-Apr-20,"The Governor announced $42 million in new investments to protect younger residents who are at heightened risk for abuse and mistreatment.The Governor is making more than $27 million available to help families stay together, nearly $7 million to support social workers and $3 million to support Family Resource Centers.",,,,,,,,,Y,,Y,
13-Apr-20,The Governor announced a Western States Pact with Oregon Governor Kate Brown and Washington Governor Jay Inslee to focus on reopening their economies and controlling COVID-19 into the future.,,,,,,,,,,,Y,
14-Apr-20,The Governor signed an executive order that addresses the release and reentry process at the Division of Juvenile Justice (DJJ) so that eligible youth serving time at DJJ can be discharged safely and expeditiously.,,,,,,,,,,,Y,
14-Apr-20,The Governor outlined six critical indicators the state will consider before modifying the stay-at-home order and other interventions.,,,,,,,,,,,Y,
15-Apr-20,"The Governor issued an executive order taking the following actions: Expanding call center hours at the Employment Development Department (EDD) to better assist Californians with unemployment insurance applications; andImplementing a one-stop shop for those applying for Pandemic Unemployment Assistance, including the self-employed and independent contractors.",,,,,,,,,,,Y,
15-Apr-20,The Governor announced the allocation of $75 million in statewide Disaster Relief Assistance funding to provide financial support for immigrant workers.,,,,,,,,,Y,,Y,
15-Apr-20,"The Governor announced the release of an immigrant resource guide to provide information about COVID-19 related assistance, including public benefits, that are available to immigrant Californians.",,,,,,,,,,,Y,
16-Apr-20,"The Governor issued an executive order taking the following actions allowing: The California State University system will be able to waive hearing requirements to be able to make adjustments to admissions criteria for students applying this coming fall to enter as freshmen in the fall of 2021; The California Department of Justice will develop procedures to perform name-based background checks to protect health and safety and avoid delays in processing employment for critical sectors, such as health care services and care and support for vulnerable populations; and Federal stimulus checks will flow directly to custodial parents owed back child support payments and will additionally allow for commercially licensed food trucks to be able to temporarily operate in roadside rest areas for a period of 60 days, to ensure essential infrastructure workers have access to food. ",,,,,,,,,,,Y,
16-Apr-20,"The Governor issued an executive order to support California workers from large employers in the food sector industry impacted by the COVID-19 pandemic with two weeks of paid sick leave.Also providing health and safety standards to increase worker and customer protection by permitting workers at food facilities to wash their hands every 30 minutes, or as needed, to increase proper sanitation measures.",,,,,,,,,,,Y,
17-Apr-20,The Governor announced the formation of a state Task Force on Business and Jobs Recovery that will work to develop actions government and businesses can take to help residents recover swiftly and safely. ,,,,,,,,,,,Y,
17-Apr-20,The Governor issued an executive order allowing for temporary waivers for county child welfare agencies and probation departments to perform necessary functions using alternative processes other than face-to-face interactions.,,,,,,,,,,,Y,
18-Apr-20,The Governor announced the state has reached agreement with the Motel 6 chain to make available all of its corporate-owned locations to counties with a master agreement template. ,,,,,,,,,,,Y,
20-Apr-20,"The Governor announced commitments from companies, business leaders and philanthropists to provide Internet access for hundreds of thousands of households as well as laptops, Chromebooks and tablets for over 70,000 students.",,,,,,,,,,,Y,
20-Apr-20,The California Public Utilities Commission announced $30 million in funding to help school districts ensure that families have Internet access and computing devices for distance learning.,,,,,Y,,,,,,Y,
20-Apr-20,The California State Transportation Agency announced a partnership with the City of Sacramento to convert and deploy seven transit buses to be used as super hotspots for enhanced Internet connectivity.,,,,,,,,,,,Y,
21-Apr-20,The Governor announced California Volunteers CaliforniansForAll service initiative to connect Californians with safe volunteer opportunities and encourage those unable to physically volunteer to think creatively about ways to make a difference in their communities.,,,,,,,,,,,Y,
22-Apr-20,"The Governor announced plans to allow hospitals and health systems to resume delayed medical care such as heart valve replacements, angioplasty and tumor removals, and key preventive care services, such as colonoscopies.",,Y,,,,Y,,,,,,
23-Apr-20,"The Governor issued an executive order modifying previous orders, including the granting of a 60-day extension for customers on several Department of Motor Vehicles deadlines, including those for recently expired drivers licenses and identification cards, to reflect public compliance with the COVID-19 stay-at-home order.",,,,,,,,,,,Y,
23-Apr-20,The Governor issued an executive order offering flexibility to the California Department of Health Care Services (DHCS) and Medi-Cal providers on a variety of deadlines and requirements to ensure continuity of service to patients and customers.,,,,,,,,,,,Y,
23-Apr-20,"The Governor issued an executive order requiring local education agencies, including school districts, to publish a written report to their communities explaining how they have responded to COVID-19, including steps taken to deliver distance learning and meet the needs of disadvantaged students.",,,,,Y,,,,,,Y,
23-Apr-20,"The Governor announced that most private student loan servicers have agreed to provide payment and other relief to borrowers, including more than 1.1 million Californians with privately held student loans. ",,,,,,,,,,,Y,
23-Apr-20,"The Governor issued an executive order that exempts garnishment for any individuals receiving federal, state or local government financial assistance in response to the COVID-19 pandemic. ",,,,,,,,,,,Y,
24-Apr-20,"The Governor announced the launch of the first-in-the nation meal delivery program, a partnership to make wellness check-in calls, and the expansion of Friendship Line California to help combat social isolation. These actions will support the approximately 1.2 million Californians over the age of 65 who live alone.",,,,,,,,,,,Y,
29-Apr-20,"The Governor announced the expansion of the Farm to Family program to help meet the growing demand at California food banks and CalFresh and EBT programs, including new Pandemic-EBT, and EBT for online purchasing.",,,,,,,,,,,Y,
30-Apr-20,"The Governor issued an executive order today that will allow adults to obtain marriage licenses at the discretion of their local county clerk, through videoconferencing.",,,,,,,,,,,Y,
30-Apr-20,The Governor announced a new online portal to expand childcare subsidies and after-school programs for essential workers and vulnerable families.,,,,,Y,,,,,,Y,
30-Apr-20,"The Governor ordered all beaches and state parks in Orange County to temporarily close on April 30, after violations of the states physical distancing rules.",Y,,,,,,,,,Y,,
1-May-20,The Governor issued an executive order that temporarily broadens the capability of counties to enroll persons into the California Work Opportunity and Responsibility to Kids (CalWORKs) program using various eligibility verification methods due to social distancing requirements.,,,,,,,,,,,Y,
4-May-20,"The Governor issued an executive order directing the State Public Health Officer to establish criteria to determine whether and how, in light of local conditions, local health officers may implement public health measures less restrictive than the statewide public health directives.",,,Y,,,,,,,,Y,
4-May-20,"The Governor announced a partnership with the University of California, San Francisco and University of California, Los Angeles to immediately begin training workers for a landmark contact tracing program that will help contain the ongoing COVID-19 pandemic while the state looks to modify the stay at home order. ",,,,,,,,,,,Y,
4-May-20,"The Governor announced that based on the states progress in meeting metrics tied to indicators, the state can begin to move into the early phase of Stage 2 of reopening this Friday, May 8 allowing for gradual reopening of lower-risk workplaces with adaptations including bookstores, clothing stores, florists and sporting goods stores.",,,,,,,,,,,,
6-May-20,The Governor issued an executive order that creates a time-limited rebuttable presumption for accessing workers compensation benefits applicable to residents who must work outside of their homes during the stay at home order.,,,,,,,,,,,Y,
6-May-20,"The Governor issued an executive order that waives penalties for property taxes paid after April 10 for taxpayers who demonstrate they have experienced financial hardship through May 6, 2021.",,,,,,,,,,,Y,
6-May-20,The Governor announced a new site that will allow residents to find testing sites statewide by their zip code.,,,,Y,,,,,,,Y,
7-May-20,"The Governor released updated industry guidance  including for retail, manufacturing and logistics  to begin reopening with modifications that reduce risk and establish a safer environment for workers and customers.",,Y,,,,,,,,,,
8-May-20,"The Governor issued an executive order that extends the following critical deadlines: Certification requirements for public school project inspectors and Certified Access Specialists;State Marshal to publish lists of building materials requirements and registration renewals;Expiration dates for notaries public; Retired peace officers to temporarily be reemployed for up to a year they left the agency in good standing; and Procedural deadlines of the Department of Industrial Relations, including the deadline for workers to file wage claims with the Labor Commissioner; the deadline for employers to appeal Cal/OSHA citations; and the deadline for Workers Compensation Administrative Law Judges to issue decisions.",,,,,,,,,,,Y,
8-May-20,"The Governor issued an executive order requiring that each county's elections officials send vote-by-mail ballots for the November 3, 2020 General Election to all registered voters.",,,,,,,,,,,Y,
8-May-20,"The Centers for Medicare and Medicaid Services (CMS) approved Californias additional request for a Medicaid 1135 waiver. The waiver allows California to lift prior authorization requirements, waive consent requirements for Home and Community-Based Services (HCBS), and to allow for HCBS in additional settings",,,,,,Y,,,,,Y,
11-May-20,The Governor along with governors and legislative leaders from five western states requested $1 trillion in direct and flexible relief to states and local governments.,,,,,,,,,Y,,Y,
12-May-20,The Governor announced that the Department of Consumer Affairs and State Board of Pharmacy will allow pharmacists to collect specimens for COVID-19 tests and order tests for consumers.,,,,,,,,,,,Y,
12-May-20,The Governor announced the state has also created a new Medi-Nurse line available for Medi-Cal patients without a health plan (fee for service) and uninsured Californians.,,,,,,Y,,,,,Y,
14-May-20,The Governor submitted his 2020-21 May Revision budget proposal to the Legislature  a balanced plan to close a budget gap of more than $54 billion brought on by the COVID-19 recession.,,,,,,,,,Y,,Y,
18-May-20,"The Governor announced the easing of criteria for counties that want to reopen faster than the rest of the state. Counties must demonstrate stable hospitalization rates and low numbers of positive cases, but no longer are required to meet the criteria of no deaths in the last 14 days.",,,Y,,,,,,,,,
19-May-20,"The Governor issued an executive order addressing a variety of issues relating to domestic violence, Cal Grant applicant requirements, Energy Commission funding deadlines, and extending claims for reimbursement by local governments.",,,,,,,,,,,Y,
22-May-20,"The Governor announced the launch of California Connected, the states comprehensive contact tracing program and public awareness campaign.",,,,,,,,,,,Y,
25-May-20,The Governor announced counties can now begin re-opening houses of worship and in-store shopping for retail.,,,Y,,,,,,,,,
26-May-20,The Governor announced counties can choose to reopen hair salons and barbershops with certain modifications.,,,Y,,,,,,,,,
29-May-20,The Governor issued an executive order extending authorization for local governments to halt evictions for renters impacted through July 28.,,,,,,,,,,,Y,
29-May-20,"The Governor and First Partner announced a series of new initiatives to support victims of domestic violence amidst the COVID-19 pandemic, including $5 million in state funding and a new partnership to secure private fundingwith $3 million in seed funding.",,,,,,,,,,,Y,
29-May-20,"The Governor and First Partner announced the state is partnering with the California Partnership to End Domestic Violence (CPEDV), Airbnb, and Uber to provide free accommodation and transportation to victims of domestic violence.",,,,,,,,,,,Y,
3-Jun-20,"The Governor issued a proclamation declaring a statewide General Election on Tuesday, November 3, 2020, and issued an executive order to ensure that Californians can exercise their right to vote in a safe, secure, and accessible manner during the upcoming election.",,,,,,,,,,,Y,
5-Jun-20,"The Governor issued an executive order that will help increase the availability of over-the-counter drugs, such as hand sanitizer, and medical devices, such as respirators, ventilators and masks.",,,,,,Y,,,,,,
8-Jun-20,The Governor announced that California-based BYD North America has received certification from the National Institute for Occupational Safety and Health (NIOSH) to produce N95 respirators for the state.,,,,,,Y,,,,,,
15-Jun-20,The Governor issued an executive order taking the following actions: Extending waivers temporarily broadening the capability of counties to enroll persons into the California Work Opportunity and Responsibility to Kids (CalWORKs) program; andExtending permission for commercially-licensed food trucks to operate in roadside rest areas.,,,,,,,,,,,Y,
18-Jun-20,The Governor issued a mandate requiring residents to wear face coverings in common and public indoor spaces and outdoors when physical distancing is not possible.,Y,,,,,,,,,,,
22-Jun-20,The Governor issued an executive order extends a waiver that allows retailers to temporarily pause in-store redemption of beverage containers. The order also temporarily suspends the requirement for recycling centers to hold a minimum number of hours of operation.,,,,,,,,,,,Y,
24-Jun-20,"The State Superintendent of Public Instruction, First Partner, and State Board President announced the launch of Advance Social and Emotional Learning (SEL) to engage teachers, school leaders, and families across the state how they can address the social and emotional needs of students both in response to COVID-19 and over the long term.",,,,,Y,,,,,,,
25-Jun-20, The Governor issued a proclamation of a budget emergency to make additional resources available to fund the state’s ongoing emergency response.,,,,,,,,,Y,,Y,
25-Jun-20," The Governor unveiled the COVID Assessment Tool, an open-source “model of models” that will allow scientists, researchers, and public to access the most current data and model future scenarios. The Governor also directed state agencies and departments to make accessible nearly all COVID-19 data and information.",,,,,,,,,,,Y,
29-Jun-20," The Governor signed the 2020 Budget Act - a $202.1 billion spending plan that strengthens emergency response, protects public health and safety, and promotes economic recovery while closing a $54.3 billion budget shortfall caused by the COVID-19 recession.",,,,,,,,,Y,,Y,
30-Jun-20," The Governor issued an executive order taking the following actions: Extending authorization for local governments to halt evictions for renters impacted by the COVID-19 pandemic, through September 30. Extending provisions in earlier orders which allow adults to obtain marriage licenses via videoconferencing rather than in-person during the pandemic; Waiving eligibility re-determinations for Californians who participate in Medi-Cal, to ensure they maintain their health coverage; suspend face-to-face visits for eligibility for foster care; Extending waivers temporarily broadening the capability of counties to enroll persons into the California Work Opportunity and Responsibility to Kids (CalWORKs) program; Extending provisions allowing for mail-in renewals of driver’s licenses and identification cards, to limit in-person transactions at the Department of Motor Vehicles; and Extending timeframes related to the payment of real estate license application and renewal fees and continuing education requirements for licensees.",,,,,,,,,,,Y,
30-Jun-20," The Governor announced the Homekey initiative that will spend upwards of $1 billion to purchase hotels, motels, vacant apartment buildings and tiny homes and provide services to the homeless.",,,,,,,,,,,Y,
2-Jul-20,The Governor announced the “Wear A Mask” public awareness campaign encouraging residents to use face coverings.,,,,,,,,,,,Y,
6-Jul-20,The Governor ordered a second shutdown of restaurants and indoor business in more than 19 counties that have seen a recent surge in cases.,Y,,,,,,,,,,,
9-Jul-20," The Governor announced new efforts to protect emergency personnel and evacuees from the virus during wildfires including the hiring of additional firefighters, holding virtual briefings, and updating mass care and sheltering protocols.",,,,,,,,,,,Y,
13-Jul-20," The Governor ordered all counties in the state to close all bars and the indoor operations of businesses including restaurants, movie theaters and museums. The Governor also closed indoor operations for fitness centers, worship services, personal care services, malls, offices, hair salons and barbershops for 30 counties on California’s monitoring list.",Y,,,,,,,,,,,
24-Jul-20, The Governor announced the allocation of existing federal funds to local public health departments and community-based organizations to assist with supportive services for isolation and quarantine.,,,,,,,,,,,Y,
24-Jul-20," The Governor announced the expansion of the state’s public awareness campaign to #WearAMask and #StoptheSpread, to employers, to workers and to their families to inform them of ways they can break the cycle of spread and reduce their risk for COVID-19 at work, at home, and in their community.",,,,,,,,,,,Y,
24-Jul-20, The Governor announced a new Employer Playbook released today will guide them on how to provide a clean environment for workers and customers to reduce risk.,,,,,,,,,,,Y,
24-Jul-20," The Governor announced the state has expanded testing and health plan reimbursement for the essential workforce, in addition to requiring health plans to reimburse all testing for high-risk essential workers.",,,,,,,,,,,Y,
27-Jul-20," The Governor announced targeted actions to support the Central Valley by providing $52 million to help expand disease investigation, contact tracing and quarantine efforts. In addition, the state will deploy three Unified Support Teams to evaluate on-the-ground needs and develop strategies and interventions to address them.",,,,,,,,,,,Y,
29-Jul-20,"The Governor announced a series of actions to better serve workers that have experienced job loss and the formation of an Employment Development Department (EDD) strike team, and a renewed focus on processing unpaid claims.",,,,,,,,,,,Y,
31-Jul-20,Governor Gavin Newsom today signed an executive order addressing statutory requirements impacted by the COVID-19 pandemic.,,,,,,,,,Y,,Y,
10-Aug-20,Governor Newsom Announces $81.8 Million in Commitments to Support Isolation and Quarantine Efforts in Communities Disproportionately Impacted by COVID-19 ,,,,,,Y,,,Y,,Y,
14-Aug-20,California Schools Receive Critical Funds to Support Distance Learning and Governor Newsom Signs Executive Order Directing State Agencies to Bridge Digital Divide,,,,,Y,,,,,,Y,
24-Aug-20,Governor Gavin Newsom today issued an executive order to help increase the availability of CLIA-waived COVID-19 testing and address a variety of issues in response to the pandemic.,,,,Y,,,,,,,Y,
26-Aug-20,"Governor Newsom Announces Major Plan to More than Double State’s Testing Capacity, Reduce Turnaround Time",,,,Y,,,,,,,Y,
26-Aug-20,Governor Gavin Newsom today signed an executive order to assist elections officials as they prepare for the upcoming election amid the COVID-19 pandemic,,,,,,,,,,,Y,
28-Aug-20,"Governor Newsom Unveils Blueprint for a Safer Economy, a Statewide, Stringent and Slow Plan for Living with COVID-19",,Y,,,,,,,,,,
28-Aug-20,Governor Newsom Signs Executive Order to Help Increase State’s Testing Capacity,,,,Y,,,,,,,Y,
31-Aug-20,Governor Newsom Signs Statewide COVID-19 Tenant and Landlord Protection Legislation,,,,,,,,,,,Y,
3-Sep-20,Governor Gavin Newsom today signed an executive order extending consumer protections against price gouging,,,,,,,,,,,Y,
9-Sep-20,"Governor Newsom Signs Bills to Support Small Businesses Grappling with Impact of COVID-19 Pandemic, Bolster Economic Recovery",,,,,,,,,,,Y,
9-Sep-20,Governor Newsom Signs Bill Immediately Ensuring Access to Paid Sick Leave for Every California Employee,,,,,,Y,,,,,Y,
16-Sep-20,Governor Gavin Newsom announced that Washington and Oregon will participate with California in piloting a project to test promising exposure notification technology,,,,,,Y,,,,,,
17-Sep-20,Governor Newsom signed legislation that expand access to workers’ compensation and require employers to notify local officials and employees of COVID-19 outbreaks in the workplace,,,,,,,,,,,Y,
23-Sep-20,"Governor Gavin Newsom signed an executive order to extend authorization for local governments to halt evictions for commercial renters impacted by the COVID-19 pandemic through March 31, 2021",,,Y,,,,,,,,,
19-Oct-20,Governor Newsom named Scientific Safety Review Workgroup to advise state on COVID-19 vaccines  ,,,,,,Y,,,,,,Y
20-Oct-20,The California Department of Public Health (CDPH) released new guidance and made updates to the Blueprint for a Safer Economy,,Y,,,,,,,,,,
26-Oct-20,California Department of Public Health named drafting guidelines workgroup to advise state on COVID-19 vaccines,,,,,,,,,,,Y,Y
27-Oct-20,Western States joined California’s Scientific Safety Review Workgroup to ensure safety of COVID-19 vaccine  ,,,,,,,,,,,Y,Y
28-Oct-20,"Governor Gavin Newsom issued an executive order directing the California Department of Transportation to create a process for issuing temporary encroachment permits, allowing people 70 years of age or older to renew their drivers’ licenses by mail, and extending provisions related to deadlines for the payment of real estate license application and renewal fees",,,,,,,,Y,,,,
