date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other,Vaccine
20-May-20,"The Governor announced the Wisconsin Farm Support Program, a $50 million investment to provide direct payments to Wisconsin farmers in support of the agricultural sector, and a $15 million Food Security Initiative.",,,,,,,,,,,Y,
21-May-20,"The Governor announced a $100 million grant program to support providers most at risk for financial hardship during COVID-19. Financial assistance will target emergency medical services, home and community-based services, and long-term care providers such as skilled nursing facilities and assisted living facilities.",,,,,,,,,,,Y,
27-May-20,"The Governor launched the Route to Recovery: Local Government Aid Grants program, a $200 million effort aimed at helping local leaders address their urgent and unique recovery needs. Through the Department of Administration (DOA), recovery grants will be allocated to every Wisconsin county, city, village, town, and federally recognized tribe.",,,,,,,,,,,Y,
11-Jun-20,The Governor announced that hospitals across the state will receive direct payments from the Wisconsin Department of Health Services (WDHS) to assist with lost revenue and expenses incurred related to the COVID-19 pandemic. WDHS will distribute payments from the $40 million provided to Wisconsin under the CARES Act.,,,,,,,,,,,Y,
17-Jun-20,The Governor announced more than $80 million in financial assistance to Wisconsin’s K-12 schools and higher education institutions to assist with challenges faced in light of COVID-19.,,,,,,Y,,,,,Y,
7-Jul-20,"The Governor announced additional efforts to distribute PPE to schools, food processors, and businesses. Wisconsin Emergency Management will begin shipping more than 2 million face cloths and more than 4,200 infrared thermometers to K-12 public, charter, and private schools. Additionally, the Wisconsin Department of Agriculture, Trade, and Consumer Protection is facilitating the delivery of approximately 60,000 masks to local food processors and businesses.  ",,,,,,,,,,,Y,
23-Jul-20,"The Governor announced that 155 local education agencies (LEAs) are eligible to apply for the $46.4 million provided through the Governor’s Emergency Education Relief Fund. Eligibility for funding is based on economic disadvantage, access to personal computing devices, access to internet, and students’ score on the English Language Arts Assessment.",,,,,,,,,,,Y,
30-Jul-20,Gov. Evers issued Executive Order declaring Public Health Emergency and requiring face coverings statewide​ ,Y,,,,,,Y,,,,,
6-Aug-20,Gov. Evers announced $32 million to support COVID-19 testing at UW campuses​ ,,,,Y,,,,,Y,,,
13-Aug-20,Gov. Evers announced la​unch of COVID-19 Response and Recovery Investment Dashboard​ ,,,,,,,,,,,Y,
3-Sep-20,Gov. Evers announced additional CARES Act funds for early care and education​,,,,,Y,,,,Y,,,
3-Sep-20,Gov. Evers announces $5 million COVID-19 Cultural Organization Grant Program,,,,,,,,,,,Y,
22-Sep-20,Gov. Evers declared a new Public Health Emergency due to campus outbreaks and issued new Face Coverings Order​,Y,,,,,,Y,,,,,
23-Sep-20,Gov. Evers announced more than $5 Million in CARES Act Funding for broadband expansion​ ,,,,,,,,,Y,,Y,
24-Sep-20,"Gov. Evers announced $8.3 million for COVID-19 testing at Wisconsin’s private, non-profit, and tribal colleges and universities",,,,Y,Y,,,,,,,
30-Sep-20,"Gov. Evers, Lt. Gov. Barnes, DHS, and UW Population Health Institute announced Just Recovery Initiative to address disproportionate impact of COVID-19 on Wisconsin’s communities of color​",,,,,,,,,,,Y,
1-Oct-20,"​​Gov. Evers, Secretary-designee Palm issues order to expand healthcare workforce",,,,,,Y,,,,,,
5-Oct-20,"Gov. Tony Evers announced an additional $47 million investment in COVID-19 support for child care, healthcare navigators, and energy and rental assistance to Wisconsinites across the state.",,,,,Y,,,,,,Y,
6-Oct-20,Gov. Evers announced additional $100 million in Wisconsin Small Businesses and Economic Stabilization,,,,,,,,,Y,,Y,
6-Oct-20,​Gov. Evers directed the Department of Health Services to limit indoor public gatherings​,Y,,,,,,,,,,,
7-Oct-20,Gov. Evers announced Wisconsin State Fair Park Alternate Care Facility to accept COVID-19 patients due to increased hospitalizations in the Fox Valley,,,,,,Y,,,,,,
20-Oct-20,Gov. Evers announced additional tax relief for Wisconsin taxpayers,,,,,,,,,,,Y,
29-Oct-20,"Gov. Evers, DHS Secretary-designee Palm announced expansion of Wisconsin's COVID-19 community testing efforts",,,,Y,,,,,,,,
2-Nov-20,"​​Gov. Evers, DSPS Secretary-designee Crim announcd Wisconsin Enhanced Prescription Drug Monitoring Program was awarded nearly $2 million grant​​​​​​​​​​​​",,,,,,Y,,,,,,
3-Nov-20,Gov. Evers announced a $10-million investment aimed at providing economic stabilization for nonprofit organizations providing critical services to Wisconsinites during COVID-19,,,,,,,,,,,Y,
10-Nov-20,"Gov. Evers signed an Executive Order advising Wisconsinites to stay home, and encourages businesses to take additional steps to protect workers, customers, and the surrounding community",Y,,,,,,,,,,,
12-Nov-20,"​​Gov. Evers and the Wisconsin Department of Agriculture, Trade, and Consumer Protection announced additional $10 million for Food Security Initiative",,,,,,,,,,,Y,
18-Nov-20,Gov. Evers announced that $6.6 million in COVID-19 Out-of-School Support Grants,,,,,Y,,,,,,,
20-Nov-20,Gov. Evers announced $120 million to support small businesses as COVID-19 cases surge,,,,,,,,,,,Y,
20-Nov-20,Gov. Evers declared a new public health emergency in Wisconsin which includes a face mask mandate for Wisconsin residents ages five and older when they are indoors or in an enclosed space with anyone outside their household or living unit. ,Y,,,,,,,,,,,
2-Dec-20,Gov. Evers Announces $45 Million in Targeted Assistance for Restaurants Impacted by the COVID-19 Pandemic,,,,,,,,,,,Y,
3-Dec-20,"Gov. Evers Delivers Radio Address Urging Wisconsinites to Help Stop the Spread and pledges money to Lodging Idustry Partners, Live Music and Entertainment Venues and Restaraunts ",,,,,,,,,,,Y,
7-Dec-20,The Department of Health Services (DHS) and Department of Administration (DOA) have recently contracted with a staffing agency to assist in hiring more staff for health care and skilled nursing facilities,,,,,,Y,,,,,,
9-Dec-20,Gov. Evers today announced that the U.S. Department of Defense (DOD) will deploy approximately 45 U.S. Army medical personnel to assist the state’s efforts to combat COVID-19 in Wisconsin.,,,,,,Y,,,,,,
14-Dec-20,Gov. Evers Announces DHS has Activated the Federal Government's Pharmacy Distribution Program for COVID-19 Vaccine,,,,,,Y,,,,,,Y
17-Dec-20,Gov. Evers Announces New Contact Tracing App to Launch Next Week,,,,,,,,,,,Y,
17-Dec-20,Gov. Tony Evers today delivered the Democratic Radio Address encouraging Wisconsinites to continue to taking precautions to protect their health and safety as the state works to distribute and administer the COVID-19 vaccine over the coming weeks and months. ,,,,,,,,,,,Y,Y
18-Dec-20,Gov. Evers and the DHS announced a new outpatient infusion clinic opening for COVID-19 patients,,,,,,Y,,,,,,
21-Dec-20,Gov. Evers announced Wisconsin to receive first shipment of Moderna vaccine,,,,,,,,,,,,Y
22-Dec-20,"Gov. Evers, and the DHS announced Wisconsin will offer at-home COVID-19 testing option",,,,Y,,,,,,,,
28-Dec-20,Gov. Evers Announces the Launch of the Pharmacy Distribution Program for Long-Term Care,,,,,,Y,,,,,,Y
11-Jan-21,"Department of Health Services Announces Police and Fire are Eligible for COVID-19 Vaccine. Vaccines will be available to them starting January 18, 2021",,,,,,,,,,,,Y
13-Jan-21,"Governor Tony Evers joined the Wisconsin Department of Health Services (DHS) in announcing an additional $86 million in funding for local and tribal health departments today. The funds, designed to help alleviate the immense strain the COVID-19 pandemic has placed on public health departments across the state, will be dedicated to off-setting COVID-19 related expenses, such as vaccine administration. It will support testing and contact tracing, and also support vaccine administration.",,,,,,,,,Y,,,
13-Jan-21,"The Wisconsin Department of Health Services and laboratory partners identified a variant strain of SARS-CoV-2, the virus that causes COVID-19, in Wisconsin",,,,,,,,,,,Y,
14-Jan-21,Gov. Evers Announces DHS Assisted Living Facilities Will Begin Federal Pharmacy Partnership Program to Receive COVID-19 Vaccines,,,,,,Y,,,,,,Y
14-Jan-21,DHS Announces Weekly Newsletter to Keep Public Informed of COVID-19 Response and Vaccine Progress,,,,,,,,,,,Y,
15-Jan-21,"Gov. Tony Evers today announced the Wisconsin Department of Health Services (DHS) and the Wisconsin National Guard (WING) will launch the Mobile Vaccination Program on January 19. As additional vaccine is allocated to Wisconsin, this initiative will accelerate vaccination efforts and expand accessibility to all corners of Wisconsin by supplementing local partners with staffing support and resources.    ",,,,,,Y,,,,,,Y
18-Jan-21,"Gov. Tony Evers today signed Executive Order #104 and Emergency Order #1 establishing a new statewide public health emergency and face coverings requirement, respectively, as the state continues to expand vaccination distribution across the state.",,,,,,,,,,,Y,Y
19-Jan-21,Wisconsin Announces 65 and older Adults Eligible for COVID-19 Vaccine Beginning January 25,,,,,,,,,,,,y
3-Feb-21,Gov. Tony Evers signed Executive Order #105 and Emergency Order #1 establishing a statewide public health emergency and requiring face coverings in public places to protect the health and safety of Wisconsinites. The governor's orders today come as Republicans in the Legislature voted to end the governor's previous public health emergency and relating order requiring face coverings in public places. Executive Order #105 is available here and Emergency Order #1 is available here. The orders are effective immediately. ,Y,,,,,,,,,,,
5-Feb-21,Gov. Evers Vetoes GOP Bill Limiting Response to Pandemic,,,,,,,,,,,Y,
15-Feb-21,The Wisconsin Department of Health Services (DHS) today announced a $6.1 million investment to support community-based organizations in raising awareness and access to COVID-19 vaccine among communities that have faced both historical and current barriers to health care services and the COVID-19 vaccine.,,,,,,,,,Y,,,Y
19-Feb-21,"Gov. Tony Evers today signed Assembly Bill (AB) 4, now 2021 Wisconsin Act 3, which would allow pharmacy technicians and students to administer COVID-19 vaccines under certain conditions.",,,,,,,,,,,,Y
22-Feb-21,The Wisconsin Department of Health Services (DHS) is launching a new service March 1 that will help connect people with available vaccine.,,,,,,,,,,,Y,Y
25-Feb-21,"DHS Announces Groups Eligible for COVID-19 Vaccine on March 1. People 65+, teachers, and child care workers will be prioritized",,,,,,,,,,,,Y
1-Mar-21,"The Wisconsin Department of Health Services (DHS) announced today that the U.S. Food and Drug Administration (FDA) has authorized a third COVID-19 vaccine to be distributed for use, expanding vaccine supply nationwide. FDA issued the emergency use authorization (EUA) for the Johnson & Johnson COVID-19 vaccine on February 27, 2021. An initial allocation of about 47,000 doses are expected to arrive in Wisconsin next week and be incorporated into Wisconsin’s vaccine allocation strategy.",,,,,,,,,,,,Y
1-Mar-21,"Wisconsin Department of Health Services (DHS) announces the following groups are eligible for the COVID-19 vaccine (in priority order): Frontline health care personnel, Residents of long-term care, Police and fire personnel, correctional staff, Adults age 65 and older, Education and child care staff, Individuals enrolled in Medicaid long-term care programs, Some public-facing essential workers such as 911 operators, public transit, and grocery store employees, Non-frontline essential health care personnel, Facility staff and residents of congregate living settings",,,,,,,,,,,,Y
5-Mar-21,DHS and Laboratory Partners Identify Variant Strain B.1.351 of SARS-CoV-2 in Wisconsin,,,,,,,,,,,Y,
11-Mar-21,DHS Announces People with Medical Conditions Eligible for the COVID-19 Vaccine March 29,,,,,,,,,,,,Y
16-Mar-21,"Gov. Evers and the Department of Health Services (DHS) announced today that individuals age 16 and older with certain medical conditions will be eligible for the COVID-19 vaccine beginning March 22, which is earlier than previously expected. This eligibility group includes individuals with medical conditions associated with an increased risk of severe illness from COVID-19.",,,,,,,,,,,,Y
22-Mar-21,Wisconsin Department of Health Services (DHS) announces that people age 16 and older with certain medical conditions associated with an increased risk of severe illness from COVID-19 are eligible for the vaccine. This newly eligible group adds more than 2 million people into the population eligible for the vaccine.,,,,,,,,,,,,Y
1-Apr-21,DHS Awards $6.2 Million in Grants to Promote Health Equity in COVID-19 Vaccine Program,,,,,,,,,,,,Y
2-Apr-21,"The Wisconsin Department of Health Services (DHS) has updated the Staying Safe in Your Community webpage to include recommendations for both fully vaccinated and unvaccinated people. The webpage now includes guidance for a variety of spring and summer activities, as well as guidelines for attending or hosting gatherings.",,,,,,,,,,,Y,
5-Apr-21,Everyone Age 16 and Older Now Eligible for the COVID-19 Vaccine,,,,,,,,,,,,Y
8-Apr-21,Wisconsin Department of Health Services (DHS) released a new data table on our variant webpage that shows SARS-CoV-2 variant proportions by Health Care Emergency Readiness Coalition (HERC) region. The variants page now also includes information on two additional variant strains of SARS-CoV-2: variants B.1.427 and B.1.429.,,,,,,,,,,,Y,
19-Apr-21,"Governor Evers, DHS Announce More Than $175 Million to Support COVID-19 Testing in Schools",,,,Y,Y,,,,,,,
14-May-21,Fully Vaccinated People Can Resume Activities Without Masks,,,,,,,,,,,Y,Y
11-Jun-21,DHS Community-Based Vaccination Clinics to Begin Ramping Down Operations,,,,,,,,,,,,Y
22-Jun-21,"Governor Tony Evers and the Department of Health Services (DHS) today announced convenient and free of charge COVID-19 testing support for Wisconsin schools in the 2021-2022 school year. The new program connects schools with testing partners to handle the school’s on-site COVID-19 testing for teachers, staff, students, and their families",,,,Y,Y,,,,,,,
6-Aug-21,"The Department of Health Services (DHS) today launched a K-12 School Testing Program communications toolkit. This toolkit will support school districts and school administrators’ efforts to connect with school staff, families, and communities about the COVID-19 testing opportunities available to them through the schools participating in this program. DHS has also released an updated version of the Guidelines for the Prevention, Investigation, and Control of COVID-19 Outbreaks in K-12 Schools in Wisconsin, a resource for school administrators and local and tribal health departments to use as they work together to make decisions about layered prevention strategies and to prevent and control COVID-19 outbreaks.",,,,Y,Y,,,,,,,
26-Aug-21,The Wisconsin Department of Health Services (DHS) and Department of Public Instruction (DPI) have released guidance on strategies districts and schools can use to best protect students during in-person learning this school year.,,,,,Y,,,,,,,
4-Oct-21,DHS Announces New Electronic Communications to Notify COVID-19 Close Contacts. Contact tracers can now send texts and emails to close contacts of people who have tested positive for COVID-19,,,,,,,,,,,Y,
8-Oct-21,"The Wisconsin Department of Health Services (DHS) announced today the relaunch of the Testing Pilot Program, now referred to as the Community Testing Support Program, to support entities across Wisconsin in offering local, convenient COVID-19 testing.",,,,Y,,,,,,,,
13-Oct-21,"Wisconsin Department of Health Services (DHS) announced funds will be made available to promote racial and geographic equity in the COVID-19 response. DHS was awarded $27 million by the Centers of Disease Control and Prevention (CDC) to combat inequities related to COVID-19 infection, illness, and death, including $9 million dedicated to rural communities.",,,,,,,,,Y,,,
9-Dec-21,The Wisconsin Department of Health Services (DHS) announced $8.1 million in grants has been awarded to organizations across the state to promote health equity in COVID-19 vaccination throughout the state.,,,,,,,,,Y,,,Y
13-May-22,"Wisconsin Department of Health Services (DHS) announced the Moving Forward Together Grant Program, a new funding opportunity to support continued efforts to promote health equity in COVID-19 vaccination in Wisconsin.",,,,,,,,,Y,,,
