date,policy
"April 30, 2020"," The Governor announced that a Safer at Home order will replace the states current Stay at Home order, effective May 4. "
"May 1, 2020"," The Governor announced Week 2 reopening to begin on      May 4, permitting small businesses with 10 or fewer employees, restaurants      with takeaway service or outdoor dining options, as well as religious      entities and funeral homes to reopen. "
"May 3, 2020", The Governor removed three counties from the list of      West Virginia hot spots for COVID-19. 
"May 4, 2020"," The Governor announced Week 3 of West Virginias Comeback, to begin on May 11. The phase will include reopening of wellness centers operated by or with West Virginia Licensed Health Care providers and drive-in movie theaters. "
"May 5, 2020", The Governor announced that West Virginians who have exhausted their regular      unemployment benefits are eligible for Pandemic Emergency Unemployment      Compensation  a 13-week extension on unemployment benefits provided by      the CARES Act.
"May 6, 2020"," The Governor issued an Executive Order directing the West Virginia Department of Health and Human Resources and the West Virginia National Guard to test all daycare employees, as well as residents and staff members of assisted living facilities and residential care communities."
"May 6, 2020", The Governors newly established COVID-19 Advisory Commission on African American Disparities announced an enhanced testing initiative focused on African American communities.
"May 8, 2020", The Governor announced the limited reopening of the Hatfield-McCoy Trail System as part of the West Virginia Strong  The Comeback plan.
"May 11, 2020"," The Governor announced the next wave of businesses and activities permitted as part of Week 4 of the West Virginia Strong  The Comeback plan. In Week 4, the following services are permitted to reopen, with limitations:Indoor restaurant dining at 50% capacity;Large and specialty retail stores;State park campgrounds for in-state residents only;Outdoor recreation rentals;Outdoor motorsport and powersport racing with no spectators; andHatfield McCoy Trail System."
"May 13, 2020"," The Governor added tanning businesses to the list of entities permitted to reopen, with limitations, as part of Week 4 of the states reopening plan."
"May 14, 2020"," The Governor announced that fitness centers, gymnasiums, and recreation centers have been added to the list of entities that will be allowed to resume operations under the next phase of the reopening plan.The Governor also announced that whitewater rafting and ziplining businesses as well as rock climbing businesses will be permitted to reopen, with restrictions, beginning May 21 and May 15, respectively."
"May 14, 2020", The Governor and the West Virginia Department of Health and Human Resources announced a plan to increase testing opportunities for minorities and other vulnerable populations in medically underserved communities.
"May 15, 2020"," The Governor added gymnastics, dance, cheerleading, and martial arts to the list of recreational activities allowed to resume operations on May 18.The Governor also issued an Executive Order, formalizing the May 18 reopening."
"May 18, 2020"," The Governor added several businesses and entities to the list of May 26 reopenings including shopping malls, indoor and outdoor bars, museums and visitor centers, and zoos."
"May 19, 2020"," The Governor signed an executive order, allowing Week 4 businesses to begin reopening on May 21."
"May 19, 2020", The Governor issued additional guidance documents for businesses and entities that are part of Week 5 reopening under the states Comeback plan.
"May 20, 2020", The Governor announced that West Virginia State Parks will offer historic discounts on lodging for West Virginia residents between June 1 and Aug 31.
"May 20, 2020"," The Governor announced continued efforts to test susceptible populations across West Virginia, providing free, optional testing to all residents in several counties experiencing higher rates of COVID-19."
"May 21, 2020"," The Governor announced that swimming pools, bowling alleys, pool halls, roller rinks, and other indoor amusement locations will be permitted to reopen on May 30, under additional guidelines.The Governor also added movie theaters to the list of establishments reopening under Week 6 of the states comeback plan."
"May 22, 2020", The Governor provided an update on the increased monitoring efforts in two Eastern Panhandle counties that triggered the states Heightened Alert System.
"May 22, 2020"," The Governor signed an executive order to formally allow businesses scheduled to reopen on May 26 to resume operations on that date. Businesses permitted to reopen, with restrictions, include:State Park cabins and lodges to in-state residents;Indoor bars at 50% capacity and outdoor bars;Museums and visitor centers; andZoos."
"May 26, 2020"," The Governor announced the launch of Week 5 of the states Comeback plan. The Governor also announced that beginning on May 30, the following businesses may resume operations:Spas and massage businesses;Limited video lottery retailers;Swimming pools; andBowling Alleys, pool halls, roller rinks, and other places with indoor amusement."
"May 26, 2020", The Governor announced the completion of all testing for inmates and staff at Huttonsville Correctional Center and Jail.
"May 26, 2020"," The Governor announced the continuation of efforts to test susceptible populations across the state, with testing in Fayette County continuing through May 28."
"May 27, 2020"," The Governor and Maj. General of the West Virginia National Guard discussed several products recently developed in the state in response to COVID-19, including 3D-printer testing swabs, reusable medical gowns, nationally regarded protective masks, and hydrogen peroxide disinfecting systems."
"May 28, 2020"," The Governor announced that he has ordered all inmates and employees at every corrections facility across West Virginia to be tested, as a precautionary measure in efforts to curtail the spread of the virus."
"May 29, 2020"," The Governor signed an executive order, formally allowing scheduled businesses to reopen, with limitations, on May 30. Businesses permitted to reopen include:Spas and massages businesses;Limited video lottery retailers;Swimming pools; andBowling alleys, pool halls, roller rinks, and other indoor amusement."
"May 29, 2020", The Governor announced that WVSSAC-sanctioned high school and middle school athletic programs and bands will be allowed to resume their summer training programs beginning June 8. The Governor also announced that low-contact outdoor youth sports and little league organizations will be permitted to resume practices on June 8.
"May 29, 2020"," The Governor released guidance to movie theaters, scheduled to reopen on June 5."
"June 1, 2020"," The Governor announced the beginning of Week 6 of the states Comeback plan. Week 6 will begin on June 5, and permit casinos and movie theaters to resume operations."
"June 2, 2020", The Governor reminded West Virginias of free testing opportunities for minorities and other vulnerable populations.
"June 3, 2020"," The Governor announced that private and state park campgrounds, along with state park lodges and cabins, will be allowed to reopen to out-of-state guests beginning on June 10."
"June 3, 2020", The Governor released new guidance for resuming low-contact sports for participants of all ages.The Governor also announced new guidance for bingo halls.
"June 5, 2020", The Governor signed an executive order formally allowing week 7 reopenings to begin on June 8.
"June 8, 2020"," The Governor signed an executive order formally permitting entities scheduled to reopen on June 10, to do so."
"June 8, 2020"," The Governor announced that summer youth camps may resume operations on June 22, provided that additional guidelines are followed. The Governor also announced that outdoor, open-air concerts at fairs and festivals will be allowed to resume, along with the reopening of fairs and festivals, on July 1."
"June 10, 2020"," The Governor announced a multi-phased plan to resume visitation at West Virginia nursing homes. The plan stipulates that, beginning June 17, if a nursing home has had no active COVID-19 cases for at least 14 days, visitations will be permitted to resume, with certain restrictions in place."
"June 10, 2020", The Governor announced that the West Virginia Board of Education and State Superintendent of Schools have released guidance for counties to begin hosting in-person graduation ceremonies beginning June 22.
"June 10, 2020"," The Governor announced that all outdoor, open-air concerts will be permitted to resume, following strict safety guidelines, beginning July 1."
"June 12, 2020", The Governor announced that all inmates and employees at each of the states correctional facilities have been tested for COVID-19.
"June 15, 2020", The Governor announced that $6.3 million in CARES Act grant funding has been distributed across the state.
"June 15, 2020", The Governor announced the beginning of Week 8 of the states Comeback plan.
"June 19, 2020", The Governor signed an executive order formally allowing scheduled Week 9 reopenings to begin on June 22. Approved reopenings include:Youth sports games with spectators;Outdoor sporting events with spectators;Outdoor equestrian events with spectators; andSummer Youth Camps.
"June 24, 2020"," The Governor announced that the DHHRs Bureau for Children and Families will issue a one-time payment to foster care families, child placing agencies, and residential and emergency shelters to support costs related to the COVID-19."
"June 26, 2020"," The Governor announced a proposed distribution of $1.25 billion in federal CARES Act funding to local governments, small businesses, Fairmont hospital, and other COVID-19 public projects."
