,date,policy
23,"April 16, 2020"," The Governor issued an amendment to Executive Order 2020-13, which establishes guidelines for medical providers to determine which elective surgeries that the state can resume April 24. "
24,"April 16, 2020", The Governor signed Executive Memorandum 2020-02 outlining an Elective Surgery Acuity Scale (ESAS) for medical providers to follow regarding when elective surgeries can be performed during the state of emergency. 
25,"April 16, 2020"," The Governor announced all non-life-threatening medical procedures that would have the potential for increasing morbidity or mortality can be performed beginning April 24; additionally, all minor medical procedures and non-emergency dental procedures that are non-life-threatening illnesses may resume May 1. "
26,"April 20, 2020"," The Board of Equalization declared a $416,883,273 revenue failure for FY2020, which allows the Legislature to access money from savings to fill the gap in the FY2020 budget. "
27,"April 22, 2020"," The Governor announced the Open Up and Recover Safely (OURS) plan, which is a three-phased approach to reopen the states economy. The statewide plan is:Based on scientific modeling from public health experts;Intended to mitigate risk of resurgence; Intended to protect Oklahomas most vulnerable citizens from the threat of COVID-19; and Intended for businesses and individuals to utilize in conjunction with guidance from the Oklahoma Department of Commerce, the Oklahoma State Health Department, and the Centers for Disease Control and Prevention (CDC). "
28,"May 5, 2020"," The Governor announced the Federal Emergency Management Agency (FEMA) approved the states request to make funding available for crisis counseling, which will help support mental health initiatives. "
29,"May 12, 2020"," The Governor issued a sixth amendment to Executive Order 2020-13 to allow the Oklahoma Department of Agriculture, Food and Forestry to assist with potential livestock processing facility disruptions."
30,"May 12, 2020", The Governor announced a bipartisan legislative advisory group to work with the states administration to effectively distribute approximately $1.2 billion in federal funds provided to Oklahoma under the CARES Act.
31,"May 20, 2020", The Governor announced the launch of an online platform that will help Oklahoma cities and counties apply for reimbursement through the $1.2 billion in federal funds provided to the state under the CARES Act.
32,"May 21, 2020"," The Governor signed HB 3350, providing a Cost of Living Adjustment to first responders, teachers and state employees. The increase applies to members of the Oklahoma Firefighters Pension and Retirement System, Oklahoma Police Pension and Retirement System, Uniform Retirement System for Justices and Judges, Teachers Retirement System of Oklahoma, and the Oklahoma Public Employees Retirement System."
33,"May 22, 2020"," The Governor announced that the state will receive a Battelle Critical Care Decontamination System, making it possible for hospitals, health care workers, and first responders to recycle their N95 masks. The Battelle Critical Care Contamination System is a self-contained, mobile system that uses high concentration, vapor phase hydrogen peroxide to decontaminate N95 masks."
34,"May 29, 2020", The Governor announced the state will proceed to Phase 3 of the Open Up and Recover Safely Plan on June 1.
35,"June 2, 2020"," The Governor announced the Governors Solution Task Force and the Oklahoma State Department of Health tested more than 35,800 residents and staff at 265 nursing homes and long-term care facilities across Oklahoma during the month of May."
36,"June 2, 2020", The Governor announced cities and counties have from June 1 through June 10 to submit their first round of applications to the States CARES FORWARD team to receive reimbursement funding for local government response expenses.
37,"June 12, 2020", The Governor amended an executive order to allow visitation for long-term care facilities to resume in a phased approach effective June 15.
38,"June 12, 2020", The Governor and State Superintendent of Public Instruction announced they have partnered to give eligible school districts an opportunity to apply for $16 million in emergency relief funds through the federal CARES Act.
39,"June 17, 2020"," The Governor announced that the state has begun fulfilling reimbursement requests for CARES Act Coronavirus Relief Funds, fulfilling 30 percent of city and county requests in the first 7 days of receiving applications."
40,"June 19, 2020", The Governor announced the state is dedicating $10 million towards an Eviction Mitigation grant program in partnership with local non-profits and is dedicating $100 million to the Oklahoma Business Relief Program in partnership with local financial institutions.
41,"June 30, 2020", The Governor announced three new CARES Act grants to support efforts through the Oklahoma State Department of Health to address the COVID-19 pandemic. The three CARES Act grants announced are as follows:COVID-19 Testing and Monitoring Grant ($50 million)Mobile Health Units ($4.2 million)Long Term Care Facilities and Nursing Home Grants ($35 million)
42,"July 10, 2020", The Governor announced that $4.2 million in CARES Act funds will be distributed to 18 city and county governments to offset expenses incurred due to impacts from the COVID-19 pandemic.
43,"July 10, 2020", The Governor announced a $1 million grant through the CARES Act Governors Emergency Education Relief fund to Tri County Tech to launch its Skills to Rebuild initiative in partnership with several local employers.
