,date,policy
58,"May 21, 2020"," The Guam Department of Education, through approval from USDA, is extending the Grab-N-Go School Meal Program through July 31, 2020."
59,"May 22, 2020"," The Department of Public Health and Social Services (DPHSS) announced that island businesses with COVID-19 related commodities, such as hand sanitizers, alcohol, antiseptic wipes, masks, and test kits are all regulated items pursuant to local and federal laws. Although some regulatory requirements have been relaxed due to the current emergency, minimum requirements must still be met to import and sell these items."
60,"May 22, 2020"," The Guam Department of Labor (GDOL) has prepared to launch its employee application module for the Pandemic Unemployment Assistance (PUA) program and Federal Pandemic Unemployment Compensation (FPUC) program, which will allow thousands of Guam residents to receive unemployment assistance funds."
61,"May 25, 2020"," The Governor has delayed and cautioned against the reopening of certain aspects of Guam, including dine-restaurants. The Governor has stated that she will not reopen these items until she ahs more information on the recent increase in COVID-19 cases."
62,"May 27, 2020"," The Guam Department of Public Health and Social Services issued a guidance memo for dine-in restaurants. They stipulate that dine-ins are able to operate with required additional measures in order to reduce the risk of the spread of COVID-19. Salad bars, buffets, and self-service operations of any kind remain prohibited. Outdoor dining is allowed and recommended."
63,"May 28, 2020"," The Governor signed Executive Order (EO) 2020-16 relative to allowing additional activities during Pandemic Condition of Readiness (PCOR) 2. EO 2020-16 extends the public health emergency originally set to expire on May 30 to June 30, 2020. Furthermore:Effective at 8 a.m. on Friday, May 29, 2020, social gatherings or congregations shall be limited to no more than 25 people regardless of whether the individuals are of a single household unit.Effective at 8 a.m. on Friday, May 29, 2020, all Government of Guam (GovGuam) parks and beaches shall be open to the public.Effective June 1, 2020, all GovGuam offices, agencies, and departments will recommence public operations. Employees who have yet to be recalled to their workplaces will be expected to return. To the extent possible and where appropriate, agencies will encourage teleworking by employees. GovGuam agencies will abide by the applicable Public Health Guidance in their operations.Effective June 1, 2020, Category 3 of the COVID-19 Response Differential Pay Plan expires."
64,"May 29, 2020"," The Department of Public Health and Social Services (DPHSS) has issued DPHSS Guidance Memo 2020-11 relative to the new protocol for the quarantine of travelers into Guam to be effective Monday, June 1, 2020. Current, returning, and intended residents of Guam, persons who are essential healthcare or other essential workers as defined in DPHSS Guidance Memo 2020-11, or persons who traveled to Guam because of an emergency or personal hardship situation may be allowed to complete the 14-day quarantine requirement at their home residence or rented lodging location."
65,"May 29, 2020"," The Governor announced that $4.7 million in the federally-funded emergency impact payment checks have been processed, there are a total of 3,000 checks, which were transmitted to Treasurer of Guam."
66,"June 1, 2020", The Governor signed Executive Order No. 2020-17 relative to Guams launching of the Pandemic Unemployment Assistance (PUA) and Federal Pandemic Unemployment Compensation Programs (FPUC).
67,"June 1, 2020"," The Governor signed Executive Order No. 2020-18 relative to launching the Guam Small Business Pandemic Assistance Grant Program. A total of $20 million in Coronavirus Aid, Relief, and Economic Security (CARES) Act funding will be directed to Guams small businesses who have suffered financial hardship as a result of COVID-19 due to business closure, reduced consumer spending, and a decline in visitor arrivals. The Guam Economic Development Authority (GEDA) is designated as the official responsible for overseeing the program."
68,"June 2, 2020"," The Governor signed Executive Order (EO) 2020-19 relative to safely addressing the critical shortage of personal protective equipment necessary for responding to the COVID-19 public health emergency. This guidance will be limited in duration and will expire no later than July 15, 2020."
69,"June 2, 2020", The Department of Public Health and Social Services (DPHSS) announced it will be using a remote monitoring system known as Symptoms Monitoring Service to monitor individuals identified as close contacts to confirmed COVID-19 cases and returning residents in 14-day home quarantine.
70,"June 4, 2020"," The Guam Department of Education (GDOE), State Agency for the Emergency Food Assistance Program (TEFAP) under the U.S. Department of Agriculture (USDA) Food Nutrition Service (FNS), in collaboration with Pacific Unlimited Incorporated and Matson, Guam, will be issuing USDA Families to Farmers food boxes and Disaster Household Distribution food commodity bags at three locations"
71,"June 4, 2020"," The Department of Revenue and Taxes announced that all late fees will be waived for expired drivers licenses and vehicle registrations as long as renewal is done by August 3, 2020. Drivers licenses which expired prior to March 16, late fees for the period from March 16  June 30, will be waived as long as renewal is done by July 15, 2020. Any vehicle registrations which expire in March, April, May, and June 2020 will be extended through July 31, 2020. Late fees will be waived for the period as long as renewal is done by August 3, 2020. For vehicle registrations which expired prior to March 2020, late fees will apply"
72,"June 4, 2020"," The Department of Public Health and Social Services (DPHSS) has developed a temporary policy for COVID-19 related commodities to address the shortage of these products in the market, which adversely impacts the publics ability to protect themselves during this COVID-19 emergency."
73,"June 5, 2020"," The Governor signed Executive Order (EO) No. 2020-20 relative to setting conditions for entry into Guam, permitting limited school operations, and clarifying the occupancy limit."
74,"June 11, 2020"," The Department of Public Health and Social Services (DPHSS) issued Guidance Memo 2020-18 to provide clarification for the occupancy limit language set forth by Executive Order 2020-20, which states that any place of business, place of worship, or public accommodation that are permitted to resume operations may do so at no more than 50% capacity OR up to ten people, whichever is greater. The occupancy limit provision includes employees working in the establishment."
75,"June 11, 2020"," The Emergency Food Assistance Program (TEFAP) Disaster Household Distribution (DHD) is available to all families impacted by COVID-19. TEFAP-DHD began in May, and the Guam Department of Education (GDOE) was approved by USDA to distribute a total of 12,000 TEFAP-DHD commodity bags."
76,"June 11, 2020", The Guam Office of Homeland Security and Civil Defense announced that the Emergency Food Assistance Program (TEFAP) regular operations will be suspended from June 15-19 in order to replenish commodity resources and to transition back to operations at the Piti warehouse.
77,"June 18, 2020", The Guam Department of Public Health and Social Services (DPHSS) released Guidance Memos 2020-21 and 2020-22. DPHSS Guidance Memo 2020-21 is relative to additional businesses that have been authorized to operate during Pandemic Condition of Readiness (PCOR) 2.
78,"June 18, 2020"," The Guam Department of Public Health and Social Services issued Guidance Memo 2020-23 relative to the minimum requirements for the operations of bars and taverns. The additional requirements supplement the Guam Food Code (GFC), which is the regulations that govern the operation of food establishments, such as bars and taverns, on island. The purpose of this guidance is to require additional measures, which must be taken to reduce the risk of transmitting COVID-19 from person-to-person spread and touching contact surfaces in bars and taverns."
79,"June 18, 2020", The Department of Public Health and Social Services (DPHSS) released Guidance Memos 2020-21 and 2020-22. DPHSS Guidance Memo 2020-21 is relative to additional businesses that have been authorized to operate during Pandemic Condition of Readiness (PCOR) 2.
80,"June 23, 2020"," The Department of Public Health and Social Services (DPHSS) released DPHSS Guidance Memo 2020-24 relative to expanding and clarifying allowable and unallowable activities for non-organized, contact physical activities and sports."
81,"June 24, 2020"," The Department of Public Health and Social Services (DPHSS) released Guidance Memo 2020-26 relative to the minimum requirements for employee health, cleaning and disinfecting, ventilation, social distancing, and other protective measures for the operation of cosmetology establishments, including school of cosmetology, which is now authorized to operate."
82,"June 27, 2020"," The Governor and The Department of Public Health and Social Services (DPHSS) has updated protocols relative to the quarantine, testing, and monitoring requirements for all travelers entering Guam."
83,"June 29, 2020"," The Governor signed Executive Order (EO) 2020-22, relative to extending the public health emergency declared to respond to COVID-19. The public health emergency is now set to expire on July 30, 2020. EO 2020-22 also allows for DPHSS to implement quarantine protocols regarding the conditions for entry into Guam."
84,"June 30, 2020"," The Governor signed Executive Order 2020-23, relative to reconstituting the interagency council for coordinating homeless programs, establishing the Office of Homelessness Assistance and Poverty Prevention at the Mayors Council of Guam, and providing shelter and protection for unsheltered homeless families and individuals."
85,"July 1, 2020"," The Department of Health and Social Services issued Guidance Memo 2020-11 Revision 3 relative to the new protocol for the quarantine of travelers into Guam, all persons entering Guam by air or sea from high risk areas will be subject to quarantine locations for a period of 14 days."
86,"July 8, 2020"," The Department of Public Health and Social Services issued Guidance Memo 2020-28 relative to the minimum general requirements, employee health, cleaning and disinfecting, ventilation, social distancing, and other protective measures for the operation of Government of Guam agencies, departments, and other entities of the government."
87,"July 15, 2020"," The Department of Public Health and Social Services (DPHSS) issued Guidance Memo 2020-27 relative to the minimum requirements for reopening K-12 schools and institutions of higher education. The guidance looks to establish a process by which schools and educational institutions are authorized to operate during Pandemic Condition of Readiness (PCOR) 3. This authorization is contingent upon the promulgation of an executive order authorizing such activity during PCOR 3. No schools or educational institutions may reopen until PCOR 3 is declared by the Governor, unless previously authorized by DPHSS."
